year,round_id,school_id,school_name,bracket,p
2015,1,hampton,Hampton Pirates,"{1,1,1,1,1,1,1,1}",1.0
2015,1,manhattan,Manhattan Jaspers,"{2,1,1,1,1,1,1,1}",1.0
2015,1,kentucky,Kentucky Wildcats,"{3,2,1,1,1,1,1,1}",1.0
2015,1,cincinnati,Cincinnati Bearcats,"{4,3,2,1,1,1,1,1}",1.0
2015,1,purdue,Purdue Boilermakers,"{5,4,2,1,1,1,1,1}",1.0
2015,1,west-virginia,West Virginia Mountaineers,"{6,5,3,2,1,1,1,1}",1.0
2015,1,buffalo,Buffalo Bulls,"{7,6,3,2,1,1,1,1}",1.0
2015,1,maryland,Maryland Terrapins,"{8,7,4,2,1,1,1,1}",1.0
2015,1,valparaiso,Valparaiso Crusaders,"{9,8,4,2,1,1,1,1}",1.0
2015,1,butler,Butler Bulldogs,"{10,9,5,3,2,1,1,1}",1.0
2015,1,texas,Texas Longhorns,"{11,10,5,3,2,1,1,1}",1.0
2015,1,notre-dame,Notre Dame Fighting Irish,"{12,11,6,3,2,1,1,1}",1.0
2015,1,northeastern,Northeastern Huskies,"{13,12,6,3,2,1,1,1}",1.0
2015,1,wichita-state,Wichita State Shockers,"{14,13,7,4,2,1,1,1}",1.0
2015,1,indiana,Indiana Hoosiers,"{15,14,7,4,2,1,1,1}",1.0
2015,1,kansas,Kansas Jayhawks,"{16,15,8,4,2,1,1,1}",1.0
2015,1,new-mexico-state,New Mexico State Aggies,"{17,16,8,4,2,1,1,1}",1.0
2015,1,wisconsin,Wisconsin Badgers,"{18,17,9,5,3,2,1,1}",1.0
2015,1,coastal-carolina,Coastal Carolina Chanticleers,"{19,18,9,5,3,2,1,1}",1.0
2015,1,oregon,Oregon Ducks,"{20,19,10,5,3,2,1,1}",1.0
2015,1,oklahoma-state,Oklahoma State Cowboys,"{21,20,10,5,3,2,1,1}",1.0
2015,1,arkansas,Arkansas Razorbacks,"{22,21,11,6,3,2,1,1}",1.0
2015,1,wofford,Wofford Terriers,"{23,22,11,6,3,2,1,1}",1.0
2015,1,north-carolina,North Carolina Tarheels,"{24,23,12,6,3,2,1,1}",1.0
2015,1,harvard,Harvard Crimson,"{25,24,12,6,3,2,1,1}",1.0
2015,1,xavier,Xavier Musketeers,"{26,25,13,7,4,2,1,1}",1.0
2015,1,brigham-young,Brigham Young Cougars,"{27,26,13,7,4,2,1,1}",1.0
2015,1,mississippi,Mississippi Rebels,"{28,26,13,7,4,2,1,1}",1.0
2015,1,baylor,Baylor Bears,"{29,27,14,7,4,2,1,1}",1.0
2015,1,georgia-state,Georgia State Panthers,"{30,28,14,7,4,2,1,1}",1.0
2015,1,virginia-commonwealth,Virginia Commonwealth Rams,"{31,29,15,8,4,2,1,1}",1.0
2015,1,ohio-state,Ohio State Buckeyes,"{32,30,15,8,4,2,1,1}",1.0
2015,1,arizona,Arizona Wildcats,"{33,31,16,8,4,2,1,1}",1.0
2015,1,texas-southern,Texas Southern Tigers,"{34,32,16,8,4,2,1,1}",1.0
2015,1,villanova,Villanova Wildcats,"{35,33,17,9,5,3,2,1}",1.0
2015,1,lafayette,Lafayette Leopards,"{36,34,17,9,5,3,2,1}",1.0
2015,1,north-carolina-state,North Carolina State Wolfpack,"{37,35,18,9,5,3,2,1}",1.0
2015,1,louisiana-state,Louisiana State Fighting Tigers,"{38,36,18,9,5,3,2,1}",1.0
2015,1,northern-iowa,Northern Iowa Panthers,"{39,37,19,10,5,3,2,1}",1.0
