2000,EST,Adecco Estudiantes,/main/results/by-team/?seasoncode=E2000&clubcode=EST,0
2000,AEK,AEK Athens,/main/results/by-team/?seasoncode=E2000&clubcode=AEK,0
2000,TRE,Benetton Basket,/main/results/by-team/?seasoncode=E2000&clubcode=TRE,0
2000,CIB,Cibona VIP,/main/results/by-team/?seasoncode=E2000&clubcode=CIB,0
2000,BAR,FC Barcelona,/main/results/by-team/?seasoncode=E2000&clubcode=BAR,0
2000,JER,Hapoel Jerusalem,/main/results/by-team/?seasoncode=E2000&clubcode=JER,0
2000,LON,Haribo London Towers,/main/results/by-team/?seasoncode=E2000&clubcode=LON,0
2000,VIR,Kinder Bologna,/main/results/by-team/?seasoncode=E2000&clubcode=VIR,0
2000,BUD,KK Buducnost,/main/results/by-team/?seasoncode=E2000&clubcode=BUD,0
2000,ZAD,KK Zadar,/main/results/by-team/?seasoncode=E2000&clubcode=ZAD,0
2000,LUG,Lugano Snakes,/main/results/by-team/?seasoncode=E2000&clubcode=LUG,0
2000,VER,Muller Verona,/main/results/by-team/?seasoncode=E2000&clubcode=VER,0
2000,OLY,Olympiakos,/main/results/by-team/?seasoncode=E2000&clubcode=OLY,0
2000,FRA,Opel Skyliners,/main/results/by-team/?seasoncode=E2000&clubcode=FRA,0
2000,OVA,Ovarense Aerosoles,/main/results/by-team/?seasoncode=E2000&clubcode=OVA,0
2000,FOR,PAF Bologna,/main/results/by-team/?seasoncode=E2000&clubcode=FOR,0
2000,PAO,PAOK,/main/results/by-team/?seasoncode=E2000&clubcode=PAO,0
2000,PER,Peristeri,/main/results/by-team/?seasoncode=E2000&clubcode=PER,0
2000,MAD,Real Madrid,/main/results/by-team/?seasoncode=E2000&clubcode=MAD,0
2000,CHA,Spirou Basket,/main/results/by-team/?seasoncode=E2000&clubcode=CHA,0
2000,PET,St. Petersburg Lions,/main/results/by-team/?seasoncode=E2000&clubcode=PET,0
2000,BAS,Tau Ceramica,/main/results/by-team/?seasoncode=E2000&clubcode=BAS,0
2000,LJU,Union Olimpija,/main/results/by-team/?seasoncode=E2000&clubcode=LJU,0
2000,ZAL,Zalgiris,/main/results/by-team/?seasoncode=E2000&clubcode=ZAL,0
2001,AEK,AEK Athens,/main/results/by-team/?seasoncode=E2001&clubcode=AEK,0
2001,BER,Alba Berlin,/main/results/by-team/?seasoncode=E2001&clubcode=BER,0
2001,ASV,Asvel Basket,/main/results/by-team/?seasoncode=E2001&clubcode=ASV,0
2001,TRE,Benetton Basket,/main/results/by-team/?seasoncode=E2001&clubcode=TRE,0
2001,CIB,Cibona VIP,/main/results/by-team/?seasoncode=E2001&clubcode=CIB,0
2001,CSK,CSKA Moscow,/main/results/by-team/?seasoncode=E2001&clubcode=CSK,0
2001,IST,Efes Pilsen,/main/results/by-team/?seasoncode=E2001&clubcode=IST,0
2001,BAR,FC Barcelona,/main/results/by-team/?seasoncode=E2001&clubcode=BAR,0
2001,WRO,Idea Slask,/main/results/by-team/?seasoncode=E2001&clubcode=WRO,0
2001,VIR,Kinder Bologna,/main/results/by-team/?seasoncode=E2001&clubcode=VIR,0
2001,LON,Kinder London Towers,/main/results/by-team/?seasoncode=E2001&clubcode=LON,0
