2014,BER,home,CSKA Moscow,,,,,,October 17 20:15 CET,2014-10-17
2014,BER,away,Unicaja Malaga,,,,,,October 24 20:45 CET,2014-10-24
2014,BER,home,Maccabi Electra Tel Aviv,,,,,,October 30 20:00 CET,2014-10-30
2014,BER,home,Limoges CSP,,,,,,November 7 20:00 CET,2014-11-07
2014,BER,away,Cedevita Zagreb,,,,,,November 14 19:30 CET,2014-11-14
2014,BER,away,CSKA Moscow,,,,,,November 20 18:00 CET,2014-11-20
2014,BER,home,Unicaja Malaga,,,,,,November 27 20:15 CET,2014-11-27
2014,BER,away,Maccabi Electra Tel Aviv,,,,,,December 4 20:05 CET,2014-12-04
2014,BER,away,Limoges CSP,,,,,,December 12 20:00 CET,2014-12-12
2014,BER,home,Cedevita Zagreb,,,,,,,
2014,IST,home,Unics Kazan,,,,,,October 16 19:00 CET,2014-10-16
2014,IST,away,Dinamo Banco di Sardegna Sassari,,,,,,October 24 20:45 CET,2014-10-24
2014,IST,home,Zalgiris Kaunas,,,,,,October 30 18:45 CET,2014-10-30
2014,IST,away,Nizhny Novgorod,,,,,,November 6 18:00 CET,2014-11-06
2014,IST,home,Real Madrid,,,,,,November 14 19:00 CET,2014-11-14
2014,IST,away,Unics Kazan,,,,,,November 21 CET,2014-11-21
2014,IST,home,Dinamo Banco di Sardegna Sassari,,,,,,November 28 18:00 CET,2014-11-28
2014,IST,away,Zalgiris Kaunas,,,,,,December 4 18:45 CET,2014-12-04
2014,IST,home,Nizhny Novgorod,,,,,,December 12 20:00 CET,2014-12-12
2014,IST,away,Real Madrid,,,,,,,
2014,CED,home,Unicaja Malaga,,,,,,October 16 19:00 CET,2014-10-16
2014,CED,away,Limoges CSP,,,,,,October 24 20:00 CET,2014-10-24
2014,CED,home,CSKA Moscow,,,,,,October 31 19:30 CET,2014-10-31
2014,CED,away,Maccabi Electra Tel Aviv,,,,,,November 6 20:05 CET,2014-11-06
2014,CED,home,ALBA Berlin,,,,,,November 14 19:30 CET,2014-11-14
2014,CED,away,Unicaja Malaga,,,,,,November 21 20:45 CET,2014-11-21
2014,CED,home,Limoges CSP,,,,,,November 28 19:30 CET,2014-11-28
2014,CED,away,CSKA Moscow,,,,,,December 5 18:00 CET,2014-12-05
2014,CED,home,Maccabi Electra Tel Aviv,,,,,,December 11 19:30 CET,2014-12-11
2014,CED,away,ALBA Berlin,,,,,,,
2014,RED,home,Galatasaray Liv Hospital Istanbul,,,,,,October 16 21:00 CET,2014-10-16
2014,RED,away,Neptunas Klaipeda,,,,,,October 23 18:00 CET,2014-10-23
2014,RED,home,Valencia Basket,,,,,,October 30 19:00 CET,2014-10-30
2014,RED,home,Olympiacos Piraeus,,,,,,November 7 19:00 CET,2014-11-07
2014,RED,away,Laboral Kutxa Vitoria,,,,,,November 13 20:30 CET,2014-11-13
2014,RED,away,Galatasaray Liv Hospital Istanbul,,,,,,November 20 19:00 CET,2014-11-20
2014,RED,home,Neptunas Klaipeda,,,,,,November 27 19:00 CET,2014-11-27
2014,RED,away,Valencia Basket,,,,,,December 5 21:00 CET,2014-12-05
2014,RED,away,Olympiacos Piraeus,,,,,,December 12 20:30 CET,2014-12-12
2014,RED,home,Laboral Kutxa Vitoria,,,,,,,
2014,CSK,away,ALBA Berlin,,,,,,October 17 20:15 CET,2014-10-17
2014,CSK,home,Maccabi Electra Tel Aviv,,,,,,October 23 18:00 CET,2014-10-23
2014,CSK,away,Cedevita Zagreb,,,,,,October 31 19:30 CET,2014-10-31
2014,CSK,home,Unicaja Malaga,,,,,,November 7 18:00 CET,2014-11-07
2014,CSK,away,Limoges CSP,,,,,,November 14 20:00 CET,2014-11-14
2014,CSK,home,ALBA Berlin,,,,,,November 20 18:00 CET,2014-11-20
2014,CSK,away,Maccabi Electra Tel Aviv,,,,,,November 27 20:05 CET,2014-11-27
2014,CSK,home,Cedevita Zagreb,,,,,,December 5 18:00 CET,2014-12-05
2014,CSK,away,Unicaja Malaga,,,,,,December 11 20:45 CET,2014-12-11
2014,CSK,home,Limoges CSP,,,,,,,
2014,SAS,away,Nizhny Novgorod,,,,,,October 17 18:00 CET,2014-10-17
2014,SAS,home,Anadolu Efes Istanbul,,,,,,October 24 20:45 CET,2014-10-24
2014,SAS,away,Unics Kazan,,,,,,October 30 CET,2014-10-30
2014,SAS,away,Real Madrid,,,,,,November 5 20:45 CET,2014-11-05
2014,SAS,home,Zalgiris Kaunas,,,,,,November 14 20:30 CET,2014-11-14
2014,SAS,home,Nizhny Novgorod,,,,,,November 21 20:30 CET,2014-11-21
2014,SAS,away,Anadolu Efes Istanbul,,,,,,November 28 18:00 CET,2014-11-28
2014,SAS,home,Unics Kazan,,,,,,December 4 20:30 CET,2014-12-04
2014,SAS,home,Real Madrid,,,,,,December 12 20:30 CET,2014-12-12
2014,SAS,away,Zalgiris Kaunas,,,,,,,
2014,MIL,away,Fenerbahce Ulker Istanbul,,,,,,October 17 21:00 CET,2014-10-17
2014,MIL,home,FC Barcelona,,,,,,October 23 20:45 CET,2014-10-23
2014,MIL,away,FC Bayern Munich,,,,,,October 31 20:15 CET,2014-10-31
2014,MIL,away,Panathinaikos Athens,,,,,,November 6 20:30 CET,2014-11-06
2014,MIL,home,PGE Turow Zgorzelec,,,,,,November 13 20:45 CET,2014-11-13
2014,MIL,home,Fenerbahce Ulker Istanbul,,,,,,November 20 21:00 CET,2014-11-20
2014,MIL,away,FC Barcelona,,,,,,November 28 20:45 CET,2014-11-28
2014,MIL,home,FC Bayern Munich,,,,,,December 3 19:00 CET,2014-12-03
2014,MIL,home,Panathinaikos Athens,,,,,,December 11 20:45 CET,2014-12-11
2014,MIL,away,PGE Turow Zgorzelec,,,,,,,
2014,BAR,home,FC Bayern Munich,,,,,,October 17 21:30 CET,2014-10-17
2014,BAR,away,EA7 Emporio Armani Milan,,,,,,October 23 20:45 CET,2014-10-23
2014,BAR,home,PGE Turow Zgorzelec,,,,,,October 31 20:45 CET,2014-10-31
2014,BAR,away,Fenerbahce Ulker Istanbul,,,,,,November 6 21:00 CET,2014-11-06
2014,BAR,home,Panathinaikos Athens,,,,,,November 14 21:00 CET,2014-11-14
2014,BAR,away,FC Bayern Munich,,,,,,November 20 20:15 CET,2014-11-20
2014,BAR,home,EA7 Emporio Armani Milan,,,,,,November 28 20:45 CET,2014-11-28
2014,BAR,away,PGE Turow Zgorzelec,,,,,,December 5 19:00 CET,2014-12-05
2014,BAR,home,Fenerbahce Ulker Istanbul,,,,,,December 11 20:45 CET,2014-12-11
2014,BAR,away,Panathinaikos Athens,,,,,,,
2014,MUN,away,FC Barcelona,,,,,,October 17 21:30 CET,2014-10-17
2014,MUN,home,Panathinaikos Athens,,,,,,October 23 20:00 CET,2014-10-23
2014,MUN,home,EA7 Emporio Armani Milan,,,,,,October 31 20:15 CET,2014-10-31
2014,MUN,away,PGE Turow Zgorzelec,,,,,,November 6 19:15 CET,2014-11-06
2014,MUN,home,Fenerbahce Ulker Istanbul,,,,,,November 13 20:15 CET,2014-11-13
2014,MUN,home,FC Barcelona,,,,,,November 20 20:15 CET,2014-11-20
2014,MUN,away,Panathinaikos Athens,,,,,,November 28 20:30 CET,2014-11-28
2014,MUN,away,EA7 Emporio Armani Milan,,,,,,December 3 19:00 CET,2014-12-03
2014,MUN,home,PGE Turow Zgorzelec,,,,,,December 11 20:15 CET,2014-12-11
2014,MUN,away,Fenerbahce Ulker Istanbul,,,,,,,
2014,ULK,home,EA7 Emporio Armani Milan,,,,,,October 17 21:00 CET,2014-10-17
2014,ULK,away,PGE Turow Zgorzelec,,,,,,October 23 20:45 CET,2014-10-23
2014,ULK,away,Panathinaikos Athens,,,,,,October 30 20:30 CET,2014-10-30
2014,ULK,home,FC Barcelona,,,,,,November 6 21:00 CET,2014-11-06
2014,ULK,away,FC Bayern Munich,,,,,,November 13 20:15 CET,2014-11-13
2014,ULK,away,EA7 Emporio Armani Milan,,,,,,November 20 21:00 CET,2014-11-20
2014,ULK,home,PGE Turow Zgorzelec,,,,,,November 27 19:15 CET,2014-11-27
2014,ULK,home,Panathinaikos Athens,,,,,,December 4 21:00 CET,2014-12-04
2014,ULK,away,FC Barcelona,,,,,,December 11 20:45 CET,2014-12-11
2014,ULK,home,FC Bayern Munich,,,,,,,
2014,GAL,away,Crvena Zvezda Telekom Belgrade,,,,,,October 16 21:00 CET,2014-10-16
2014,GAL,home,Valencia Basket,,,,,,October 23 19:00 CET,2014-10-23
2014,GAL,away,Laboral Kutxa Vitoria,,,,,,October 31 20:30 CET,2014-10-31
2014,GAL,home,Neptunas Klaipeda,,,,,,November 7 20:45 CET,2014-11-07
2014,GAL,away,Olympiacos Piraeus,,,,,,November 13 20:30 CET,2014-11-13
2014,GAL,home,Crvena Zvezda Telekom Belgrade,,,,,,November 20 19:00 CET,2014-11-20
2014,GAL,away,Valencia Basket,,,,,,November 28 21:00 CET,2014-11-28
2014,GAL,home,Laboral Kutxa Vitoria,,,,,,December 5 19:30 CET,2014-12-05
2014,GAL,away,Neptunas Klaipeda,,,,,,December 11 18:00 CET,2014-12-11
2014,GAL,home,Olympiacos Piraeus,,,,,,,
2014,BAS,home,Neptunas Klaipeda,,,,,,October 15 20:30 CET,2014-10-15
2014,BAS,away,Olympiacos Piraeus,,,,,,October 24 20:30 CET,2014-10-24
2014,BAS,home,Galatasaray Liv Hospital Istanbul,,,,,,October 31 20:30 CET,2014-10-31
2014,BAS,away,Valencia Basket,,,,,,November 7 20:45 CET,2014-11-07
2014,BAS,home,Crvena Zvezda Telekom Belgrade,,,,,,November 13 20:30 CET,2014-11-13
2014,BAS,away,Neptunas Klaipeda,,,,,,November 20 18:00 CET,2014-11-20
2014,BAS,home,Olympiacos Piraeus,,,,,,November 27 20:30 CET,2014-11-27
2014,BAS,away,Galatasaray Liv Hospital Istanbul,,,,,,December 5 19:30 CET,2014-12-05
2014,BAS,home,Valencia Basket,,,,,,December 12 20:30 CET,2014-12-12
2014,BAS,away,Crvena Zvezda Telekom Belgrade,,,,,,,
2014,LMG,away,Maccabi Electra Tel Aviv,,,,,,October 16 20:30 CET,2014-10-16
2014,LMG,home,Cedevita Zagreb,,,,,,October 24 20:00 CET,2014-10-24
2014,LMG,away,Unicaja Malaga,,,,,,October 31 20:45 CET,2014-10-31
2014,LMG,away,ALBA Berlin,,,,,,November 7 20:00 CET,2014-11-07
2014,LMG,home,CSKA Moscow,,,,,,November 14 20:00 CET,2014-11-14
2014,LMG,home,Maccabi Electra Tel Aviv,,,,,,November 20 20:00 CET,2014-11-20
2014,LMG,away,Cedevita Zagreb,,,,,,November 28 19:30 CET,2014-11-28
2014,LMG,home,Unicaja Malaga,,,,,,December 4 20:00 CET,2014-12-04
2014,LMG,home,ALBA Berlin,,,,,,December 12 20:00 CET,2014-12-12
2014,LMG,away,CSKA Moscow,,,,,,,
2014,TEL,home,Limoges CSP,,,,,,October 16 20:30 CET,2014-10-16
2014,TEL,away,CSKA Moscow,,,,,,October 23 18:00 CET,2014-10-23
2014,TEL,away,ALBA Berlin,,,,,,October 30 20:00 CET,2014-10-30
2014,TEL,home,Cedevita Zagreb,,,,,,November 6 20:05 CET,2014-11-06
2014,TEL,away,Unicaja Malaga,,,,,,November 13 20:45 CET,2014-11-13
2014,TEL,away,Limoges CSP,,,,,,November 20 20:00 CET,2014-11-20
2014,TEL,home,CSKA Moscow,,,,,,November 27 20:05 CET,2014-11-27
2014,TEL,home,ALBA Berlin,,,,,,December 4 20:05 CET,2014-12-04
2014,TEL,away,Cedevita Zagreb,,,,,,December 11 19:30 CET,2014-12-11
2014,TEL,home,Unicaja Malaga,,,,,,,
2014,KLA,away,Laboral Kutxa Vitoria,,,,,,October 15 20:30 CET,2014-10-15
2014,KLA,home,Crvena Zvezda Telekom Belgrade,,,,,,October 23 18:00 CET,2014-10-23
2014,KLA,home,Olympiacos Piraeus,,,,,,October 31 18:00 CET,2014-10-31
2014,KLA,away,Galatasaray Liv Hospital Istanbul,,,,,,November 7 20:45 CET,2014-11-07
2014,KLA,home,Valencia Basket,,,,,,November 13 18:30 CET,2014-11-13
2014,KLA,home,Laboral Kutxa Vitoria,,,,,,November 20 18:00 CET,2014-11-20
2014,KLA,away,Crvena Zvezda Telekom Belgrade,,,,,,November 27 19:00 CET,2014-11-27
2014,KLA,away,Olympiacos Piraeus,,,,,,December 5 20:30 CET,2014-12-05
2014,KLA,home,Galatasaray Liv Hospital Istanbul,,,,,,December 11 18:00 CET,2014-12-11
2014,KLA,away,Valencia Basket,,,,,,,
2014,NOV,home,Dinamo Banco di Sardegna Sassari,,,,,,October 17 18:00 CET,2014-10-17
2014,NOV,away,Zalgiris Kaunas,,,,,,October 24 18:45 CET,2014-10-24
2014,NOV,away,Real Madrid,,,,,,October 30 21:00 CET,2014-10-30
2014,NOV,home,Anadolu Efes Istanbul,,,,,,November 6 18:00 CET,2014-11-06
2014,NOV,away,Unics Kazan,,,,,,November 13 CET,2014-11-13
2014,NOV,away,Dinamo Banco di Sardegna Sassari,,,,,,November 21 20:30 CET,2014-11-21
2014,NOV,home,Zalgiris Kaunas,,,,,,November 28 18:00 CET,2014-11-28
2014,NOV,home,Real Madrid,,,,,,December 4 18:00 CET,2014-12-04
2014,NOV,away,Anadolu Efes Istanbul,,,,,,December 12 20:00 CET,2014-12-12
2014,NOV,home,Unics Kazan,,,,,,,
2014,OLY,away,Valencia Basket,,,,,,October 16 21:00 CET,2014-10-16
2014,OLY,home,Laboral Kutxa Vitoria,,,,,,October 24 20:30 CET,2014-10-24
2014,OLY,away,Neptunas Klaipeda,,,,,,October 31 18:00 CET,2014-10-31
2014,OLY,away,Crvena Zvezda Telekom Belgrade,,,,,,November 7 19:00 CET,2014-11-07
2014,OLY,home,Galatasaray Liv Hospital Istanbul,,,,,,November 13 20:30 CET,2014-11-13
2014,OLY,home,Valencia Basket,,,,,,November 20 20:30 CET,2014-11-20
2014,OLY,away,Laboral Kutxa Vitoria,,,,,,November 27 20:30 CET,2014-11-27
2014,OLY,home,Neptunas Klaipeda,,,,,,December 5 20:30 CET,2014-12-05
2014,OLY,home,Crvena Zvezda Telekom Belgrade,,,,,,December 12 20:30 CET,2014-12-12
2014,OLY,away,Galatasaray Liv Hospital Istanbul,,,,,,,
2014,PAN,home,PGE Turow Zgorzelec,,,,,,October 17 20:30 CET,2014-10-17
2014,PAN,away,FC Bayern Munich,,,,,,October 23 20:00 CET,2014-10-23
2014,PAN,home,Fenerbahce Ulker Istanbul,,,,,,October 30 20:30 CET,2014-10-30
2014,PAN,home,EA7 Emporio Armani Milan,,,,,,November 6 20:30 CET,2014-11-06
2014,PAN,away,FC Barcelona,,,,,,November 14 21:00 CET,2014-11-14
2014,PAN,away,PGE Turow Zgorzelec,,,,,,November 21 19:00 CET,2014-11-21
2014,PAN,home,FC Bayern Munich,,,,,,November 28 20:30 CET,2014-11-28
2014,PAN,away,Fenerbahce Ulker Istanbul,,,,,,December 4 21:00 CET,2014-12-04
2014,PAN,away,EA7 Emporio Armani Milan,,,,,,December 11 20:45 CET,2014-12-11
2014,PAN,home,FC Barcelona,,,,,,,
2014,ZGO,away,Panathinaikos Athens,,,,,,October 17 20:30 CET,2014-10-17
2014,ZGO,home,Fenerbahce Ulker Istanbul,,,,,,October 23 20:45 CET,2014-10-23
2014,ZGO,away,FC Barcelona,,,,,,October 31 20:45 CET,2014-10-31
2014,ZGO,home,FC Bayern Munich,,,,,,November 6 19:15 CET,2014-11-06
2014,ZGO,away,EA7 Emporio Armani Milan,,,,,,November 13 20:45 CET,2014-11-13
2014,ZGO,home,Panathinaikos Athens,,,,,,November 21 19:00 CET,2014-11-21
