year,school_id,school_name,week,rank
1995,iowa-state,Iowa State Cyclones,12/19,25
1995,iowa-state,Iowa State Cyclones,12/26,21
1995,iowa-state,Iowa State Cyclones,1/2,16
1995,iowa-state,Iowa State Cyclones,1/9,23
1995,iowa-state,Iowa State Cyclones,1/16,14
1995,iowa-state,Iowa State Cyclones,1/23,11
1995,iowa-state,Iowa State Cyclones,1/30,11
1995,iowa-state,Iowa State Cyclones,2/6,19
1995,iowa-state,Iowa State Cyclones,2/13,21
1995,iowa-state,Iowa State Cyclones,2/20,23
1995,iowa-state,Iowa State Cyclones,2/27,24
1995,iowa-state,Iowa State Cyclones,3/6,
1995,iowa-state,Iowa State Cyclones,Final,24
1993,iowa-state,Iowa State Cyclones,Pre,19
1993,iowa-state,Iowa State Cyclones,11/23,24
1993,iowa-state,Iowa State Cyclones,11/30,
1993,iowa-state,Iowa State Cyclones,12/7,
1993,iowa-state,Iowa State Cyclones,12/14,
1993,iowa-state,Iowa State Cyclones,12/21,
1993,iowa-state,Iowa State Cyclones,12/28,
1993,iowa-state,Iowa State Cyclones,1/4,
1993,iowa-state,Iowa State Cyclones,1/11,
1993,iowa-state,Iowa State Cyclones,1/18,
1993,iowa-state,Iowa State Cyclones,1/25,
1993,iowa-state,Iowa State Cyclones,2/1,
1993,iowa-state,Iowa State Cyclones,2/8,
1993,iowa-state,Iowa State Cyclones,2/15,
1993,iowa-state,Iowa State Cyclones,2/22,
1993,iowa-state,Iowa State Cyclones,3/1,
1993,iowa-state,Iowa State Cyclones,3/8,
1993,iowa-state,Iowa State Cyclones,Final,
1992,iowa-state,Iowa State Cyclones,Pre,
1992,iowa-state,Iowa State Cyclones,11/25,
1992,iowa-state,Iowa State Cyclones,12/2,
1992,iowa-state,Iowa State Cyclones,12/9,
1992,iowa-state,Iowa State Cyclones,12/16,
1992,iowa-state,Iowa State Cyclones,12/23,
1992,iowa-state,Iowa State Cyclones,12/30,
1992,iowa-state,Iowa State Cyclones,1/6,
1992,iowa-state,Iowa State Cyclones,1/13,24
1992,iowa-state,Iowa State Cyclones,1/20,
1992,iowa-state,Iowa State Cyclones,1/27,
1992,iowa-state,Iowa State Cyclones,2/3,
1992,iowa-state,Iowa State Cyclones,2/10,
1992,iowa-state,Iowa State Cyclones,2/17,23
1992,iowa-state,Iowa State Cyclones,2/24,
1992,iowa-state,Iowa State Cyclones,3/2,
1992,iowa-state,Iowa State Cyclones,3/9,
1992,iowa-state,Iowa State Cyclones,Final,
1988,iowa-state,Iowa State Cyclones,Pre,
1988,iowa-state,Iowa State Cyclones,12/1,
1988,iowa-state,Iowa State Cyclones,12/8,
1988,iowa-state,Iowa State Cyclones,12/15,20
1988,iowa-state,Iowa State Cyclones,12/22,16
1988,iowa-state,Iowa State Cyclones,12/29,16
1988,iowa-state,Iowa State Cyclones,1/5,17
1988,iowa-state,Iowa State Cyclones,1/12,14
1988,iowa-state,Iowa State Cyclones,1/19,10
1988,iowa-state,Iowa State Cyclones,1/26,12
1988,iowa-state,Iowa State Cyclones,2/2,16
1988,iowa-state,Iowa State Cyclones,2/9,
1988,iowa-state,Iowa State Cyclones,2/16,
1988,iowa-state,Iowa State Cyclones,2/23,
1988,iowa-state,Iowa State Cyclones,3/1,
1988,iowa-state,Iowa State Cyclones,3/8,
1988,iowa-state,Iowa State Cyclones,Final,
1958,iowa-state,Iowa State Cyclones,12/10,
1958,iowa-state,Iowa State Cyclones,12/17,
1958,iowa-state,Iowa State Cyclones,12/24,20
1958,iowa-state,Iowa State Cyclones,12/31,
1958,iowa-state,Iowa State Cyclones,1/7,
1958,iowa-state,Iowa State Cyclones,1/14,
1958,iowa-state,Iowa State Cyclones,1/21,
1958,iowa-state,Iowa State Cyclones,1/28,
1958,iowa-state,Iowa State Cyclones,2/4,
1958,iowa-state,Iowa State Cyclones,2/11,
1958,iowa-state,Iowa State Cyclones,2/18,
1958,iowa-state,Iowa State Cyclones,2/25,
1958,iowa-state,Iowa State Cyclones,3/4,
1958,iowa-state,Iowa State Cyclones,Final,
1957,iowa-state,Iowa State Cyclones,12/11,17
1957,iowa-state,Iowa State Cyclones,12/18,14
1957,iowa-state,Iowa State Cyclones,12/26,14
1957,iowa-state,Iowa State Cyclones,1/2,7
1957,iowa-state,Iowa State Cyclones,1/8,7
1957,iowa-state,Iowa State Cyclones,1/15,9
1957,iowa-state,Iowa State Cyclones,1/22,3
1957,iowa-state,Iowa State Cyclones,1/29,8
1957,iowa-state,Iowa State Cyclones,2/5,9
1957,iowa-state,Iowa State Cyclones,2/12,9
1957,iowa-state,Iowa State Cyclones,2/19,9
1957,iowa-state,Iowa State Cyclones,2/26,16
1957,iowa-state,Iowa State Cyclones,3/5,17
1957,iowa-state,Iowa State Cyclones,Final,
1956,iowa-state,Iowa State Cyclones,12/6,
1956,iowa-state,Iowa State Cyclones,12/13,
1956,iowa-state,Iowa State Cyclones,12/20,
1956,iowa-state,Iowa State Cyclones,12/27,
1956,iowa-state,Iowa State Cyclones,1/3,8
1956,iowa-state,Iowa State Cyclones,1/10,15
1956,iowa-state,Iowa State Cyclones,1/17,
1956,iowa-state,Iowa State Cyclones,1/24,
1956,iowa-state,Iowa State Cyclones,1/31,
1956,iowa-state,Iowa State Cyclones,2/7,
1956,iowa-state,Iowa State Cyclones,2/14,
1956,iowa-state,Iowa State Cyclones,2/21,20
1956,iowa-state,Iowa State Cyclones,2/28,
1956,iowa-state,Iowa State Cyclones,3/6,
1956,iowa-state,Iowa State Cyclones,Final,
1974,jacksonville,Jacksonville Dolphins,Pre,17
1974,jacksonville,Jacksonville Dolphins,12/4,17
1974,jacksonville,Jacksonville Dolphins,12/11,19
1974,jacksonville,Jacksonville Dolphins,12/18,19
1974,jacksonville,Jacksonville Dolphins,12/25,
1974,jacksonville,Jacksonville Dolphins,1/2,
1974,jacksonville,Jacksonville Dolphins,1/8,
1974,jacksonville,Jacksonville Dolphins,1/15,
1974,jacksonville,Jacksonville Dolphins,1/22,
1974,jacksonville,Jacksonville Dolphins,1/29,
1974,jacksonville,Jacksonville Dolphins,2/5,
1974,jacksonville,Jacksonville Dolphins,2/12,
1974,jacksonville,Jacksonville Dolphins,2/19,
1974,jacksonville,Jacksonville Dolphins,2/26,
1974,jacksonville,Jacksonville Dolphins,3/5,
1974,jacksonville,Jacksonville Dolphins,3/12,
1974,jacksonville,Jacksonville Dolphins,3/19,
1974,jacksonville,Jacksonville Dolphins,Final,
1973,jacksonville,Jacksonville Dolphins,Pre,
1973,jacksonville,Jacksonville Dolphins,12/5,
1973,jacksonville,Jacksonville Dolphins,12/12,
1973,jacksonville,Jacksonville Dolphins,12/19,
1973,jacksonville,Jacksonville Dolphins,12/26,
1973,jacksonville,Jacksonville Dolphins,1/2,
1973,jacksonville,Jacksonville Dolphins,1/9,15
1973,jacksonville,Jacksonville Dolphins,1/16,15
1973,jacksonville,Jacksonville Dolphins,1/23,13
1973,jacksonville,Jacksonville Dolphins,1/30,15
1973,jacksonville,Jacksonville Dolphins,2/6,16
1973,jacksonville,Jacksonville Dolphins,2/13,13
1973,jacksonville,Jacksonville Dolphins,2/20,20
1973,jacksonville,Jacksonville Dolphins,2/27,18
1973,jacksonville,Jacksonville Dolphins,3/6,16
1973,jacksonville,Jacksonville Dolphins,Final,
1972,jacksonville,Jacksonville Dolphins,Pre,11
1972,jacksonville,Jacksonville Dolphins,12/7,8
1972,jacksonville,Jacksonville Dolphins,12/14,14
1972,jacksonville,Jacksonville Dolphins,12/21,16
1972,jacksonville,Jacksonville Dolphins,12/28,
1972,jacksonville,Jacksonville Dolphins,1/4,
1972,jacksonville,Jacksonville Dolphins,1/11,
1972,jacksonville,Jacksonville Dolphins,1/18,
1972,jacksonville,Jacksonville Dolphins,1/25,
1972,jacksonville,Jacksonville Dolphins,2/1,17
1972,jacksonville,Jacksonville Dolphins,2/8,16
1972,jacksonville,Jacksonville Dolphins,2/15,
1972,jacksonville,Jacksonville Dolphins,2/22,
1972,jacksonville,Jacksonville Dolphins,2/29,
1972,jacksonville,Jacksonville Dolphins,3/7,
1972,jacksonville,Jacksonville Dolphins,Final,
1971,jacksonville,Jacksonville Dolphins,Pre,4
1971,jacksonville,Jacksonville Dolphins,12/8,3
1971,jacksonville,Jacksonville Dolphins,12/15,5
1971,jacksonville,Jacksonville Dolphins,12/22,4
1971,jacksonville,Jacksonville Dolphins,12/29,9
1971,jacksonville,Jacksonville Dolphins,1/5,7
1971,jacksonville,Jacksonville Dolphins,1/12,7
1971,jacksonville,Jacksonville Dolphins,1/19,6
1971,jacksonville,Jacksonville Dolphins,1/26,6
1971,jacksonville,Jacksonville Dolphins,2/2,6
1971,jacksonville,Jacksonville Dolphins,2/9,6
1971,jacksonville,Jacksonville Dolphins,2/16,6
1971,jacksonville,Jacksonville Dolphins,2/23,6
1971,jacksonville,Jacksonville Dolphins,3/2,9
1971,jacksonville,Jacksonville Dolphins,3/9,9
1971,jacksonville,Jacksonville Dolphins,Final,11
1970,jacksonville,Jacksonville Dolphins,Pre,
1970,jacksonville,Jacksonville Dolphins,12/9,18
1970,jacksonville,Jacksonville Dolphins,12/16,18
1970,jacksonville,Jacksonville Dolphins,12/23,13
1970,jacksonville,Jacksonville Dolphins,12/30,10
1970,jacksonville,Jacksonville Dolphins,1/6,7
1970,jacksonville,Jacksonville Dolphins,1/13,6
1970,jacksonville,Jacksonville Dolphins,1/20,6
1970,jacksonville,Jacksonville Dolphins,1/27,6
1970,jacksonville,Jacksonville Dolphins,2/3,8
1970,jacksonville,Jacksonville Dolphins,2/10,7
1970,jacksonville,Jacksonville Dolphins,2/17,6
1970,jacksonville,Jacksonville Dolphins,2/24,6
1970,jacksonville,Jacksonville Dolphins,3/3,6
1970,jacksonville,Jacksonville Dolphins,Final,4
2014,kansas,Kansas Jayhawks,Pre,5
2014,kansas,Kansas Jayhawks,11/11,5
2014,kansas,Kansas Jayhawks,11/18,2
2014,kansas,Kansas Jayhawks,11/25,2
2014,kansas,Kansas Jayhawks,12/2,6
2014,kansas,Kansas Jayhawks,12/9,13
2014,kansas,Kansas Jayhawks,12/16,18
2014,kansas,Kansas Jayhawks,12/23,16
2014,kansas,Kansas Jayhawks,12/30,16
2014,kansas,Kansas Jayhawks,1/6,18
2014,kansas,Kansas Jayhawks,1/13,15
2014,kansas,Kansas Jayhawks,1/20,8
2014,kansas,Kansas Jayhawks,1/27,6
2014,kansas,Kansas Jayhawks,2/3,8
2014,kansas,Kansas Jayhawks,2/10,7
2014,kansas,Kansas Jayhawks,2/17,8
2014,kansas,Kansas Jayhawks,2/24,5
2014,kansas,Kansas Jayhawks,3/3,8
2014,kansas,Kansas Jayhawks,3/10,10
2014,kansas,Kansas Jayhawks,Final,10
2013,kansas,Kansas Jayhawks,Pre,7
2013,kansas,Kansas Jayhawks,11/12,7
2013,kansas,Kansas Jayhawks,11/19,12
2013,kansas,Kansas Jayhawks,11/26,10
2013,kansas,Kansas Jayhawks,12/3,9
2013,kansas,Kansas Jayhawks,12/10,9
2013,kansas,Kansas Jayhawks,12/17,9
2013,kansas,Kansas Jayhawks,12/24,6
2013,kansas,Kansas Jayhawks,12/31,6
2013,kansas,Kansas Jayhawks,1/7,6
2013,kansas,Kansas Jayhawks,1/14,4
2013,kansas,Kansas Jayhawks,1/21,3
2013,kansas,Kansas Jayhawks,1/28,2
2013,kansas,Kansas Jayhawks,2/4,5
2013,kansas,Kansas Jayhawks,2/11,14
2013,kansas,Kansas Jayhawks,2/18,9
2013,kansas,Kansas Jayhawks,2/25,6
2013,kansas,Kansas Jayhawks,3/4,4
2013,kansas,Kansas Jayhawks,Final,3
2012,kansas,Kansas Jayhawks,Pre,13
2012,kansas,Kansas Jayhawks,11/14,12
2012,kansas,Kansas Jayhawks,11/21,14
2012,kansas,Kansas Jayhawks,11/28,15
2012,kansas,Kansas Jayhawks,12/5,13
2012,kansas,Kansas Jayhawks,12/12,12
2012,kansas,Kansas Jayhawks,12/19,12
2012,kansas,Kansas Jayhawks,12/26,17
2012,kansas,Kansas Jayhawks,1/2,14
2012,kansas,Kansas Jayhawks,1/9,10
2012,kansas,Kansas Jayhawks,1/16,7
2012,kansas,Kansas Jayhawks,1/23,5
2012,kansas,Kansas Jayhawks,1/30,8
2012,kansas,Kansas Jayhawks,2/6,7
2012,kansas,Kansas Jayhawks,2/13,4
2012,kansas,Kansas Jayhawks,2/20,4
2012,kansas,Kansas Jayhawks,2/27,3
2012,kansas,Kansas Jayhawks,3/5,3
2012,kansas,Kansas Jayhawks,Final,6
2011,kansas,Kansas Jayhawks,Pre,7
2011,kansas,Kansas Jayhawks,11/15,7
2011,kansas,Kansas Jayhawks,11/22,6
2011,kansas,Kansas Jayhawks,11/29,4
2011,kansas,Kansas Jayhawks,12/6,4
2011,kansas,Kansas Jayhawks,12/13,3
2011,kansas,Kansas Jayhawks,12/20,3
2011,kansas,Kansas Jayhawks,12/27,3
2011,kansas,Kansas Jayhawks,1/3,3
2011,kansas,Kansas Jayhawks,1/10,3
2011,kansas,Kansas Jayhawks,1/17,2
2011,kansas,Kansas Jayhawks,1/24,6
2011,kansas,Kansas Jayhawks,1/31,2
2011,kansas,Kansas Jayhawks,2/7,2
2011,kansas,Kansas Jayhawks,2/14,1
2011,kansas,Kansas Jayhawks,2/21,3
2011,kansas,Kansas Jayhawks,2/28,2
2011,kansas,Kansas Jayhawks,3/7,2
2011,kansas,Kansas Jayhawks,Final,2
2010,kansas,Kansas Jayhawks,Pre,1
2010,kansas,Kansas Jayhawks,11/16,1
2010,kansas,Kansas Jayhawks,11/23,1
2010,kansas,Kansas Jayhawks,11/30,1
2010,kansas,Kansas Jayhawks,12/7,1
2010,kansas,Kansas Jayhawks,12/14,1
2010,kansas,Kansas Jayhawks,12/21,1
2010,kansas,Kansas Jayhawks,12/28,1
2010,kansas,Kansas Jayhawks,1/4,1
2010,kansas,Kansas Jayhawks,1/11,3
2010,kansas,Kansas Jayhawks,1/18,3
2010,kansas,Kansas Jayhawks,1/25,2
2010,kansas,Kansas Jayhawks,2/1,1
2010,kansas,Kansas Jayhawks,2/8,1
2010,kansas,Kansas Jayhawks,2/15,1
2010,kansas,Kansas Jayhawks,2/22,1
2010,kansas,Kansas Jayhawks,3/1,2
2010,kansas,Kansas Jayhawks,3/8,1
2010,kansas,Kansas Jayhawks,Final,1
2009,kansas,Kansas Jayhawks,Pre,24
2009,kansas,Kansas Jayhawks,11/17,24
2009,kansas,Kansas Jayhawks,11/24,22
2009,kansas,Kansas Jayhawks,12/1,
2009,kansas,Kansas Jayhawks,12/8,25
2009,kansas,Kansas Jayhawks,12/15,
2009,kansas,Kansas Jayhawks,12/22,
2009,kansas,Kansas Jayhawks,12/29,
2009,kansas,Kansas Jayhawks,1/5,
2009,kansas,Kansas Jayhawks,1/12,
2009,kansas,Kansas Jayhawks,1/19,
2009,kansas,Kansas Jayhawks,1/26,
2009,kansas,Kansas Jayhawks,2/2,21
2009,kansas,Kansas Jayhawks,2/9,16
2009,kansas,Kansas Jayhawks,2/16,15
2009,kansas,Kansas Jayhawks,2/23,15
2009,kansas,Kansas Jayhawks,3/2,9
2009,kansas,Kansas Jayhawks,3/9,11
2009,kansas,Kansas Jayhawks,Final,14
2008,kansas,Kansas Jayhawks,Pre,4
2008,kansas,Kansas Jayhawks,11/12,4
2008,kansas,Kansas Jayhawks,11/19,4
2008,kansas,Kansas Jayhawks,11/26,4
2008,kansas,Kansas Jayhawks,12/3,3
2008,kansas,Kansas Jayhawks,12/10,3
2008,kansas,Kansas Jayhawks,12/17,3
2008,kansas,Kansas Jayhawks,12/24,3
2008,kansas,Kansas Jayhawks,12/31,3
2008,kansas,Kansas Jayhawks,1/7,3
2008,kansas,Kansas Jayhawks,1/14,3
2008,kansas,Kansas Jayhawks,1/21,2
2008,kansas,Kansas Jayhawks,1/28,2
2008,kansas,Kansas Jayhawks,2/4,4
2008,kansas,Kansas Jayhawks,2/11,3
2008,kansas,Kansas Jayhawks,2/18,4
2008,kansas,Kansas Jayhawks,2/25,6
2008,kansas,Kansas Jayhawks,3/3,5
2008,kansas,Kansas Jayhawks,3/10,5
2008,kansas,Kansas Jayhawks,Final,4
2007,kansas,Kansas Jayhawks,Pre,3
2007,kansas,Kansas Jayhawks,11/14,3
2007,kansas,Kansas Jayhawks,11/21,10
2007,kansas,Kansas Jayhawks,11/28,5
2007,kansas,Kansas Jayhawks,12/5,12
2007,kansas,Kansas Jayhawks,12/12,11
2007,kansas,Kansas Jayhawks,12/19,11
2007,kansas,Kansas Jayhawks,12/26,9
2007,kansas,Kansas Jayhawks,1/2,9
2007,kansas,Kansas Jayhawks,1/9,6
2007,kansas,Kansas Jayhawks,1/16,5
2007,kansas,Kansas Jayhawks,1/23,8
2007,kansas,Kansas Jayhawks,1/30,6
2007,kansas,Kansas Jayhawks,2/6,9
2007,kansas,Kansas Jayhawks,2/13,9
2007,kansas,Kansas Jayhawks,2/20,6
2007,kansas,Kansas Jayhawks,2/27,3
2007,kansas,Kansas Jayhawks,3/6,2
2007,kansas,Kansas Jayhawks,Final,2
2006,kansas,Kansas Jayhawks,Pre,
2006,kansas,Kansas Jayhawks,11/15,
2006,kansas,Kansas Jayhawks,11/22,
2006,kansas,Kansas Jayhawks,11/29,
2006,kansas,Kansas Jayhawks,12/6,
2006,kansas,Kansas Jayhawks,12/13,
2006,kansas,Kansas Jayhawks,12/20,
2006,kansas,Kansas Jayhawks,12/27,
2006,kansas,Kansas Jayhawks,1/3,
2006,kansas,Kansas Jayhawks,1/10,
2006,kansas,Kansas Jayhawks,1/17,
2006,kansas,Kansas Jayhawks,1/24,
2006,kansas,Kansas Jayhawks,1/31,
2006,kansas,Kansas Jayhawks,2/7,
2006,kansas,Kansas Jayhawks,2/14,22
2006,kansas,Kansas Jayhawks,2/21,16
2006,kansas,Kansas Jayhawks,2/28,18
2006,kansas,Kansas Jayhawks,3/7,17
2006,kansas,Kansas Jayhawks,Final,12
2005,kansas,Kansas Jayhawks,Pre,1
2005,kansas,Kansas Jayhawks,11/16,1
2005,kansas,Kansas Jayhawks,11/23,2
2005,kansas,Kansas Jayhawks,11/30,2
2005,kansas,Kansas Jayhawks,12/7,2
2005,kansas,Kansas Jayhawks,12/14,2
2005,kansas,Kansas Jayhawks,12/21,2
2005,kansas,Kansas Jayhawks,12/28,2
2005,kansas,Kansas Jayhawks,1/4,2
2005,kansas,Kansas Jayhawks,1/11,2
2005,kansas,Kansas Jayhawks,1/18,2
2005,kansas,Kansas Jayhawks,1/25,6
2005,kansas,Kansas Jayhawks,2/1,3
2005,kansas,Kansas Jayhawks,2/8,3
2005,kansas,Kansas Jayhawks,2/15,2
2005,kansas,Kansas Jayhawks,2/22,8
2005,kansas,Kansas Jayhawks,3/1,7
2005,kansas,Kansas Jayhawks,3/8,9
2005,kansas,Kansas Jayhawks,Final,12
2004,kansas,Kansas Jayhawks,Pre,6
2004,kansas,Kansas Jayhawks,11/25,6
2004,kansas,Kansas Jayhawks,12/2,1
2004,kansas,Kansas Jayhawks,12/9,5
2004,kansas,Kansas Jayhawks,12/16,6
2004,kansas,Kansas Jayhawks,12/23,12
2004,kansas,Kansas Jayhawks,12/31,13
2004,kansas,Kansas Jayhawks,1/6,13
2004,kansas,Kansas Jayhawks,1/13,14
2004,kansas,Kansas Jayhawks,1/20,12
2004,kansas,Kansas Jayhawks,1/27,15
2004,kansas,Kansas Jayhawks,2/3,20
2004,kansas,Kansas Jayhawks,2/10,12
2004,kansas,Kansas Jayhawks,2/17,21
2004,kansas,Kansas Jayhawks,2/24,20
2004,kansas,Kansas Jayhawks,3/2,21
2004,kansas,Kansas Jayhawks,3/9,18
2004,kansas,Kansas Jayhawks,Final,16
2003,kansas,Kansas Jayhawks,Pre,2
2003,kansas,Kansas Jayhawks,11/19,2
2003,kansas,Kansas Jayhawks,11/26,2
2003,kansas,Kansas Jayhawks,12/3,14
2003,kansas,Kansas Jayhawks,12/10,20
2003,kansas,Kansas Jayhawks,12/17,19
2003,kansas,Kansas Jayhawks,12/24,19
2003,kansas,Kansas Jayhawks,12/31,18
2003,kansas,Kansas Jayhawks,1/7,14
2003,kansas,Kansas Jayhawks,1/14,12
2003,kansas,Kansas Jayhawks,1/21,6
2003,kansas,Kansas Jayhawks,1/28,12
2003,kansas,Kansas Jayhawks,2/4,12
2003,kansas,Kansas Jayhawks,2/11,9
2003,kansas,Kansas Jayhawks,2/18,6
2003,kansas,Kansas Jayhawks,2/25,7
2003,kansas,Kansas Jayhawks,3/4,6
2003,kansas,Kansas Jayhawks,3/11,4
2003,kansas,Kansas Jayhawks,Final,6
2002,kansas,Kansas Jayhawks,Pre,7
2002,kansas,Kansas Jayhawks,11/20,4
2002,kansas,Kansas Jayhawks,11/27,8
2002,kansas,Kansas Jayhawks,12/4,4
2002,kansas,Kansas Jayhawks,12/11,4
2002,kansas,Kansas Jayhawks,12/18,3
2002,kansas,Kansas Jayhawks,12/25,2
2002,kansas,Kansas Jayhawks,1/1,2
2002,kansas,Kansas Jayhawks,1/8,1
2002,kansas,Kansas Jayhawks,1/15,4
2002,kansas,Kansas Jayhawks,1/22,2
2002,kansas,Kansas Jayhawks,1/29,2
2002,kansas,Kansas Jayhawks,2/5,2
2002,kansas,Kansas Jayhawks,2/12,2
2002,kansas,Kansas Jayhawks,2/19,1
2002,kansas,Kansas Jayhawks,2/26,1
2002,kansas,Kansas Jayhawks,3/5,1
2002,kansas,Kansas Jayhawks,Final,2
2001,kansas,Kansas Jayhawks,Pre,7
2001,kansas,Kansas Jayhawks,11/14,4
2001,kansas,Kansas Jayhawks,11/21,3
2001,kansas,Kansas Jayhawks,11/28,2
2001,kansas,Kansas Jayhawks,12/5,3
2001,kansas,Kansas Jayhawks,12/12,10
2001,kansas,Kansas Jayhawks,12/19,9
2001,kansas,Kansas Jayhawks,12/26,7
2001,kansas,Kansas Jayhawks,1/2,7
2001,kansas,Kansas Jayhawks,1/9,5
2001,kansas,Kansas Jayhawks,1/16,5
2001,kansas,Kansas Jayhawks,1/23,4
2001,kansas,Kansas Jayhawks,1/30,3
2001,kansas,Kansas Jayhawks,2/6,5
2001,kansas,Kansas Jayhawks,2/13,6
2001,kansas,Kansas Jayhawks,2/20,11
2001,kansas,Kansas Jayhawks,2/27,10
2001,kansas,Kansas Jayhawks,3/6,9
2001,kansas,Kansas Jayhawks,Final,12
2000,kansas,Kansas Jayhawks,Pre,11
2000,kansas,Kansas Jayhawks,11/16,11
2000,kansas,Kansas Jayhawks,11/23,10
2000,kansas,Kansas Jayhawks,11/30,6
2000,kansas,Kansas Jayhawks,12/7,5
2000,kansas,Kansas Jayhawks,12/14,8
2000,kansas,Kansas Jayhawks,12/21,12
2000,kansas,Kansas Jayhawks,12/28,10
2000,kansas,Kansas Jayhawks,1/4,9
2000,kansas,Kansas Jayhawks,1/11,8
2000,kansas,Kansas Jayhawks,1/18,7
2000,kansas,Kansas Jayhawks,1/25,12
2000,kansas,Kansas Jayhawks,2/1,15
2000,kansas,Kansas Jayhawks,2/8,20
2000,kansas,Kansas Jayhawks,2/15,24
2000,kansas,Kansas Jayhawks,2/22,23
2000,kansas,Kansas Jayhawks,2/29,23
2000,kansas,Kansas Jayhawks,3/7,24
2000,kansas,Kansas Jayhawks,Final,
1999,kansas,Kansas Jayhawks,Pre,8
1999,kansas,Kansas Jayhawks,11/17,8
1999,kansas,Kansas Jayhawks,11/24,8
1999,kansas,Kansas Jayhawks,12/1,7
1999,kansas,Kansas Jayhawks,12/8,10
1999,kansas,Kansas Jayhawks,12/15,13
1999,kansas,Kansas Jayhawks,12/22,13
1999,kansas,Kansas Jayhawks,12/29,18
1999,kansas,Kansas Jayhawks,1/5,18
1999,kansas,Kansas Jayhawks,1/12,15
1999,kansas,Kansas Jayhawks,1/19,19
1999,kansas,Kansas Jayhawks,1/26,22
1999,kansas,Kansas Jayhawks,2/2,
1999,kansas,Kansas Jayhawks,2/9,24
1999,kansas,Kansas Jayhawks,2/16,
1999,kansas,Kansas Jayhawks,2/23,
1999,kansas,Kansas Jayhawks,3/2,
1999,kansas,Kansas Jayhawks,Final,22
1998,kansas,Kansas Jayhawks,Pre,2
1998,kansas,Kansas Jayhawks,11/18,2
1998,kansas,Kansas Jayhawks,11/25,2
1998,kansas,Kansas Jayhawks,12/2,2
1998,kansas,Kansas Jayhawks,12/9,3
1998,kansas,Kansas Jayhawks,12/16,2
1998,kansas,Kansas Jayhawks,12/23,2
1998,kansas,Kansas Jayhawks,12/30,2
1998,kansas,Kansas Jayhawks,1/6,4
1998,kansas,Kansas Jayhawks,1/13,3
1998,kansas,Kansas Jayhawks,1/20,3
1998,kansas,Kansas Jayhawks,1/27,5
1998,kansas,Kansas Jayhawks,2/3,3
1998,kansas,Kansas Jayhawks,2/10,4
1998,kansas,Kansas Jayhawks,2/17,4
1998,kansas,Kansas Jayhawks,2/24,4
1998,kansas,Kansas Jayhawks,3/3,3
1998,kansas,Kansas Jayhawks,Final,2
1997,kansas,Kansas Jayhawks,Pre,2
1997,kansas,Kansas Jayhawks,11/19,2
1997,kansas,Kansas Jayhawks,11/26,2
1997,kansas,Kansas Jayhawks,12/3,1
1997,kansas,Kansas Jayhawks,12/10,1
1997,kansas,Kansas Jayhawks,12/17,1
1997,kansas,Kansas Jayhawks,12/24,1
1997,kansas,Kansas Jayhawks,12/31,1
1997,kansas,Kansas Jayhawks,1/7,1
1997,kansas,Kansas Jayhawks,1/14,1
1997,kansas,Kansas Jayhawks,1/21,1
1997,kansas,Kansas Jayhawks,1/28,1
1997,kansas,Kansas Jayhawks,2/4,1
1997,kansas,Kansas Jayhawks,2/11,1
1997,kansas,Kansas Jayhawks,2/18,1
1997,kansas,Kansas Jayhawks,2/25,1
1997,kansas,Kansas Jayhawks,3/4,1
1997,kansas,Kansas Jayhawks,Final,1
1996,kansas,Kansas Jayhawks,Pre,2
1996,kansas,Kansas Jayhawks,11/20,2
1996,kansas,Kansas Jayhawks,11/27,2
1996,kansas,Kansas Jayhawks,12/4,1
1996,kansas,Kansas Jayhawks,12/11,1
1996,kansas,Kansas Jayhawks,12/18,1
1996,kansas,Kansas Jayhawks,12/26,4
1996,kansas,Kansas Jayhawks,1/2,4
1996,kansas,Kansas Jayhawks,1/8,3
1996,kansas,Kansas Jayhawks,1/15,4
1996,kansas,Kansas Jayhawks,1/22,3
1996,kansas,Kansas Jayhawks,1/29,3
1996,kansas,Kansas Jayhawks,2/5,3
1996,kansas,Kansas Jayhawks,2/12,5
1996,kansas,Kansas Jayhawks,2/19,5
1996,kansas,Kansas Jayhawks,2/26,3
1996,kansas,Kansas Jayhawks,3/5,5
1996,kansas,Kansas Jayhawks,Final,4
1995,kansas,Kansas Jayhawks,Pre,11
1995,kansas,Kansas Jayhawks,11/21,9
1995,kansas,Kansas Jayhawks,11/28,7
1995,kansas,Kansas Jayhawks,12/5,4
1995,kansas,Kansas Jayhawks,12/12,3
1995,kansas,Kansas Jayhawks,12/19,7
1995,kansas,Kansas Jayhawks,12/26,6
1995,kansas,Kansas Jayhawks,1/2,5
1995,kansas,Kansas Jayhawks,1/9,3
1995,kansas,Kansas Jayhawks,1/16,7
1995,kansas,Kansas Jayhawks,1/23,7
1995,kansas,Kansas Jayhawks,1/30,3
1995,kansas,Kansas Jayhawks,2/6,2
1995,kansas,Kansas Jayhawks,2/13,3
1995,kansas,Kansas Jayhawks,2/20,1
1995,kansas,Kansas Jayhawks,2/27,3
1995,kansas,Kansas Jayhawks,3/6,2
1995,kansas,Kansas Jayhawks,Final,5
1994,kansas,Kansas Jayhawks,Pre,9
1994,kansas,Kansas Jayhawks,11/22,6
1994,kansas,Kansas Jayhawks,11/29,3
1994,kansas,Kansas Jayhawks,12/6,7
1994,kansas,Kansas Jayhawks,12/13,6
