year,coach,coach_url,school,school_url,school_id,conference,conference_url,conference_id,w,l,wlp,ap_pre,ap_post,ncaa_tournament,since,cs_w,cs_l,cs_wlp,cs_ncaa,cs_s16,cs_ff,co_w,co_l,co_wlp,co_ncaa,co_s16,co_ff
2015,Abilene Christian,http://www.sports-reference.com/cbb/schools/abilene-christian/2015.html,Southland,http://www.sports-reference.com/cbb/conferences/southland/2015.html,southland,10,,,21,.323,,,,2014,21,41,.339,,,,21,41,.339,,,
2015,Air Force,http://www.sports-reference.com/cbb/schools/air-force/2015.html,MWC,http://www.sports-reference.com/cbb/conferences/mwc/2015.html,mwc,14,,,17,.452,,,,2012,46,55,.455,,,,46,55,.455,,,
2015,Akron,http://www.sports-reference.com/cbb/schools/akron/2015.html,MAC,http://www.sports-reference.com/cbb/conferences/mac/2015.html,mac,21,,,14,.600,,,,2005,252,121,.676,3,,,272,155,.637,3,,
2015,Alabama A&M,http://www.sports-reference.com/cbb/schools/alabama-am/2015.html,SWAC,http://www.sports-reference.com/cbb/conferences/swac/2015.html,swac,9,,,20,.310,,,,2012,41,77,.347,,,,41,77,.347,,,
2015,Alabama-Birmingham,http://www.sports-reference.com/cbb/schools/alabama-birmingham/2015.html,CUSA,http://www.sports-reference.com/cbb/conferences/cusa/2015.html,cusa,20,,,16,.556,,,Lost Third Round,2013,54,46,.540,1,,,54,46,.540,1,,
2015,Alabama State,http://www.sports-reference.com/cbb/schools/alabama-state/2015.html,SWAC,http://www.sports-reference.com/cbb/conferences/swac/2015.html,swac,19,,,10,.655,,,,2006,157,156,.502,2,,,157,156,.502,2,,
2015,Alabama,http://www.sports-reference.com/cbb/schools/alabama/2015.html,SEC,http://www.sports-reference.com/cbb/conferences/sec/2015.html,sec,18,,,14,.562,,,,2010,117,85,.579,1,,,193,110,.637,3,,
2015,Alabama,http://www.sports-reference.com/cbb/schools/alabama/2015.html,SEC,http://www.sports-reference.com/cbb/conferences/sec/2015.html,sec,1,,,1,.500,,,,2015,1,1,.500,,,,1,1,.500,,,
2015,Albany (NY),http://www.sports-reference.com/cbb/schools/albany-ny/2015.html,AEC,http://www.sports-reference.com/cbb/conferences/america-east/2015.html,america-east,24,,,9,.727,,,Lost Second Round,2002,215,215,.500,5,,,215,215,.500,5,,
2015,Alcorn State,http://www.sports-reference.com/cbb/schools/alcorn-state/2015.html,SWAC,http://www.sports-reference.com/cbb/conferences/swac/2015.html,swac,6,,,26,.188,,,,2012,38,91,.295,,,,38,91,.295,,,
2015,American,http://www.sports-reference.com/cbb/schools/american/2015.html,Patriot,http://www.sports-reference.com/cbb/conferences/patriot/2015.html,patriot,17,,,16,.515,,,,2014,37,29,.561,1,,,37,29,.561,1,,
2015,Appalachian State,http://www.sports-reference.com/cbb/schools/appalachian-state/2015.html,Sun Belt,http://www.sports-reference.com/cbb/conferences/sun-belt/2015.html,sun-belt,12,,,17,.414,,,,2015,12,17,.414,,,,12,17,.414,,,
