comp_id,conference_id,conference_name,game_date,home_name,home_href,home_id,away_name,away_href,away_id,score,time,conf_game,status,box_score_href
134792,NAIMBB2_AMEC,American Mideast Conference,"Wednesday November 02, 2011",Asbury (Ky.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=470"">Asbury (Ky.)</a>",470,Wilberforce (Ohio),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=629"">Wilberforce (Ohio)</a>",629,68-79,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=134792"">68-79</a>"
142330,NAIMBB2_AMEC,American Mideast Conference,"Wednesday November 02, 2011",U of Maine - Augusta,U of Maine - Augusta,,Fisher (Mass.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=519"">Fisher (Mass.)</a>",519,49-81,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=142330"">49-81</a>"
137380,NAIMBB2_AMEC,American Mideast Conference,"Friday November 04, 2011",Fisher (Mass.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=519"">Fisher (Mass.)</a>",519,Roberts Wesleyan (N.Y.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=586"">Roberts Wesleyan (N.Y.)</a>",586,54-67,,true,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=137380"">54-67 *</a>"
142445,NAIMBB2_AMEC,American Mideast Conference,"Friday November 04, 2011",Point Park (Pa.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=583"">Point Park (Pa.)</a>",583,York,York,,81-75,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=142445"">81-75</a>"
138166,NAIMBB2_AMEC,American Mideast Conference,"Friday November 04, 2011",Daemen (N.Y.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=506"">Daemen (N.Y.)</a>",506,University of Toronto,University of Toronto,,68-65,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=138166"">68-65</a>"
142446,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 05, 2011",Toronto,Toronto,,Point Park (Pa.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=583"">Point Park (Pa.)</a>",583,88-84,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=142446"">88-84</a>"
137379,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 05, 2011",Roberts Wesleyan (N.Y.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=586"">Roberts Wesleyan (N.Y.)</a>",586,Maine Fort Kent,Maine Fort Kent,,79-74,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=137379"">79-74</a>"
137250,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 05, 2011",Wilberforce (Ohio),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=629"">Wilberforce (Ohio)</a>",629,Cincinnati Christian (Ohio),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=8857"">Cincinnati Christian (Ohio)</a>",8857,74-84,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=137250"">74-84</a>"
143059,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 05, 2011",Daemen (N.Y.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=506"">Daemen (N.Y.)</a>",506,York University,York University,,76-77,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=143059"">76-77</a>"
142342,NAIMBB2_AMEC,American Mideast Conference,"Sunday November 06, 2011",Fisher (Mass.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=519"">Fisher (Mass.)</a>",519,University of Maine at Fo,University of Maine at Fo,,62-76,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=142342"">62-76</a>"
141638,NAIMBB2_AMEC,American Mideast Conference,"Monday November 07, 2011",Wilberforce (Ohio),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=629"">Wilberforce (Ohio)</a>",629,Rio Grande (Ohio),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=615"">Rio Grande (Ohio)</a>",615,70-76,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=141638"">70-76</a>"
137058,NAIMBB2_AMEC,American Mideast Conference,"Friday November 11, 2011",Point Park (Pa.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=583"">Point Park (Pa.)</a>",583,Lourdes (Ohio),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=15607"">Lourdes (Ohio)</a>",15607,71-73,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=137058"">71-73</a>"
137420,NAIMBB2_AMEC,American Mideast Conference,"Friday November 11, 2011",Notre Dame College,Notre Dame College,,Houghton (N.Y.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=531"">Houghton (N.Y.)</a>",531,79-76,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=137420"">79-76</a>"
141752,NAIMBB2_AMEC,American Mideast Conference,"Friday November 11, 2011",Huntington (Ind.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=533"">Huntington (Ind.)</a>",533,Wilberforce (Ohio),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=629"">Wilberforce (Ohio)</a>",629,64-57,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=141752"">64-57</a>"
142341,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 12, 2011",Fisher (Mass.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=519"">Fisher (Mass.)</a>",519,Walsh University,Walsh University,,50-82,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=142341"">50-82</a>"
143525,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 12, 2011",Culver-Stockton (Mo.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=505"">Culver-Stockton (Mo.)</a>",505,Wilberforce (Ohio),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=629"">Wilberforce (Ohio)</a>",629,47-66,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=143525"">47-66</a>"
143490,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 12, 2011",Marygrove (Mich.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=8305"">Marygrove (Mich.)</a>",8305,Point Park (Pa.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=583"">Point Park (Pa.)</a>",583,102-95,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=143490"">102-95</a>"
138157,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 12, 2011",Daemen (N.Y.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=506"">Daemen (N.Y.)</a>",506,University of ME-Machias,University of ME-Machias,,91-68,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=138157"">91-68</a>"
137419,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 12, 2011",Malone College,Malone College,,Houghton (N.Y.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=531"">Houghton (N.Y.)</a>",531,91-77,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=137419"">91-77</a>"
137378,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 12, 2011",Cedarville,Cedarville,,Roberts Wesleyan (N.Y.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=586"">Roberts Wesleyan (N.Y.)</a>",586,76-51,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=137378"">76-51</a>"
138156,NAIMBB2_AMEC,American Mideast Conference,"Sunday November 13, 2011",University of ME-Ft. Kent,University of ME-Ft. Kent,,Daemen (N.Y.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=506"">Daemen (N.Y.)</a>",506,75-83,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=138156"">75-83</a>"
137258,NAIMBB2_AMEC,American Mideast Conference,"Tuesday November 15, 2011",Cincinnati Christian (Ohio),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=8857"">Cincinnati Christian (Ohio)</a>",8857,Wilberforce (Ohio),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=629"">Wilberforce (Ohio)</a>",629,71-64,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=137258"">71-64</a>"
142440,NAIMBB2_AMEC,American Mideast Conference,"Tuesday November 15, 2011",Fairmont State,Fairmont State,,Point Park (Pa.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=583"">Point Park (Pa.)</a>",583,100-107,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=142440"">100-107</a>"
142448,NAIMBB2_AMEC,American Mideast Conference,"Wednesday November 16, 2011",Point Park (Pa.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=583"">Point Park (Pa.)</a>",583,Penn State-Fayette,Penn State-Fayette,,119-58,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=142448"">119-58</a>"
138152,NAIMBB2_AMEC,American Mideast Conference,"Thursday November 17, 2011",Davenport (Mich.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=510"">Davenport (Mich.)</a>",510,Daemen (N.Y.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=506"">Daemen (N.Y.)</a>",506,85-75,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=138152"">85-75</a>"
142443,NAIMBB2_AMEC,American Mideast Conference,"Friday November 18, 2011",Point Park (Pa.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=583"">Point Park (Pa.)</a>",583,Penn State-Fayette,Penn State-Fayette,,104-56,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=142443"">104-56</a>"
138561,NAIMBB2_AMEC,American Mideast Conference,"Friday November 18, 2011",Cornerstone (Mich.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=502"">Cornerstone (Mich.)</a>",502,Daemen (N.Y.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=506"">Daemen (N.Y.)</a>",506,80-70,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=138561"">80-70</a>"
137377,NAIMBB2_AMEC,American Mideast Conference,"Friday November 18, 2011",Medaille,Medaille,,Roberts Wesleyan (N.Y.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=586"">Roberts Wesleyan (N.Y.)</a>",586,72-61,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=137377"">72-61</a>"
144224,NAIMBB2_AMEC,American Mideast Conference,"Friday November 18, 2011",Marian (Ind.),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=552"">Marian (Ind.)</a>",552,Wilberforce (Ohio),"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;team=629"">Wilberforce (Ohio)</a>",629,93-69,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2011&amp;conference=NAIMBB2_AMEC&amp;compID=144224"">93-69</a>"
