comp_id,conference_id,conference_name,game_date,home_name,home_href,home_id,away_name,away_href,away_id,score,time,conf_game,status,box_score_href
107192,NAIMBB2_AMEC,American Mideast Conference,"Sunday November 01, 2009",Daemen College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=506"">Daemen College</a>",506,Ryerson University,Ryerson University,,68-51,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;conference=NAIMBB2_AMEC&amp;compID=107192"">68-51</a>"
101107,NAIMBB2_AMEC,American Mideast Conference,"Tuesday November 03, 2009",Brescia University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=375"">Brescia University</a>",375,Univ of Northwestern Ohio,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=8254"">Univ of Northwestern Ohio</a>",8254,58-61,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;conference=NAIMBB2_AMEC&amp;compID=101107"">58-61</a>"
106656,NAIMBB2_AMEC,American Mideast Conference,"Wednesday November 04, 2009",St. Catharine,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=8847"">St. Catharine</a>",8847,Univ of Northwestern Ohio,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=8254"">Univ of Northwestern Ohio</a>",8254,68-65,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;conference=NAIMBB2_AMEC&amp;compID=106656"">68-65</a>"
106834,NAIMBB2_AMEC,American Mideast Conference,"Friday November 06, 2009",Siena Heights Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=593"">Siena Heights Univ</a>",593,Univ of Northwestern Ohio,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=8254"">Univ of Northwestern Ohio</a>",8254,82-78,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;conference=NAIMBB2_AMEC&amp;tour=299&amp;compID=106834"">82-78</a>"
104552,NAIMBB2_AMEC,American Mideast Conference,"Friday November 06, 2009",Cedarville Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=492"">Cedarville Univ</a>",492,Univ of the Cumberlands KY,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=384"">Univ of the Cumberlands KY</a>",384,85-90,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;conference=NAIMBB2_AMEC&amp;compID=104552"">85-90</a>"
106804,NAIMBB2_AMEC,American Mideast Conference,"Friday November 06, 2009",Lindsey Wilson College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=407"">Lindsey Wilson College</a>",407,Roberts Wesleyan College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=586"">Roberts Wesleyan College</a>",586,80-58,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;conference=NAIMBB2_AMEC&amp;compID=106804"">80-58</a>"
99916,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 07, 2009",Calumet Coll of St. Joseph,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=489"">Calumet Coll of St. Joseph</a>",489,Malone University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=551"">Malone University</a>",551,76-85,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;conference=NAIMBB2_AMEC&amp;compID=99916"">76-85</a>"
107049,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 07, 2009",Campbellsville Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=378"">Campbellsville Univ</a>",378,Roberts Wesleyan College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=586"">Roberts Wesleyan College</a>",586,83-61,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;conference=NAIMBB2_AMEC&amp;compID=107049"">83-61</a>"
106942,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 07, 2009",Univ of Northwestern Ohio,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=8254"">Univ of Northwestern Ohio</a>",8254,Ohio State-Lima,Ohio State-Lima,,108-50,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;conference=NAIMBB2_AMEC&amp;tour=299&amp;compID=106942"">108-50</a>"
107093,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 07, 2009",Wilberforce University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=629"">Wilberforce University</a>",629,Allen University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;team=365"">Allen University</a>",365,83-81,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2009&amp;conference=NAIMBB2_AMEC&amp;compID=107093"">83-81</a>"
