comp_id,conference_id,conference_name,game_date,home_name,home_href,home_id,away_name,away_href,away_id,score,time,conf_game,status,box_score_href
31593,NAIMBB2_AMEC,American Mideast Conference,"Friday October 28, 2005",Daemen College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=506"">Daemen College</a>",506,Wilfrid Laurier ONT,Wilfrid Laurier ONT,,82-50,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;conference=NAIMBB2_AMEC&amp;compID=31593"">82-50</a>"
31851,NAIMBB2_AMEC,American Mideast Conference,"Tuesday November 01, 2005",Univ of Rio Grande,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=615"">Univ of Rio Grande</a>",615,Ohio State-Newark,Ohio State-Newark,,85-55,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;conference=NAIMBB2_AMEC&amp;compID=31851"">85-55</a>"
33475,NAIMBB2_AMEC,American Mideast Conference,"Thursday November 03, 2005",Lambuth University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=403"">Lambuth University</a>",403,Shawnee State Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=592"">Shawnee State Univ</a>",592,75-74,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;conference=NAIMBB2_AMEC&amp;compID=33475"">75-74</a>"
32476,NAIMBB2_AMEC,American Mideast Conference,"Friday November 04, 2005",Point Park College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=583"">Point Park College</a>",583,Siena Heights Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=593"">Siena Heights Univ</a>",593,98-104,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;conference=NAIMBB2_AMEC&amp;compID=32476"">98-104</a>"
32501,NAIMBB2_AMEC,American Mideast Conference,"Friday November 04, 2005",Ohio Dominican Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=576"">Ohio Dominican Univ</a>",576,Ohio State-Newark,Ohio State-Newark,,89-63,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;conference=NAIMBB2_AMEC&amp;compID=32501"">89-63</a>"
31592,NAIMBB2_AMEC,American Mideast Conference,"Friday November 04, 2005",Daemen College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=506"">Daemen College</a>",506,Toronto ONT,Toronto ONT,,74-48,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;conference=NAIMBB2_AMEC&amp;compID=31592"">74-48</a>"
43993,NAIMBB2_AMEC,American Mideast Conference,"Friday November 04, 2005",Mt Vernon Nazarene,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=567"">Mt Vernon Nazarene</a>",567,Cornerstone University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=502"">Cornerstone University</a>",502,73-83,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;conference=NAIMBB2_AMEC&amp;compID=43993"">73-83</a>"
31916,NAIMBB2_AMEC,American Mideast Conference,"Friday November 04, 2005",Shawnee State Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=592"">Shawnee State Univ</a>",592,Alice Lloyd College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=468"">Alice Lloyd College</a>",468,75-69,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;conference=NAIMBB2_AMEC&amp;compID=31916"">75-69</a>"
31915,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 05, 2005",Kentucky Christian,Kentucky Christian,,Shawnee State Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=592"">Shawnee State Univ</a>",592,87-97,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;conference=NAIMBB2_AMEC&amp;compID=31915"">87-97</a>"
31904,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 05, 2005",Seton Hill Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=591"">Seton Hill Univ</a>",591,West Virginia Wesleyan,West Virginia Wesleyan,,79-73,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;conference=NAIMBB2_AMEC&amp;compID=31904"">79-73</a>"
32469,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 05, 2005",Wilberforce University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=629"">Wilberforce University</a>",629,Miami-Hamilton,Miami-Hamilton,,88-66,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;conference=NAIMBB2_AMEC&amp;compID=32469"">88-66</a>"
32660,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 05, 2005",Daemen College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=506"">Daemen College</a>",506,Siena Heights Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=593"">Siena Heights Univ</a>",593,87-75,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;conference=NAIMBB2_AMEC&amp;compID=32660"">87-75</a>"
34061,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 05, 2005",Grace Bible,Grace Bible,,Mt Vernon Nazarene,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;team=567"">Mt Vernon Nazarene</a>",567,78-98,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2005&amp;conference=NAIMBB2_AMEC&amp;compID=34061"">78-98</a>"
