comp_id,conference_id,conference_name,game_date,home_name,home_href,home_id,away_name,away_href,away_id,score,time,conf_game,status,box_score_href
19095,NAIMBB2_AMEC,American Mideast Conference,"Saturday October 30, 2004",Wilberforce University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=629"">Wilberforce University</a>",629,Spring Arbor University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=633"">Spring Arbor University</a>",633,75-87,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;conference=NAIMBB2_AMEC&amp;compID=19095"">75-87</a>"
13439,NAIMBB2_AMEC,American Mideast Conference,"Friday November 05, 2004",UV College at Wise,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=618"">UV College at Wise</a>",618,Univ of Rio Grande,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=615"">Univ of Rio Grande</a>",615,61-70,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;conference=NAIMBB2_AMEC&amp;compID=13439"">61-70</a>"
15951,NAIMBB2_AMEC,American Mideast Conference,"Friday November 05, 2004",Daemen College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=506"">Daemen College</a>",506,Fisher College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=519"">Fisher College</a>",519,92-59,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;conference=NAIMBB2_AMEC&amp;compID=15951"">92-59</a>"
15974,NAIMBB2_AMEC,American Mideast Conference,"Friday November 05, 2004",Mt Vernon Nazarene,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=567"">Mt Vernon Nazarene</a>",567,Berea College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=475"">Berea College</a>",475,68-67,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;conference=NAIMBB2_AMEC&amp;compID=15974"">68-67</a>"
16016,NAIMBB2_AMEC,American Mideast Conference,"Friday November 05, 2004",Saint Vincent College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=590"">Saint Vincent College</a>",590,Penn State-Beaver,Penn State-Beaver,,100-36,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;conference=NAIMBB2_AMEC&amp;compID=16016"">100-36</a>"
16000,NAIMBB2_AMEC,American Mideast Conference,"Friday November 05, 2004",Point Park College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=583"">Point Park College</a>",583,Siena Heights Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=593"">Siena Heights Univ</a>",593,95-106,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;conference=NAIMBB2_AMEC&amp;compID=16000"">95-106</a>"
25899,NAIMBB2_AMEC,American Mideast Conference,"Friday November 05, 2004",Cornerstone University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=502"">Cornerstone University</a>",502,Shawnee State Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=592"">Shawnee State Univ</a>",592,85-76,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;conference=NAIMBB2_AMEC&amp;compID=25899"">85-76</a>"
13269,NAIMBB2_AMEC,American Mideast Conference,"Friday November 05, 2004",Trevecca Nazarene Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=448"">Trevecca Nazarene Univ</a>",448,Urbana University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=619"">Urbana University</a>",619,96-77,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;conference=NAIMBB2_AMEC&amp;compID=13269"">96-77</a>"
15999,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 06, 2004",Fisher College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=519"">Fisher College</a>",519,Point Park College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=583"">Point Park College</a>",583,62-89,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;conference=NAIMBB2_AMEC&amp;compID=15999"">62-89</a>"
16003,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 06, 2004",Indiana Univ-South Bend,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=400"">Indiana Univ-South Bend</a>",400,Univ of Rio Grande,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;team=615"">Univ of Rio Grande</a>",615,60-82,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2004&amp;conference=NAIMBB2_AMEC&amp;compID=16003"">60-82</a>"
