comp_id,conference_id,conference_name,game_date,home_name,home_href,home_id,away_name,away_href,away_id,score,time,conf_game,status,box_score_href
91199,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 01, 2008",Wilberforce University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=629"">Wilberforce University</a>",629,Ohio State-Marion,Ohio State-Marion,,118-43,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;conference=NAIMBB2_AMEC&amp;compID=91199"">118-43</a>"
86393,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 01, 2008",Daemen College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=506"">Daemen College</a>",506,Wilfrid Laurier (Ont.),Wilfrid Laurier (Ont.),,85-69,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;conference=NAIMBB2_AMEC&amp;compID=86393"">85-69</a>"
84971,NAIMBB2_AMEC,American Mideast Conference,"Tuesday November 04, 2008",Holy Cross College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=8853"">Holy Cross College</a>",8853,Univ of Northwestern Ohio,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=8254"">Univ of Northwestern Ohio</a>",8254,75-96,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;conference=NAIMBB2_AMEC&amp;compID=84971"">75-96</a>"
79697,NAIMBB2_AMEC,American Mideast Conference,"Friday November 07, 2008",Univ of Rio Grande,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=615"">Univ of Rio Grande</a>",615,Marian University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=552"">Marian University</a>",552,64-63,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;conference=NAIMBB2_AMEC&amp;compID=79697"">64-63</a>"
87612,NAIMBB2_AMEC,American Mideast Conference,"Friday November 07, 2008",McKendree University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=413"">McKendree University</a>",413,Ohio Dominican Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=576"">Ohio Dominican Univ</a>",576,88-86,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;conference=NAIMBB2_AMEC&amp;compID=87612"">88-86</a>"
87133,NAIMBB2_AMEC,American Mideast Conference,"Friday November 07, 2008",Miami-Middletown,Miami-Middletown,,Cedarville Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=492"">Cedarville Univ</a>",492,76-99,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;conference=NAIMBB2_AMEC&amp;compID=87133"">76-99</a>"
87144,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 08, 2008",Georgetown College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=392"">Georgetown College</a>",392,Univ of Northwestern Ohio,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=8254"">Univ of Northwestern Ohio</a>",8254,76-66,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;conference=NAIMBB2_AMEC&amp;compID=87144"">76-66</a>"
87167,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 08, 2008",Taylor University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=603"">Taylor University</a>",603,Univ of Rio Grande,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=615"">Univ of Rio Grande</a>",615,56-59,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;conference=NAIMBB2_AMEC&amp;compID=87167"">56-59</a>"
86378,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 08, 2008",Roberts Wesleyan College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=586"">Roberts Wesleyan College</a>",586,Daemen College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=506"">Daemen College</a>",506,61-71,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;conference=NAIMBB2_AMEC&amp;compID=86378"">61-71</a>"
79154,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 08, 2008",Univ ME at Fort Kent,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=611"">Univ ME at Fort Kent</a>",611,Walsh University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;team=624"">Walsh University</a>",624,52-83,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2008&amp;conference=NAIMBB2_AMEC&amp;compID=79154"">52-83</a>"
