comp_id,conference_id,conference_name,game_date,home_name,home_href,home_id,away_name,away_href,away_id,score,time,conf_game,status,box_score_href
1016,NAIMBB2_AMEC,American Mideast Conference,"Friday October 24, 2003",Brock ONT,Brock ONT,,Daemen College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=506"">Daemen College</a>",506,61-74,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;conference=NAIMBB2_AMEC&amp;compID=1016"">61-74</a>"
1015,NAIMBB2_AMEC,American Mideast Conference,"Saturday October 25, 2003",Wilfrid Laurier ONT,Wilfrid Laurier ONT,,Daemen College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=506"">Daemen College</a>",506,60-70,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;conference=NAIMBB2_AMEC&amp;compID=1015"">60-70</a>"
962,NAIMBB2_AMEC,American Mideast Conference,"Thursday November 06, 2003",Indiana Wesleyan Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=539"">Indiana Wesleyan Univ</a>",539,Cedarville Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=492"">Cedarville Univ</a>",492,84-99,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;conference=NAIMBB2_AMEC&amp;compID=962"">84-99</a>"
651,NAIMBB2_AMEC,American Mideast Conference,"Friday November 07, 2003",Mt Vernon Nazarene,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=567"">Mt Vernon Nazarene</a>",567,Milligan College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=560"">Milligan College</a>",560,80-72,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;conference=NAIMBB2_AMEC&amp;compID=651"">80-72</a>"
1014,NAIMBB2_AMEC,American Mideast Conference,"Friday November 07, 2003",Daemen College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=506"">Daemen College</a>",506,Redeemer ONT,Redeemer ONT,,120-49,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;conference=NAIMBB2_AMEC&amp;compID=1014"">120-49</a>"
1027,NAIMBB2_AMEC,American Mideast Conference,"Friday November 07, 2003",Geneva College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=523"">Geneva College</a>",523,Washington Bible,Washington Bible,,97-20,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;conference=NAIMBB2_AMEC&amp;compID=1027"">97-20</a>"
2721,NAIMBB2_AMEC,American Mideast Conference,"Friday November 07, 2003",Point Park College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=583"">Point Park College</a>",583,Siena Heights Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=593"">Siena Heights Univ</a>",593,65-78,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;conference=NAIMBB2_AMEC&amp;compID=2721"">65-78</a>"
1160,NAIMBB2_AMEC,American Mideast Conference,"Friday November 07, 2003",Univ of Rio Grande,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=615"">Univ of Rio Grande</a>",615,Taylor University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=603"">Taylor University</a>",603,52-53,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;conference=NAIMBB2_AMEC&amp;compID=1160"">52-53</a>"
1159,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 08, 2003",Univ of Rio Grande,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=615"">Univ of Rio Grande</a>",615,Washington Bible,Washington Bible,,113-29,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;conference=NAIMBB2_AMEC&amp;compID=1159"">113-29</a>"
1003,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 08, 2003",Wilberforce University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=629"">Wilberforce University</a>",629,Huston-Tillotson College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=398"">Huston-Tillotson College</a>",398,89-87,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;conference=NAIMBB2_AMEC&amp;compID=1003"">89-87</a>"
1067,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 08, 2003",Miami-Middletown,Miami-Middletown,,Mt Vernon Nazarene,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=567"">Mt Vernon Nazarene</a>",567,76-73,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;conference=NAIMBB2_AMEC&amp;compID=1067"">76-73</a>"
1104,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 08, 2003",Redeemer ONT,Redeemer ONT,,Point Park College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=583"">Point Park College</a>",583,81-119,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;conference=NAIMBB2_AMEC&amp;compID=1104"">81-119</a>"
1026,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 08, 2003",Geneva College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=523"">Geneva College</a>",523,Taylor University,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=603"">Taylor University</a>",603,63-65,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;conference=NAIMBB2_AMEC&amp;compID=1026"">63-65</a>"
1013,NAIMBB2_AMEC,American Mideast Conference,"Saturday November 08, 2003",Daemen College,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=506"">Daemen College</a>",506,Siena Heights Univ,"<a href=""/WebSync/Pages/Team/TeamPage.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;team=593"">Siena Heights Univ</a>",593,94-85,,false,,"<a href=""/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&amp;sg=MBB&amp;sea=NAIMBB_2003&amp;conference=NAIMBB2_AMEC&amp;compID=1013"">94-85</a>"
