2013,NYK,1,"Fri, Nov 2, 2012",/boxscores/index.cgi?month=11&day=2&year=2012,8:00p EST,,Box Score,/boxscores/201211020NYK.html,,Miami Heat,/teams/MIA/2013.html,W,,104,84,1,0,W 1,
2013,NYK,2,"Sun, Nov 4, 2012",/boxscores/index.cgi?month=11&day=4&year=2012,12:00p EST,,Box Score,/boxscores/201211040NYK.html,,Philadelphia 76ers,/teams/PHI/2013.html,W,,100,84,2,0,W 2,
2013,NYK,3,"Mon, Nov 5, 2012",/boxscores/index.cgi?month=11&day=5&year=2012,7:00p EST,,Box Score,/boxscores/201211050PHI.html,@,Philadelphia 76ers,/teams/PHI/2013.html,W,,110,88,3,0,W 3,
2013,NYK,4,"Fri, Nov 9, 2012",/boxscores/index.cgi?month=11&day=9&year=2012,7:30p EST,,Box Score,/boxscores/201211090NYK.html,,Dallas Mavericks,/teams/DAL/2013.html,W,,104,94,4,0,W 4,
2013,NYK,5,"Tue, Nov 13, 2012",/boxscores/index.cgi?month=11&day=13&year=2012,7:00p EST,,Box Score,/boxscores/201211130ORL.html,@,Orlando Magic,/teams/ORL/2013.html,W,,99,89,5,0,W 5,
2013,NYK,6,"Thu, Nov 15, 2012",/boxscores/index.cgi?month=11&day=15&year=2012,7:30p EST,,Box Score,/boxscores/201211150SAS.html,@,San Antonio Spurs,/teams/SAS/2013.html,W,,104,100,6,0,W 6,
2013,NYK,7,"Fri, Nov 16, 2012",/boxscores/index.cgi?month=11&day=16&year=2012,8:30p EST,,Box Score,/boxscores/201211160MEM.html,@,Memphis Grizzlies,/teams/MEM/2013.html,L,,95,105,6,1,L 1,
2013,NYK,8,"Sun, Nov 18, 2012",/boxscores/index.cgi?month=11&day=18&year=2012,12:00p EST,,Box Score,/boxscores/201211180NYK.html,,Indiana Pacers,/teams/IND/2013.html,W,,88,76,7,1,W 1,
2013,NYK,9,"Tue, Nov 20, 2012",/boxscores/index.cgi?month=11&day=20&year=2012,7:00p EST,,Box Score,/boxscores/201211200NOH.html,@,New Orleans Hornets,/teams/NOH/2013.html,W,,102,80,8,1,W 2,
2013,NYK,10,"Wed, Nov 21, 2012",/boxscores/index.cgi?month=11&day=21&year=2012,7:30p EST,,Box Score,/boxscores/201211210DAL.html,@,Dallas Mavericks,/teams/DAL/2013.html,L,,111,114,8,2,L 1,
2013,NYK,11,"Fri, Nov 23, 2012",/boxscores/index.cgi?month=11&day=23&year=2012,7:00p EST,,Box Score,/boxscores/201211230HOU.html,@,Houston Rockets,/teams/HOU/2013.html,L,,103,131,8,3,L 2,
2013,NYK,12,"Sun, Nov 25, 2012",/boxscores/index.cgi?month=11&day=25&year=2012,1:00p EST,,Box Score,/boxscores/201211250NYK.html,,Detroit Pistons,/teams/DET/2013.html,W,,121,100,9,3,W 1,
2013,NYK,13,"Mon, Nov 26, 2012",/boxscores/index.cgi?month=11&day=26&year=2012,7:00p EST,,Box Score,/boxscores/201211260BRK.html,@,Brooklyn Nets,/teams/BRK/2013.html,L,OT,89,96,9,4,L 1,
2013,NYK,14,"Wed, Nov 28, 2012",/boxscores/index.cgi?month=11&day=28&year=2012,7:00p EST,,Box Score,/boxscores/201211280MIL.html,@,Milwaukee Bucks,/teams/MIL/2013.html,W,,102,88,10,4,W 1,
2013,NYK,15,"Fri, Nov 30, 2012",/boxscores/index.cgi?month=11&day=30&year=2012,7:30p EST,,Box Score,/boxscores/201211300NYK.html,,Washington Wizards,/teams/WAS/2013.html,W,,108,87,11,4,W 2,
2013,NYK,16,"Sun, Dec 2, 2012",/boxscores/index.cgi?month=12&day=2&year=2012,12:00p EST,,Box Score,/boxscores/201212020NYK.html,,Phoenix Suns,/teams/PHO/2013.html,W,,106,99,12,4,W 3,
2013,NYK,17,"Wed, Dec 5, 2012",/boxscores/index.cgi?month=12&day=5&year=2012,7:00p EST,,Box Score,/boxscores/201212050CHA.html,@,Charlotte Bobcats,/teams/CHA/2013.html,W,,100,98,13,4,W 4,
