2012,east,Atlantic Division,Boston Celtics* (4),BOS,/teams/BOS/2012.html,39,27,.591,—,91.8,89.3,2.26
2012,east,Atlantic Division,New York Knicks* (7),NYK,/teams/NYK/2012.html,36,30,.545,3.0,97.8,94.7,2.39
2012,east,Atlantic Division,Philadelphia 76ers* (8),PHI,/teams/PHI/2012.html,35,31,.530,4.0,93.6,89.4,3.59
2012,east,Atlantic Division,Toronto Raptors (11),TOR,/teams/TOR/2012.html,23,43,.348,16.0,90.7,94.0,-3.67
2012,east,Atlantic Division,New Jersey Nets (12),NJN,/teams/NJN/2012.html,22,44,.333,17.0,93.1,99.1,-6.37
2012,east,Central Division,Chicago Bulls* (1),CHI,/teams/CHI/2012.html,50,16,.758,—,96.3,88.2,7.43
2012,east,Central Division,Indiana Pacers* (3),IND,/teams/IND/2012.html,42,24,.636,8.0,97.7,94.4,2.60
2012,east,Central Division,Milwaukee Bucks (9),MIL,/teams/MIL/2012.html,31,35,.470,19.0,99.0,98.7,-0.23
2012,east,Central Division,Detroit Pistons (10),DET,/teams/DET/2012.html,25,41,.379,25.0,90.9,95.7,-5.19
2012,east,Central Division,Cleveland Cavaliers (13),CLE,/teams/CLE/2012.html,21,45,.318,29.0,93.0,100.2,-7.34
2012,east,Southeast Division,Miami Heat* (2),MIA,/teams/MIA/2012.html,46,20,.697,—,98.5,92.5,5.72
2012,east,Southeast Division,Atlanta Hawks* (5),ATL,/teams/ATL/2012.html,40,26,.606,6.0,96.6,93.2,2.67
2012,east,Southeast Division,Orlando Magic* (6),ORL,/teams/ORL/2012.html,37,29,.561,9.0,94.2,93.4,0.46
2012,east,Southeast Division,Washington Wizards (14),WAS,/teams/WAS/2012.html,20,46,.303,26.0,93.6,98.4,-5.14
2012,east,Southeast Division,Charlotte Bobcats (15),CHA,/teams/CHA/2012.html,7,59,.106,39.0,87.0,100.9,-13.96
2012,west,Northwest Division,Oklahoma City Thunder* (2),OKC,/teams/OKC/2012.html,47,19,.712,—,103.1,96.9,6.44
2012,west,Northwest Division,Denver Nuggets* (6),DEN,/teams/DEN/2012.html,38,28,.576,9.0,104.1,101.2,3.16
2012,west,Northwest Division,Utah Jazz* (8),UTA,/teams/UTA/2012.html,36,30,.545,11.0,99.7,99.0,0.92
2012,west,Northwest Division,Portland Trail Blazers (11),POR,/teams/POR/2012.html,28,38,.424,19.0,97.2,97.8,-0.22
2012,west,Northwest Division,Minnesota Timberwolves (12),MIN,/teams/MIN/2012.html,26,40,.394,21.0,97.9,100.1,-1.83
2012,west,Pacific Division,Los Angeles Lakers* (3),LAL,/teams/LAL/2012.html,41,25,.621,—,97.3,95.9,1.96
2012,west,Pacific Division,Los Angeles Clippers* (5),LAC,/teams/LAC/2012.html,40,26,.606,1.0,97.5,95.0,2.82
2012,west,Pacific Division,Phoenix Suns (10),PHO,/teams/PHO/2012.html,33,33,.500,8.0,98.4,98.6,0.29
2012,west,Pacific Division,Golden State Warriors (13),GSW,/teams/GSW/2012.html,23,43,.348,18.0,97.8,101.2,-2.79
2012,west,Pacific Division,Sacramento Kings (14),SAC,/teams/SAC/2012.html,22,44,.333,19.0,98.8,104.4,-4.95
2012,west,Southwest Division,San Antonio Spurs* (1),SAS,/teams/SAS/2012.html,50,16,.758,—,103.7,96.5,7.28
2012,west,Southwest Division,Memphis Grizzlies* (4),MEM,/teams/MEM/2012.html,41,25,.621,9.0,95.0,93.0,2.43
2012,west,Southwest Division,Dallas Mavericks* (7),DAL,/teams/DAL/2012.html,36,30,.545,14.0,95.8,94.8,1.78
2012,west,Southwest Division,Houston Rockets (9),HOU,/teams/HOU/2012.html,34,32,.515,16.0,98.1,97.9,0.57
2012,west,Southwest Division,New Orleans Hornets (15),NOH,/teams/NOH/2012.html,21,45,.318,29.0,89.6,93.4,-3.11
