1990,east,Atlantic Division,Philadelphia 76ers* (2),PHI,/teams/PHI/1990.html,53,29,.646,—,110.2,105.2,4.23
1990,east,Atlantic Division,Boston Celtics* (4),BOS,/teams/BOS/1990.html,52,30,.634,1.0,110.0,106.0,3.23
1990,east,Atlantic Division,New York Knicks* (5),NYK,/teams/NYK/1990.html,45,37,.549,8.0,108.3,106.9,0.78
1990,east,Atlantic Division,Washington Bullets (10),WSB,/teams/WSB/1990.html,31,51,.378,22.0,107.7,109.9,-2.43
1990,east,Atlantic Division,Miami Heat (11),MIA,/teams/MIA/1990.html,18,64,.220,35.0,100.6,110.3,-9.59
1990,east,Atlantic Division,New Jersey Nets (13),NJN,/teams/NJN/1990.html,17,65,.207,36.0,100.1,108.0,-7.82
1990,east,Central Division,Detroit Pistons* (1),DET,/teams/DET/1990.html,59,23,.720,—,104.3,98.3,5.41
1990,east,Central Division,Chicago Bulls* (3),CHI,/teams/CHI/1990.html,55,27,.671,4.0,109.5,106.2,2.74
1990,east,Central Division,Milwaukee Bucks* (6),MIL,/teams/MIL/1990.html,44,38,.537,15.0,106.0,106.8,-1.06
1990,east,Central Division,Cleveland Cavaliers* (7),CLE,/teams/CLE/1990.html,42,40,.512,17.0,102.6,102.9,-0.62
1990,east,Central Division,Indiana Pacers* (8),IND,/teams/IND/1990.html,42,40,.512,17.0,109.3,109.1,-0.18
1990,east,Central Division,Atlanta Hawks (9),ATL,/teams/ATL/1990.html,41,41,.500,18.0,108.5,107.5,0.64
1990,east,Central Division,Orlando Magic (12),ORL,/teams/ORL/1990.html,18,64,.220,41.0,110.9,119.8,-8.73
1990,west,Midwest Division,San Antonio Spurs* (2),SAS,/teams/SAS/1990.html,56,26,.683,—,106.3,102.8,3.58
1990,west,Midwest Division,Utah Jazz* (4),UTA,/teams/UTA/1990.html,55,27,.671,1.0,106.8,102.0,4.82
1990,west,Midwest Division,Dallas Mavericks* (6),DAL,/teams/DAL/1990.html,47,35,.573,9.0,102.2,102.2,0.42
1990,west,Midwest Division,Denver Nuggets* (7),DEN,/teams/DEN/1990.html,43,39,.524,13.0,114.6,113.2,1.56
1990,west,Midwest Division,Houston Rockets* (8),HOU,/teams/HOU/1990.html,41,41,.500,15.0,106.7,105.3,1.71
1990,west,Midwest Division,Minnesota Timberwolves (13),MIN,/teams/MIN/1990.html,22,60,.268,34.0,95.2,99.4,-3.60
1990,west,Midwest Division,Charlotte Hornets (14),CHH,/teams/CHH/1990.html,19,63,.232,37.0,100.4,108.2,-7.00
1990,west,Pacific Division,Los Angeles Lakers* (1),LAL,/teams/LAL/1990.html,63,19,.768,—,110.7,103.9,6.74
1990,west,Pacific Division,Portland Trail Blazers* (3),POR,/teams/POR/1990.html,59,23,.720,4.0,114.2,107.9,6.48
1990,west,Pacific Division,Phoenix Suns* (5),PHO,/teams/PHO/1990.html,54,28,.659,9.0,114.9,107.8,7.09
1990,west,Pacific Division,Seattle SuperSonics (9),SEA,/teams/SEA/1990.html,41,41,.500,22.0,106.9,105.9,1.40
1990,west,Pacific Division,Golden State Warriors (10),GSW,/teams/GSW/1990.html,37,45,.451,26.0,116.3,119.4,-2.55
1990,west,Pacific Division,Los Angeles Clippers (11),LAC,/teams/LAC/1990.html,30,52,.366,33.0,103.8,107.2,-2.80
1990,west,Pacific Division,Sacramento Kings (12),SAC,/teams/SAC/1990.html,23,59,.280,40.0,101.7,106.8,-4.41
