2013,1,Quincy Acy,/players/a/acyqu01.html,PF,22,,TOR,29,0,342,42,75,.560,1,2,.500,41,73,.562,.567,31,38,.816,30,47,77,11,13,15,17,53,116
2013,2,Jeff Adrien,/players/a/adrieje01.html,PF,26,,CHA,52,5,713,72,168,.429,0,2,.000,72,166,.434,.429,65,100,.650,68,128,196,36,18,27,32,80,209
2013,3,Arron Afflalo,/players/a/afflaar01.html,SF,27,,ORL,64,64,2307,397,905,.439,72,240,.300,325,665,.489,.478,191,223,.857,29,210,239,206,40,11,138,137,1057
2013,4,Josh Akognon,/players/a/akognjo01.html,PG,26,,DAL,3,0,9,2,4,.500,1,2,.500,1,2,.500,.625,0,0,,0,1,1,1,0,0,0,3,5
2013,5,Cole Aldrich,/players/a/aldrico01.html,C,24,,TOT,45,0,388,44,80,.550,0,0,,44,80,.550,.550,12,20,.600,30,90,120,9,5,23,23,60,100
2013,5,Cole Aldrich,/players/a/aldrico01.html,C,24,,HOU,30,0,213,23,43,.535,0,0,,23,43,.535,.535,4,9,.444,12,45,57,6,3,9,14,41,50
2013,5,Cole Aldrich,/players/a/aldrico01.html,C,24,,SAC,15,0,175,21,37,.568,0,0,,21,37,.568,.568,8,11,.727,18,45,63,3,2,14,9,19,50
2013,6,LaMarcus Aldridge,/players/a/aldrila01.html,PF,27,,POR,74,74,2790,638,1318,.484,2,14,.143,636,1304,.488,.485,282,348,.810,175,495,670,192,62,91,143,187,1560
2013,7,Lavoy Allen,/players/a/allenla01.html,C,23,,PHI,79,37,1669,206,454,.454,0,1,.000,206,453,.455,.454,43,60,.717,159,236,395,73,24,55,55,180,455
2013,8,Ray Allen,/players/a/allenra02.html,SG,37,,MIA,79,0,2035,292,651,.449,139,332,.419,153,319,.480,.555,140,158,.886,40,177,217,135,67,15,103,129,863
2013,9,Tony Allen,/players/a/allento01.html,SG,31,,MEM,79,79,2109,284,638,.445,3,24,.125,281,614,.458,.447,134,187,.717,121,242,363,98,119,44,94,211,705
2013,10,Al-Farouq Aminu,/players/a/aminual01.html,SF,22,,NOH,76,71,2066,225,474,.475,4,19,.211,221,455,.486,.479,101,137,.737,139,446,585,103,92,51,116,153,555
2013,11,Louis Amundson,/players/a/amundlo01.html,PF,30,,TOT,39,0,372,32,81,.395,0,0,,32,81,.395,.395,12,36,.333,48,58,106,11,16,12,19,53,76
