year,team_id,team_name,team_url
2015,AEK,AEK Athens,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=AEK&seasoncode=U2015
2015,BER,ALBA Berlin,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=BER&seasoncode=U2015
2015,ARI,Aris Thessaloniki,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=ARI&seasoncode=U2015
2015,SAR,Avtodor Saratov,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=SAR&seasoncode=U2015
2015,BAN,Banvit Bandirma,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=BAN&seasoncode=U2015
2015,BES,Besiktas Sompo Japan Istanbul,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=BES&seasoncode=U2015
2015,BUD,Buducnost VOLI Podgorica,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=BUD&seasoncode=U2015
2015,CAI,CAI Zaragoza,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=CAI&seasoncode=U2015
2015,SAS,Dinamo Banco di Sardegna Sassari,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=SAS&seasoncode=U2015
2015,TRN,Dolomiti Energia Trento,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=TRN&seasoncode=U2015
2015,BIL,Dominion Bilbao Basket,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=BIL&seasoncode=U2015
2015,MIL,EA7 Emporio Armani Milan,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=MIL&seasoncode=U2015
2015,BDS,Enel Basket Brindisi,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=BDS&seasoncode=U2015
2015,OLD,EWE Baskets Oldenburg,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=OLD&seasoncode=U2015
2015,MUN,FC Bayern Munich,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=MUN&seasoncode=U2015
2015,GAL,Galatasaray Odeabank Istanbul,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=GAL&seasoncode=U2015
2015,REG,Grissin Bon Reggio Emilia,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=REG&seasoncode=U2015
2015,JER,Hapoel Bank Yahav Jerusalem,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=JER&seasoncode=U2015
2015,CAN,Herbalife Gran Canaria Las Palmas,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=CAN&seasoncode=U2015
2015,NTR,JSF Nanterre,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=NTR&seasoncode=U2015
2015,OKT,Krasny Oktyabr Volgograd,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=OKT&seasoncode=U2015
2015,LEM,Le Mans Sarthe Basket,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=LEM&seasoncode=U2015
2015,LIE,Lietuvos Rytas Vilnius,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=LIE&seasoncode=U2015
2015,LMG,Limoges CSP,http://www.eurocupbasketball.com/eurocup/competition/teams/showteam?clubcode=LMG&seasoncode=U2015
