2002,EST,1,L,home,Elan Chalon,vs Elan Chalon,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=8&seasoncode=U2002,8,76,78,
2002,EST,2,L,away,KRKA Novo Mesto,at KRKA Novo Mesto,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=21&seasoncode=U2002,21,92,74,
2002,EST,3,W,away,Darussafaka Istanbul,at Darussafaka Istanbul,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=31&seasoncode=U2002,31,95,102,
2002,EST,4,W,home,Generali Group Trieste,vs Generali Group Trieste,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=45&seasoncode=U2002,45,121,76,
2002,EST,5,L,away,RheinEnergie Cologne,at RheinEnergie Cologne,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=56&seasoncode=U2002,56,79,74,
2002,EST,6,W,away,Elan Chalon,at Elan Chalon,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=68&seasoncode=U2002,68,72,78,
2002,EST,7,W,home,KRKA Novo Mesto,vs KRKA Novo Mesto,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=81&seasoncode=U2002,81,88,79,
2002,EST,8,W,home,Darussafaka Istanbul,vs Darussafaka Istanbul,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=91&seasoncode=U2002,91,105,79,
2002,EST,9,W,away,Generali Group Trieste,at Generali Group Trieste,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=105&seasoncode=U2002,105,78,85,
2002,EST,10,W,home,RheinEnergie Cologne,vs RheinEnergie Cologne,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=116&seasoncode=U2002,116,87,66,
2002,EST,11,L,away,Eurocellulari Roseto,at Eurocellulari Roseto,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=127&seasoncode=U2002,127,80,72,
2002,EST,12,W,home,Eurocellulari Roseto,vs Eurocellulari Roseto,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=135&seasoncode=U2002,135,84,68,
2002,EST,13,W,home,Metis Varese,vs Metis Varese,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=140&seasoncode=U2002,140,77,59,
2002,EST,14,W,away,Metis Varese,at Metis Varese,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=142&seasoncode=U2002,142,88,101,
2002,EST,15,L,away,Pamesa Valencia,at Pamesa Valencia,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=146&seasoncode=U2002,146,68,55,
2002,EST,16,W,home,Pamesa Valencia,vs Pamesa Valencia,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=148&seasoncode=U2002,148,75,68,
2002,ZEL,1,W,home,Opel Skyliners,vs Opel Skyliners,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=5&seasoncode=U2002,5,82,60,October 15
2002,ZEL,2,W,away,Eurocellulari Roseto,at Eurocellulari Roseto,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=18&seasoncode=U2002,18,72,82,October 22
2002,ZEL,3,L,away,Pamesa Valencia,at Pamesa Valencia,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=28&seasoncode=U2002,28,85,61,October 29
2002,ZEL,4,W,home,BC Oostende,vs BC Oostende,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=42&seasoncode=U2002,42,92,52,November 05
2002,ZEL,5,W,away,KK Pivovarna Lasko,at KK Pivovarna Lasko,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=53&seasoncode=U2002,53,59,89,November 12
2002,ZEL,6,W,away,Opel Skyliners,at Opel Skyliners,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=65&seasoncode=U2002,65,59,68,December 04
2002,ZEL,7,W,home,Eurocellulari Roseto,vs Eurocellulari Roseto,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=78&seasoncode=U2002,78,78,76,December 10
2002,ZEL,8,W,home,Pamesa Valencia,vs Pamesa Valencia,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=88&seasoncode=U2002,88,80,67,December 17
2002,ZEL,9,W,away,BC Oostende,at BC Oostende,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=102&seasoncode=U2002,102,77,83,January 07
2002,ZEL,10,W,home,KK Pivovarna Lasko,vs KK Pivovarna Lasko,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=113&seasoncode=U2002,113,81,62,January 17
2002,ZEL,11,W,away,Generali Group Trieste,at Generali Group Trieste,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=122&seasoncode=U2002,122,73,91,February 04
2002,ZEL,12,L,home,Generali Group Trieste,vs Generali Group Trieste,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=130&seasoncode=U2002,130,81,86,February 11
2002,ZEL,13,L,away,DKV Joventut,at DKV Joventut,http://www.eurocupbasketball.com/eurocup/games/results/showgame?gamecode=137&seasoncode=U2002,137,80,66,February 25
