2013,acyqu01,1,1,2012-11-07,22-032,TOR,@,DAL,L,0,4:09,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1
2013,acyqu01,2,2,2012-11-17,22-042,TOR,@,BOS,L,0,12:06,1,1,1.000,0,0,,4,4,1.000,2,2,4,0,2,1,0,0,6,10.4
2013,afflaar01,1,1,2012-11-02,27-018,ORL,,DEN,W,1,32:11,3,13,.231,0,3,.000,1,2,.500,0,6,6,2,1,1,1,1,7,2.2
2013,afflaar01,2,2,2012-11-04,27-020,ORL,,PHO,W,1,38:15,8,16,.500,3,3,1.000,3,3,1.000,1,3,4,1,0,0,1,3,22,14.1
2013,afflaar01,3,3,2012-11-06,27-022,ORL,@,CHI,L,1,34:08,10,17,.588,3,7,.429,5,5,1.000,1,4,5,5,1,1,0,3,28,26.0
2013,afflaar01,4,4,2012-11-07,27-023,ORL,@,MIN,L,1,28:07,5,11,.455,1,3,.333,1,1,1.000,0,3,3,0,0,0,2,3,12,4.0
2013,afflaar01,5,5,2012-11-09,27-025,ORL,,BRK,L,1,32:21,6,12,.500,0,3,.000,0,0,,1,4,5,0,0,0,1,2,12,6.1
2013,afflaar01,6,6,2012-11-11,27-027,ORL,@,BRK,L,1,40:48,7,17,.412,0,3,.000,5,5,1.000,0,7,7,5,1,1,1,1,19,15.8
2013,afflaar01,7,7,2012-11-13,27-029,ORL,,NYK,L,1,38:29,4,14,.286,2,4,.500,3,5,.600,0,4,4,5,1,0,7,4,13,1.1
2013,afflaar01,8,8,2012-11-16,27-032,ORL,@,DET,W,1,36:56,7,14,.500,2,4,.500,3,3,1.000,0,2,2,1,2,0,2,2,19,12.5
2013,afflaar01,9,9,2012-11-18,27-034,ORL,@,TOR,L,1,35:06,4,10,.400,1,1,1.000,6,6,1.000,0,0,0,2,0,0,3,2,15,7.2
2013,afflaar01,10,10,2012-11-19,27-035,ORL,@,ATL,L,1,25:54,3,10,.300,0,1,.000,0,0,,1,3,4,2,0,0,3,0,6,0.2
2013,afflaar01,11,11,2012-11-21,27-037,ORL,,DET,W,1,25:58,5,13,.385,0,3,.000,2,4,.500,0,7,7,1,0,0,1,0,12,5.9
2013,afflaar01,12,12,2012-11-23,27-039,ORL,,CLE,W,1,36:33,7,12,.583,4,6,.667,1,3,.333,1,0,1,2,1,0,4,5,19,9.7
2013,afflaar01,13,13,2012-11-25,27-041,ORL,,BOS,L,1,43:29,7,19,.368,1,5,.200,0,0,,1,1,2,7,2,2,1,2,15,12.0
2013,aldrico01,1,1,2012-11-02,24-002,HOU,@,ATL,W,0,12:31,2,3,.667,0,0,,0,0,,1,0,1,0,0,0,0,3,4,2.2
2013,aldrico01,2,2,2012-11-03,24-003,HOU,,POR,L,0,16:20,3,5,.600,0,0,,0,0,,2,4,6,0,1,0,1,2,6,5.5
2013,aldrico01,3,3,2012-11-07,24-007,HOU,,DEN,L,0,15:34,1,2,.500,0,0,,2,3,.667,1,2,3,1,0,1,0,3,4,4.1
2013,aldrico01,4,4,2012-11-09,24-009,HOU,@,MEM,L,0,4:50,1,3,.333,0,0,,0,0,,1,0,1,0,0,1,0,2,2,0.9
2013,aldrico01,5,5,2012-11-10,24-010,HOU,,DET,W,0,3:44,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,0.6
2013,aldrico01,6,6,2012-11-16,24-016,HOU,@,POR,L,0,1:49,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
2013,aldrico01,7,7,2012-11-18,24-018,HOU,@,LAL,L,0,12:44,3,6,.500,0,0,,0,0,,1,3,4,1,0,0,1,3,6,3.1
2013,aldrico01,8,8,2012-11-19,24-019,HOU,@,UTA,L,0,1:31,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
2013,aldrila01,1,1,2012-10-31,27-104,POR,,LAL,W,1,38:42,9,20,.450,0,0,,1,1,1.000,0,3,3,0,0,2,1,2,19,9.1
2013,aldrila01,2,2,2012-11-02,27-106,POR,@,OKC,L,1,35:50,8,22,.364,0,1,.000,6,6,1.000,2,13,15,3,1,0,2,5,22,14.2
2013,aldrila01,3,3,2012-11-03,27-107,POR,@,HOU,W,1,41:45,13,29,.448,0,0,,1,2,.500,3,8,11,6,1,2,3,3,27,18.4
2013,aldrila01,4,4,2012-11-05,27-109,POR,@,DAL,L,1,32:12,9,19,.474,0,1,.000,2,3,.667,1,6,7,2,1,1,0,0,20,15.5
2013,aldrila01,5,5,2012-11-08,27-112,POR,,LAC,L,1,42:23,7,17,.412,0,0,,0,0,,1,3,4,5,0,1,1,2,14,8.9
2013,aldrila01,6,6,2012-11-10,27-114,POR,,SAS,L,1,41:24,12,26,.462,0,2,.000,5,6,.833,2,2,4,7,2,4,3,3,29,22.7
2013,aldrila01,7,7,2012-11-12,27-116,POR,,ATL,L,1,36:11,4,13,.308,0,0,,6,9,.667,2,4,6,8,2,0,5,5,14,8.5
2013,aldrila01,8,8,2012-11-13,27-117,POR,@,SAC,W,1,36:35,5,14,.357,0,0,,9,10,.900,1,4,5,2,1,2,2,1,19,14.1
2013,aldrila01,9,9,2012-11-16,27-120,POR,,HOU,W,1,43:15,11,19,.579,0,0,,7,9,.778,2,4,6,2,0,2,1,3,29,22.5
2013,aldrila01,10,10,2012-11-18,27-122,POR,,CHI,W,1,40:16,6,14,.429,0,0,,6,8,.750,3,10,13,1,0,0,2,3,18,12.4
2013,aldrila01,11,11,2012-11-21,27-125,POR,@,PHO,L,1,36:13,5,15,.333,0,0,,2,2,1.000,2,5,7,1,0,0,5,2,12,1.3
2013,aldrila01,12,12,2012-11-23,27-127,POR,,MIN,W,1,27:46,6,13,.462,0,0,,1,3,.333,1,5,6,0,0,0,2,6,13,3.3
2013,aldrila01,13,13,2012-11-26,27-130,POR,@,DET,L,1,40:37,12,22,.545,0,1,.000,8,10,.800,6,4,10,2,3,3,1,5,32,29.5
2013,allenla01,1,1,2012-10-31,23-270,PHI,,DEN,W,1,16:58,1,5,.200,0,0,,1,2,.500,4,0,4,0,0,1,1,0,3,2.0
2013,allenla01,2,2,2012-11-04,23-274,PHI,@,NYK,L,1,25:45,3,4,.750,0,0,,0,0,,1,4,5,1,0,1,1,1,6,6.3
2013,allenla01,3,3,2012-11-05,23-275,PHI,,NYK,L,0,15:37,1,7,.143,0,0,,2,2,1.000,2,1,3,0,0,1,1,2,4,0.1
2013,allenla01,4,4,2012-11-07,23-277,PHI,@,NOH,W,1,27:27,6,10,.600,0,0,,0,0,,1,3,4,0,0,1,2,2,12,6.9
2013,allenla01,5,5,2012-11-09,23-279,PHI,@,BOS,W,1,22:41,3,5,.600,0,0,,0,0,,1,3,4,1,0,1,0,5,6,4.7
2013,allenla01,6,6,2012-11-10,23-280,PHI,@,TOR,W,1,21:26,0,5,.000,0,0,,0,0,,0,0,0,2,0,0,0,1,0,-2.5
2013,allenla01,7,7,2012-11-12,23-282,PHI,,MIL,L,1,12:48,0,2,.000,0,0,,0,0,,1,1,2,1,0,0,1,1,0,-1.1
