2013,1,Quincy Acy,/players/a/acyqu01.html,22,TOR,/teams/TOR/2013.html,1,4,-14.7,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0,115,0.0,0.0,0.0,-0.287
2013,2,Arron Afflalo,/players/a/afflaar01.html,27,ORL,/teams/ORL/2013.html,8,281,14.1,.534,.491,1.2,13.1,7.2,11.6,1.1,0.8,10.8,22.5,103,106,0.3,0.2,0.5,.082
2013,3,Cole Aldrich,/players/a/aldrico01.html,24,HOU,/teams/HOU/2013.html,6,55,12.7,.551,.533,10.3,14.1,12.2,3.2,0.9,2.8,5.8,13.8,119,105,0.1,0.1,0.2,.140
2013,4,LaMarcus Aldridge,/players/a/aldrila01.html,27,POR,/teams/POR/2013.html,9,348,19.3,.484,.436,4.3,17.2,10.2,19.1,1.2,3.2,8.3,27.9,104,108,0.5,0.2,0.7,.092
2013,5,Lavoy Allen,/players/a/allenla01.html,23,PHI,/teams/PHI/2013.html,9,198,10.6,.446,.424,10.3,10.0,10.1,7.0,0.3,3.3,8.9,15.7,99,103,0.1,0.2,0.3,.068
2013,6,Ray Allen,/players/a/allenra02.html,37,MIA,/teams/MIA/2013.html,10,269,19.5,.679,.639,2.4,10.6,6.7,13.5,2.5,0.6,11.6,18.0,127,109,0.9,0.1,1.0,.186
2013,7,Tony Allen,/players/a/allento01.html,31,MEM,/teams/MEM/2013.html,8,179,9.3,.428,.373,3.2,11.9,7.5,4.2,3.8,2.6,11.1,17.7,89,97,-0.1,0.3,0.2,.058
2013,8,Al-Farouq Aminu,/players/a/aminual01.html,22,NOH,/teams/NOH/2013.html,7,221,17.2,.528,.500,6.4,23.2,14.9,13.5,3.2,3.0,17.1,21.2,98,98,0.1,0.4,0.5,.101
2013,9,Louis Amundson,/players/a/amundlo01.html,30,MIN,/teams/MIN/2013.html,6,68,3.1,.219,.143,10.4,16.5,13.5,2.1,3.1,4.3,30.5,11.1,54,95,-0.2,0.1,-0.1,-0.052
2013,10,Alan Anderson,/players/a/anderal01.html,30,TOR,/teams/TOR/2013.html,6,124,8.4,.459,.409,1.7,6.1,3.8,9.5,1.7,0.7,9.4,19.5,95,109,0.0,0.0,0.0,.012
2013,11,Ryan Anderson,/players/a/anderry01.html,24,NOH,/teams/NOH/2013.html,7,214,20.9,.572,.553,11.5,20.8,16.2,9.3,0.5,0.4,5.8,22.7,119,106,0.7,0.2,0.8,.184
2013,12,Carmelo Anthony,/players/a/anthoca01.html,28,NYK,/teams/NYK/2013.html,7,256,20.3,.532,.477,6.2,17.5,11.7,8.3,1.0,1.6,10.5,31.7,105,103,0.4,0.3,0.7,.139
2013,13,Joel Anthony,/players/a/anthojo01.html,30,MIA,/teams/MIA/2013.html,6,31,7.0,.333,.333,4.1,18.4,11.6,4.3,0.0,13.1,25.0,12.1,64,104,-0.1,0.0,0.0,-0.063
2013,14,Trevor Ariza,/players/a/arizatr01.html,27,WAS,/teams/WAS/2013.html,7,172,14.0,.418,.381,3.8,15.8,9.6,15.0,4.9,2.6,11.2,18.9,89,96,-0.1,0.3,0.2,.059
2013,15,Omer Asik,/players/a/asikom01.html,26,HOU,/teams/HOU/2013.html,9,300,14.1,.528,.462,15.8,28.4,22.2,5.0,1.0,2.8,25.3,18.5,95,100,0.0,0.4,0.4,.070
2013,16,D.J. Augustin,/players/a/augusdj01.html,25,IND,/teams/IND/2013.html,10,136,7.2,.344,.303,0.0,9.4,4.7,28.2,1.2,0.5,14.7,15.8,85,102,-0.1,0.2,0.0,.008
2013,17,Gustavo Ayon,/players/a/ayongu01.html,27,ORL,/teams/ORL/2013.html,7,74,6.5,.394,.438,7.7,19.6,13.7,14.2,1.4,1.0,22.0,14.0,81,103,-0.1,0.1,0.0,-0.012
2013,18,Luke Babbitt,/players/b/babbilu01.html,23,POR,/teams/POR/2013.html,5,20,18.8,.550,.550,0.0,19.1,8.8,27.2,5.2,0.0,9.1,24.6,114,101,0.1,0.0,0.1,.195
2013,19,Leandro Barbosa,/players/b/barbole01.html,30,BOS,/teams/BOS/2013.html,9,131,16.3,.570,.540,1.0,7.1,4.1,20.6,0.8,0.6,8.2,22.4,110,111,0.3,0.0,0.3,.103
2013,20,Jose Barea,/players/b/bareajo01.html,28,MIN,/teams/MIN/2013.html,4,77,21.0,.573,.481,6.1,8.7,7.4,40.6,1.4,0.0,15.7,22.8,118,105,0.3,0.1,0.3,.208
2013,21,Andrea Bargnani,/players/b/bargnan01.html,27,TOR,/teams/TOR/2013.html,8,276,12.5,.465,.409,2.4,14.3,7.8,8.0,1.1,1.5,7.9,25.1,96,108,0.0,0.1,0.2,.027
2013,22,Harrison Barnes,/players/b/barneha02.html,20,GSW,/teams/GSW/2013.html,9,240,12.2,.565,.527,5.2,12.8,9.0,7.8,0.8,0.3,13.4,17.9,107,104,0.3,0.2,0.5,.108
2013,23,Matt Barnes,/players/b/barnema02.html,32,LAC,/teams/LAC/2013.html,7,172,9.8,.461,.417,7.1,16.5,12.2,9.1,2.1,1.9,13.3,13.9,99,100,0.1,0.3,0.3,.087
