1990,1,NJN,/teams/NJN/draft.html,Derrick Coleman,/players/c/colemde01.html,Syracuse University,/friv/draft.cgi?college=syracuse,781,25903,12884,7232,1985,.447,.295,.769,33.2,16.5,9.3,2.5,64.3,.119
1990,2,SEA,/teams/OKC/draft.html,Gary Payton,/players/p/paytoga01.html,Oregon State University,/friv/draft.cgi?college=oregonst,1335,47117,21813,5269,8966,.466,.317,.729,35.3,16.3,3.9,6.7,145.5,.148
1990,3,DEN,/teams/DEN/draft.html,Mahmoud Abdul-Rauf,/players/a/abdulma02.html,Louisiana State University,/friv/draft.cgi?college=lsu,586,15628,8553,1087,2079,.442,.354,.905,26.7,14.6,1.9,3.5,25.2,.077
1990,4,ORL,/teams/ORL/draft.html,Dennis Scott,/players/s/scottde01.html,Georgia Institute of Technology,/friv/draft.cgi?college=gatech,629,17983,8094,1774,1296,.417,.397,.793,28.6,12.9,2.8,2.1,33.4,.089
1990,5,CHH,/teams/NOH/draft.html,Kendall Gill,/players/g/gillke01.html,University of Illinois at Urbana-Champaign,/friv/draft.cgi?college=illinois,966,29481,12914,4002,2945,.434,.300,.754,30.5,13.4,4.1,3.0,47.8,.078
1990,6,MIN,/teams/MIN/draft.html,Felton Spencer,/players/s/spencfe01.html,University of Louisville,/friv/draft.cgi?college=louisville,640,12298,3354,3436,213,.484,.000,.658,19.2,5.2,5.4,0.3,20.9,.081
1990,7,SAC,/teams/SAC/draft.html,Lionel Simmons,/players/s/simmoli01.html,La Salle University,/friv/draft.cgi?college=lasalle,454,13472,5833,2833,1498,.433,.305,.771,29.7,12.8,6.2,3.3,16.9,.060
1990,8,LAC,/teams/LAC/draft.html,Bo Kimble,/players/k/kimblbo01.html,Loyola Marymount University,/friv/draft.cgi?college=loyolamary,105,1336,574,162,98,.386,.291,.728,12.7,5.5,1.5,0.9,0.1,.004
1990,9,MIA,/teams/MIA/draft.html,Willie Burton,/players/b/burtowi01.html,University of Minnesota,/friv/draft.cgi?college=minnesota,316,6666,3243,932,393,.424,.345,.786,21.1,10.3,2.9,1.2,9.1,.065
1990,10,ATL,/teams/ATL/draft.html,Rumeal Robinson,/players/r/robinru01.html,University of Michigan,/friv/draft.cgi?college=michigan,336,6098,2546,606,1179,.432,.344,.611,18.1,7.6,1.8,3.5,5.2,.041
1990,11,GSW,/teams/GSW/draft.html,Tyrone Hill,/players/h/hillty01.html,Xavier University,/friv/draft.cgi?college=xavier,801,22388,7532,6854,647,.502,.000,.643,28.0,9.4,8.6,0.8,56.2,.120
1990,12,HOU,/teams/HOU/draft.html,Alec Kessler,/players/k/kesslal01.html,University of Georgia,/friv/draft.cgi?college=georgia,210,2937,1084,751,81,.426,.417,.744,14.0,5.2,3.6,0.4,2.0,.033
1990,13,LAC,/teams/LAC/draft.html,Loy Vaught,/players/v/vaughlo01.html,University of Michigan,/friv/draft.cgi?college=michigan,689,16993,6984,4881,652,.504,.244,.718,24.7,10.1,7.1,0.9,35.8,.101
1990,14,SAC,/teams/SAC/draft.html,Travis Mays,/players/m/maystr01.html,University of Texas at Austin,/friv/draft.cgi?college=texas,115,2964,1273,233,326,.410,.362,.749,25.8,11.1,2.0,2.8,2.4,.039
