year,team_id,team_name,wins,losses,ties,total_games
2013,26172,A&M-Corpus Chris,1,3,25,29
2013,2,Abilene Christian,3,1,22,26
2013,30123,Academy of Art,1,2,22,25
2013,929,Adams St.,1,0,25,26
2013,3,Adelphi,2,3,23,28
2013,4,Adrian,3,0,22,25
2013,721,Air Force,5,1,23,29
2013,5,Akron,3,2,25,30
2013,10,Ala.-Huntsville,3,3,23,29
2013,8,Alabama,5,0,26,31
2013,6,Alabama A&M,1,2,26,29
2013,7,Alabama St.,0,5,26,31
2013,11,Alas. Anchorage,6,1,18,25
2013,12,Alas. Fairbanks,3,3,21,27
2013,14,Albany (NY),4,2,25,31
2013,13,Albany St. (GA),0,4,21,25
2013,2798,Albertus Magnus,1,0,24,25
2013,15,Albion,2,3,21,26
2013,16,Albright,4,0,21,25
2013,17,Alcorn,2,2,30,34
2013,934,Alderson-Broaddus,1,1,24,26
2013,18,Alfred,0,1,24,25
2013,19,Allegheny,2,2,21,25
2013,21,Alma,1,3,21,25
2013,938,Alvernia,1,0,24,25
2013,23,American,2,3,24,29
2013,22,American Int'l,2,2,22,26
2013,24,Amherst,2,0,21,23
2013,939,Anderson (IN),1,1,23,25
2013,13028,Anderson (SC),0,0,27,27
2013,25,Angelo St.,2,2,23,27
2013,26,Anna Maria,1,2,22,25
2013,27,Appalachian St.,1,4,24,29
2013,966,Arcadia,2,1,22,25
2013,29,Arizona,3,0,27,30
2013,28,Arizona St.,4,1,26,31
2013,30105,Ark.-Fort Smith,1,2,24,27
2013,8411,Ark.-Monticello,2,1,24,27
2013,2678,Ark.-Pine Bluff,1,4,25,30
2013,31,Arkansas,3,2,26,31
2013,30,Arkansas St.,4,1,24,29
2013,947,Arkansas Tech,0,0,26,26
2013,33,Armstrong,2,1,23,26
2013,725,Army,3,2,24,29
2013,35,Ashland,0,1,25,26
2013,36,Assumption,4,0,23,27
2013,37,Auburn,2,4,25,31
2013,38,Augsburg,2,0,23,25
2013,39,Augusta St.,2,0,24,26
2013,40,Augustana (IL),3,0,22,25
2013,41,Augustana (SD),4,0,22,26
2013,42,Aurora,0,2,23,25
2013,953,Austin,1,3,21,25
2013,43,Austin Peay,2,3,26,31
2013,44,Averett,2,2,22,26
2013,45,Babson,2,2,20,24
2013,46,Baldwin Wallace,2,1,22,25
2013,47,Ball St.,2,1,26,29
2013,958,Baptist Bible (PA),1,2,22,25
2013,962,Bard,1,0,24,25
2013,49,Barry,2,1,24,27
2013,15646,Barton,4,0,22,26
2013,58,Baruch,2,1,22,25
2013,50,Bates,2,2,20,24
2013,51,Baylor,4,2,25,31
2013,26107,Becker,0,3,22,25
2013,52,Bellarmine,4,0,23,27
2013,14927,Belmont,5,1,24,30
2013,2683,Belmont Abbey,0,0,28,28
2013,53,Beloit,1,2,20,23
2013,54,Bemidji St.,2,1,24,27
2013,55,Benedict,0,0,26,26
2013,296,Benedictine (IL),0,1,24,25
2013,56,Bentley,3,3,23,29
2013,973,Berry,1,1,23,25
2013,59,Bethany (WV),3,1,21,25
2013,30038,Bethany Lutheran,2,3,21,26
2013,60,Bethel (MN),2,1,22,25
2013,61,Bethune-Cookman,2,4,25,31
2013,62,Binghamton,2,4,23,29
2013,28593,Birmingham-So.,3,1,21,25
2013,64,Blackburn,0,2,23,25
2013,984,Bloomfield,2,3,21,26
2013,65,Bloomsburg,1,1,24,26
2013,985,Bluefield St.,0,3,23,26
2013,987,Bluffton,1,2,22,25
2013,66,Boise St.,4,1,25,30
2013,67,Boston College,2,4,25,31
2013,68,Boston U.,0,5,24,29
2013,69,Bowdoin,1,2,20,23
2013,70,Bowie St.,0,4,22,26
2013,71,Bowling Green,2,3,26,31
2013,72,Bradley,4,1,26,31
