year,team_id,team_name,team_url
2014,BER,ALBA Berlin,http://www.euroleague.net/competition/teams/showteam?clubcode=BER&seasoncode=E2014
2014,IST,Anadolu Efes Istanbul,http://www.euroleague.net/competition/teams/showteam?clubcode=IST&seasoncode=E2014
2014,CED,Cedevita Zagreb,http://www.euroleague.net/competition/teams/showteam?clubcode=CED&seasoncode=E2014
2014,RED,Crvena Zvezda Telekom Belgrade,http://www.euroleague.net/competition/teams/showteam?clubcode=RED&seasoncode=E2014
2014,CSK,CSKA Moscow,http://www.euroleague.net/competition/teams/showteam?clubcode=CSK&seasoncode=E2014
2014,SAS,Dinamo Banco di Sardegna Sassari,http://www.euroleague.net/competition/teams/showteam?clubcode=SAS&seasoncode=E2014
2014,MIL,EA7 Emporio Armani Milan,http://www.euroleague.net/competition/teams/showteam?clubcode=MIL&seasoncode=E2014
2014,BAR,FC Barcelona,http://www.euroleague.net/competition/teams/showteam?clubcode=BAR&seasoncode=E2014
2014,MUN,FC Bayern Munich,http://www.euroleague.net/competition/teams/showteam?clubcode=MUN&seasoncode=E2014
2014,ULK,Fenerbahce Ulker Istanbul,http://www.euroleague.net/competition/teams/showteam?clubcode=ULK&seasoncode=E2014
2014,GAL,Galatasaray Liv Hospital Istanbul,http://www.euroleague.net/competition/teams/showteam?clubcode=GAL&seasoncode=E2014
2014,BAS,Laboral Kutxa Vitoria,http://www.euroleague.net/competition/teams/showteam?clubcode=BAS&seasoncode=E2014
2014,LMG,Limoges CSP,http://www.euroleague.net/competition/teams/showteam?clubcode=LMG&seasoncode=E2014
2014,TEL,Maccabi Electra Tel Aviv,http://www.euroleague.net/competition/teams/showteam?clubcode=TEL&seasoncode=E2014
2014,KLA,Neptunas Klaipeda,http://www.euroleague.net/competition/teams/showteam?clubcode=KLA&seasoncode=E2014
2014,NOV,Nizhny Novgorod,http://www.euroleague.net/competition/teams/showteam?clubcode=NOV&seasoncode=E2014
2014,OLY,Olympiacos Piraeus,http://www.euroleague.net/competition/teams/showteam?clubcode=OLY&seasoncode=E2014
2014,PAN,Panathinaikos Athens,http://www.euroleague.net/competition/teams/showteam?clubcode=PAN&seasoncode=E2014
2014,ZGO,PGE Turow Zgorzelec,http://www.euroleague.net/competition/teams/showteam?clubcode=ZGO&seasoncode=E2014
2014,MAD,Real Madrid,http://www.euroleague.net/competition/teams/showteam?clubcode=MAD&seasoncode=E2014
2014,MAL,Unicaja Malaga,http://www.euroleague.net/competition/teams/showteam?clubcode=MAL&seasoncode=E2014
2014,UNK,Unics Kazan,http://www.euroleague.net/competition/teams/showteam?clubcode=UNK&seasoncode=E2014
2014,PAM,Valencia Basket,http://www.euroleague.net/competition/teams/showteam?clubcode=PAM&seasoncode=E2014
2014,ZAL,Zalgiris Kaunas,http://www.euroleague.net/competition/teams/showteam?clubcode=ZAL&seasoncode=E2014
