BEGIN
SET
    date    |  site   |        home        | div | score |         away         | div | score 
 2015-03-21 | neutral | Rutgers            |   1 |  69.9 | Seton Hall           |   1 |  63.1
 2015-03-21 | neutral | Seton Hall         |   1 |  63.1 | Rutgers              |   1 |  69.9
 2015-03-21 | home    | South Fla.         |   1 |  67.8 | LSU                  |   1 |  55.7
 2015-03-21 | home    | Stanford           |   1 |  67.1 | CSUN                 |   1 |  53.4
 2015-03-21 | home    | Tennessee          |   1 |  78.7 | Boise St.            |   1 |  50.9
 2015-03-21 | neutral | Texas A&M          |   1 |  56.2 | UALR                 |   1 |  53.0
 2015-03-21 | neutral | UALR               |   1 |  53.0 | Texas A&M            |   1 |  56.2
 2015-03-21 | home    | UConn              |   1 |  95.3 | St. Francis Brooklyn |   1 |  36.3
 2015-03-24 | neutral | California Baptist |   2 |  70.2 | New Haven            |   2 |  73.3
 2015-03-24 | neutral | California (PA)    |   2 |  65.2 | Nova Southeastern    |   2 |  63.0
 2015-03-24 | neutral | Emporia St.        |   2 |  71.4 | West Tex. A&M        |   2 |  59.2
 2015-03-24 | neutral | Lewis              |   2 |  72.0 | Limestone            |   2 |  67.6
 2015-03-24 | neutral | Limestone          |   2 |  67.6 | Lewis                |   2 |  72.0
 2015-03-24 | neutral | New Haven          |   2 |  73.3 | California Baptist   |   2 |  70.2
 2015-03-24 | neutral | Nova Southeastern  |   2 |  63.0 | California (PA)      |   2 |  65.2
 2015-03-24 | neutral | West Tex. A&M      |   2 |  59.2 | Emporia St.          |   2 |  71.4
(100 rows)

COPY 100
COMMIT
