year,round_id,team_id,conference_id,seed,bracket,p
2016,1,GSW,west,Pacific Division,1,"{1,1,1,1,1}",1.0
2016,1,HOU,west,Southwest Division,8,"{2,1,1,1,1}",1.0
2016,1,LAC,west,Pacific Division,4,"{3,2,1,1,1}",1.0
2016,1,POR,west,Northwest Division,5,"{4,2,1,1,1}",1.0
2016,1,SAS,west,Southwest Division,2,"{5,3,2,1,1}",1.0
2016,1,MEM,west,Southwest Division,7,"{6,3,2,1,1}",1.0
2016,1,OKC,west,Northwest Division,2,"{7,4,2,1,1}",1.0
2016,1,DAL,west,Southwest Division,7,"{8,4,2,1,1}",1.0
2016,1,CLE,east,Central Division,1,"{9,5,3,2,1}",1.0
2016,1,DET,east,Central Division,8,"{10,5,3,2,1}",1.0
2016,1,ATL,east,Southeast Division,4,"{11,6,3,2,1}",1.0
2016,1,BOS,east,Atlantic Division,5,"{12,6,3,2,1}",1.0
2016,1,TOR,east,Atlantic Division,2,"{13,7,4,2,1}",1.0
2016,1,IND,east,Central Division,7,"{14,7,4,2,1}",1.0
2016,1,MIA,east,Southeast Division,3,"{15,8,4,2,1}",1.0
2016,1,CHO,east,Southeast Division,6,"{16,8,4,2,1}",1.0
