year,round_id,team_id,conference_id,seed,bracket,p
2015,1,GSW,west,Pacific Division,1,"{1,1,1,1,1}",1.0
2015,1,NOP,west,Southwest Division,8,"{2,1,1,1,1}",1.0
2015,1,POR,west,Northwest Division,4,"{3,2,1,1,1}",1.0
2015,1,MEM,west,Southwest Division,5,"{4,2,1,1,1}",1.0
2015,1,LAC,west,Pacific Division,3,"{5,3,2,1,1}",1.0
2015,1,SAS,west,Southwest Division,6,"{6,3,2,1,1}",1.0
2015,1,HOU,west,Southwest Division,2,"{7,4,2,1,1}",1.0
2015,1,DAL,west,Southwest Division,7,"{8,4,2,1,1}",1.0
2015,1,ATL,east,Southeast Division,1,"{9,5,3,2,1}",1.0
2015,1,BRK,east,Atlantic Division,8,"{10,5,3,2,1}",1.0
2015,1,TOR,east,Atlantic Division,4,"{11,6,3,2,1}",1.0
2015,1,WAS,east,Southeast Division,5,"{12,6,3,2,1}",1.0
2015,1,CHI,east,Central Division,3,"{13,7,4,2,1}",1.0
2015,1,MIL,east,Central Division,6,"{14,7,4,2,1}",1.0
2015,1,CLE,east,Central Division,2,"{15,8,4,2,1}",1.0
2015,1,BOS,east,Atlantic Division,7,"{16,8,4,2,1}",1.0
