A&M-Corpus Christi,26172,2014-15,Royce Chadwick,0-0,.000,""
A&M-Corpus Christi,26172,2013-14,Royce Chadwick,18-12,.600,""
A&M-Corpus Christi,26172,2012-13,Royce Chadwick,4-25,.138,""
A&M-Corpus Christi,26172,2011-12,Robert Robinson,9-20,.310,""
A&M-Corpus Christi,26172,2010-11,Robert Robinson,2-27,.069,""
A&M-Corpus Christi,26172,2009-10,Robert Robinson,24-11,.686,""
A&M-Corpus Christi,26172,2008-09,Robert Robinson,11-19,.367,""
A&M-Corpus Christi,26172,2007-08,Robert Robinson,12-20,.375,""
A&M-Corpus Christi,26172,2006-07,Robert Robinson,15-16,.484,""
A&M-Corpus Christi,26172,2005-06,Jodi Kest,16-12,.571,""
A&M-Corpus Christi,26172,2004-05,Jodi Kest,23-7,.767,""
A&M-Corpus Christi,26172,2003-04,Jodi Kest,19-9,.679,""
A&M-Corpus Christi,26172,2002-03,Jodi Kest,15-12,.556,""
A&M-Corpus Christi,26172,2001-02,Sheryl Estes,16-12,.571,""
A&M-Corpus Christi,26172,2000-01,Sheryl Estes,16-11,.593,""
A&M-Corpus Christi,26172,1999-00,Sheryl Estes,14-12,.538,""
Abilene Christian,2,2014-15,Julie Goodenough,0-0,.000,""
Abilene Christian,2,2013-14,Julie Goodenough,18-12,.600,""
Abilene Christian,2,2012-13,Julie Goodenough,21-7,.750,""
Abilene Christian,2,2011-12,Shawna Lavender,12-14,.462,""
Abilene Christian,2,2010-11,Shawna Lavender,11-16,.407,""
Abilene Christian,2,2009-10,Shawna Lavender,17-11,.607,""
Abilene Christian,2,2008-09,Shawna Lavender,18-11,.621,""
Abilene Christian,2,2007-08,Shawna Lavender,18-11,.621,""
Abilene Christian,2,2006-07,Shawna Lavender,17-12,.586,""
Abilene Christian,2,2005-06,Shawna Lavender,12-15,.444,""
Abilene Christian,2,2004-05,Shawna Lavender,20-10,.667,""
Abilene Christian,2,2003-04,Shawna Lavender,19-10,.655,""
Abilene Christian,2,2002-03,"Shawna Lavender(5-1)
               
               -
               Wayne Williams(11-12)",16-13,.552,""
Abilene Christian,2,2001-02,Wayne Williams,11-15,.423,""
Abilene Christian,2,2000-01,Wayne Williams,10-18,.357,""
Abilene Christian,2,1999-00,Wayne Williams,14-13,.519,""
Abilene Christian,2,1998-99,Wayne Williams,24-7,.774,""
Abilene Christian,2,1997-98,Wayne Williams,26-5,.839,""
Abilene Christian,2,1996-97,Suzanne Fox,24-6,.800,""
Abilene Christian,2,1995-96,Suzanne Fox,31-2,.939,""
Abilene Christian,2,1994-95,Suzanne Fox,23-7,.767,""
Abilene Christian,2,1993-94,Suzanne Fox,21-9,.700,""
Abilene Christian,2,1992-93,Suzanne Fox,18-9,.667,""
Abilene Christian,2,1991-92,Burl McCoy,17-12,.586,""
Abilene Christian,2,1990-91,Burl McCoy,9-17,.346,""
Abilene Christian,2,1989-90,Burl McCoy,16-13,.552,""
Abilene Christian,2,1988-89,Burl McCoy,23-8,.742,""
Abilene Christian,2,1987-88,Burl McCoy,27-6,.818,""
Abilene Christian,2,1986-87,Burl McCoy,18-11,.621,""
Abilene Christian,2,1985-86,Burl McCoy,20-8,.714,""
Abilene Christian,2,1984-85,Burl McCoy,21-10,.677,""
Abilene Christian,2,1983-84,Burl McCoy,20-7,.741,""
Abilene Christian,2,1982-83,Burl McCoy,21-8,.724,""
Abilene Christian,2,1981-82,Burl McCoy,8-14,.364,""
Abilene Christian,2,1980-81,Burl McCoy,31-7,.816,""
Abilene Christian,2,1979-80,Burl McCoy,18-9,.667,""
Abilene Christian,2,1978-79,Burl McCoy,22-13,.629,""
Abilene Christian,2,1977-78,Burl McCoy,20-14,.588,""
Abilene Christian,2,1976-77,Burl McCoy,8-17,.320,""
Academy of Art,30123,2014-15,LaNay Larson,0-0,.000,""
Academy of Art,30123,2013-14,LaNay Larson,23-8,.742,""
Academy of Art,30123,2012-13,LaNay Larson,23-9,.719,""
Academy of Art,30123,2011-12,LaNay Larson,16-10,.615,""
Academy of Art,30123,2010-11,Lindsey Yamasaki,11-14,.440,""
Academy of Art,30123,2009-10,Lindsey Yamasaki,10-17,.370,""
Adams St.,929,2014-15,Larry Joe Hunt,0-0,.000,""
Adams St.,929,2013-14,Rebecca Alvidrez,9-19,.321,""
Adams St.,929,2012-13,Kelly Kruger,9-17,.346,""
Adams St.,929,2011-12,Kelly Kruger,7-19,.269,""
Adams St.,929,2010-11,Kelly Kruger,23-10,.697,""
Adams St.,929,2009-10,Kelly Kruger,21-8,.724,""
Adams St.,929,2008-09,Kelly Kruger,14-14,.500,""
Adams St.,929,2007-08,Kelly Kruger,13-15,.464,""
Adams St.,929,2006-07,Kelly Kruger,9-18,.333,""
Adams St.,929,2005-06,Jeff Storm,4-23,.148,""
Adams St.,929,2004-05,Jeff Storm,10-17,.370,""
Adams St.,929,2003-04,Jeff Storm,11-16,.407,""
Adams St.,929,2002-03,Jeff Storm,6-21,.222,""
