26172,A&M-Corpus Christi
2,Abilene Christian
30123,Academy of Art
929,Adams St.
506445,Adelbert
3,Adelphi
4,Adrian
11324,Agnes Scott
721,Air Force
5,Akron
10,Ala.-Huntsville
8,Alabama
6,Alabama A&M
7,Alabama St.
11,Alas. Anchorage
12,Alas. Fairbanks
14,Albany (NY)
13,Albany St. (GA)
2798,Albertus Magnus
15,Albion
16,Albright
17,Alcorn
934,Alderson Broaddus
18,Alfred
30170,Alfred St.
19,Allegheny
500120,Allen
500130,Alliance
506148,Alliant Int'l
21,Alma
938,Alvernia
28746,Alverno
23,American
1466,American (PR)
22,American Int'l
24,Amherst
939,Anderson (IN)
13028,Anderson (SC)
25,Angelo St.
26,Anna Maria
27,Appalachian St.
500180,Aquinas
966,Arcadia
29,Arizona
28,Arizona St.
30105,Ark.-Fort Smith
8411,Ark.-Monticello
2678,Ark.-Pine Bluff
31,Arkansas
30,Arkansas St.
947,Arkansas Tech
33,Armstrong
725,Army
506427,Arnold
506029,Asbury
35,Ashland
36,Assumption
500260,Athens St.
37,Auburn
38,Augsburg
40,Augustana (IL)
41,Augustana (SD)
42,Aurora
953,Austin
43,Austin Peay
44,Averett
500089,Azusa Pacific
30146,Azusa Pacific
45,Babson
506059,Baker
94,Bakersfield
46,Baldwin Wallace
47,Ball St.
958,Baptist Bible (PA)
500367,Baptist Bible (PA)
962,Bard
500385,Barrington
49,Barry
15646,Barton
58,Baruch
50,Bates
26520,Bay Path
51,Baylor
26107,Becker
52,Bellarmine
14927,Belmont
2683,Belmont Abbey
53,Beloit
54,Bemidji St.
55,Benedict
296,Benedictine (IL)
14770,Bennett
56,Bentley
506023,Berea
973,Berry
506014,Bethany (KS)
59,Bethany (WV)
30038,Bethany Lutheran
506120,Bethel (KS)
60,Bethel (MN)
500500,Bethel (TN)
61,Bethune-Cookman
62,Binghamton
500515,Biola
28593,Birmingham-So.
506250,Biscayne
506218,Bishop
506069,Black Hills St.
30134,Black Hills St.
64,Blackburn
984,Bloomfield
65,Bloomsburg
500552,Bluefield Col.
985,Bluefield St.
987,Bluffton
66,Boise St.
67,Boston College
506262,Boston St.
68,Boston U.
69,Bowdoin
70,Bowie St.
71,Bowling Green
500598,Bradford
72,Bradley
73,Brandeis
30094,Brevard
74,Bridgeport
75,Bridgewater (VA)
76,Bridgewater St.
506196,British Colum. (CAN)
78,Brockport
79,Brooklyn
80,Brown
500660,Bryan
81,Bryant
30188,Bryn Athyn
82,Bryn Mawr
83,Bucknell
84,Buena Vista
86,Buffalo
85,Buffalo St.
87,Butler
77,BYU
2685,BYU-Hawaii
88,Cabrini
1305,Cairn
105,Cal Lutheran
90,Cal Poly
91,Cal Poly Pomona
92,Cal St. Dom. Hills
98,Cal St. East Bay
97,Cal St. Fullerton
100,Cal St. L.A.
506122,Cal St. Monterey Bay
30055,Cal St. Monterey Bay
93,Cal St. San B'dino
103,Cal St. Stanislaus
995,Caldwell
107,California
106,California (PA)
30135,California Baptist
89,Caltech
114,Calvin
996,Cameron
115,Campbell
116,Canisius
506439,Canterbury (IN)
117,Capital
500796,Capitol
118,Carleton
119,Carnegie Mellon
506056,Carroll (MT)
120,Carroll (WI)
1000,Carson-Newman
121,Carthage
506094,Cascade
122,Case
123,Castleton
1001,Catawba
124,Catholic
23624,Cazenovia
480,CCNY
14795,Cedar Crest
30124,Cedarville
125,Centenary (LA)
12884,Centenary (NJ)
126,Central (IA)
1004,Central Ark.
127,Central Conn. St.
506026,Central Methodist
129,Central Mich.
130,Central Mo.
1009,Central Okla.
30049,Central St. (OH)
506028,Central St. (OH)
1010,Central Wash.
132,Centre
1012,Chadron St.
133,Chaminade
134,Chapman
1013,Charleston (WV)
48,Charleston So.
458,Charlotte
10972,Chatham
693,Chattanooga
21323,Chestnut Hill
135,Cheyney
137,Chicago
136,Chicago St.
95,Chico St.
8875,Chowan
139,Chris. Newport
1015,Christian Bros.
140,Cincinnati
30087,Cincinnati-Clermont
