year,team_name,team_id,opponent_name,opponent_id,game_date,team_score,opponent_score,location,neutral_site_location,game_length,attendance
2016,A&M-Corpus Christi,26172,"%
                  Our Lady Of The Lake",,11/13/2015,94,72,Home,"",-,"1,045"
2016,A&M-Corpus Christi,26172,"%
                  Texas A&M",697,11/19/2015,70,95,Away,"",-,"5,392"
2016,A&M-Corpus Christi,26172,"%
                  Texas",703,11/21/2015,56,67,Away,"",-,"11,315"
2016,A&M-Corpus Christi,26172,"%
                  St. Edward's",1334,11/23/2015,78,50,Home,"",-,868
2016,A&M-Corpus Christi,26172,"%
                  Furman",244,11/26/2015,73,69,Neutral,"Elon, N.C. - Alumni Gym",-,611
2016,A&M-Corpus Christi,26172,"%
                  Elon",1068,11/27/2015,85,81,Away,"",-,847
2016,A&M-Corpus Christi,26172,"%
                  Austin Peay",43,12/02/2015,0,0,Home,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Texas St.",670,12/05/2015,0,0,Home,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  UTSA",706,12/12/2015,0,0,Away,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Wisconsin",796,12/15/2015,0,0,Away,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Cal Poly",90,12/20/2015,0,0,Home,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Austin Peay",43,12/28/2015,0,0,Away,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Central Ark.",1004,01/05/2016,0,0,Home,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  McNeese St.",402,01/09/2016,0,0,Away,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Lamar",346,01/11/2016,0,0,Away,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Nicholls St.",483,01/16/2016,0,0,Home,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Northwestern St.",508,01/19/2016,0,0,Away,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  New Orleans",474,01/23/2016,0,0,Home,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Southeastern La.",655,01/26/2016,0,0,Home,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Stephen F. Austin",676,01/30/2016,0,0,Home,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Incarnate Word",2743,02/02/2016,0,0,Away,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Sam Houston St.",624,02/06/2016,0,0,Home,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Houston Baptist",287,02/08/2016,0,0,Home,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Stephen F. Austin",676,02/13/2016,0,0,Away,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  New Orleans",474,02/15/2016,0,0,Away,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Incarnate Word",2743,02/20/2016,0,0,Home,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Abilene Christian",2,02/23/2016,0,0,Home,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Sam Houston St.",624,02/27/2016,0,0,Away,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Houston Baptist",287,03/03/2016,0,0,Away,"",-,0
2016,A&M-Corpus Christi,26172,"%
                  Abilene Christian",2,03/05/2016,0,0,Away,"",-,0
2016,Abilene Christian,2,"%
                  Southwest (NM)",,11/13/2015,94,63,Home,"",-,"1,150"
2016,Abilene Christian,2,"%
                  Howard Payne",2741,11/17/2015,70,56,Home,"",-,"1,075"
2016,Abilene Christian,2,"%
                  Portland",551,11/22/2015,57,87,Away,"",-,"1,541"
2016,Abilene Christian,2,"%
                  Colorado St.",156,11/24/2015,100,108,Away,"",2 OT,"2,801"
2016,Abilene Christian,2,"%
                  Florida A&M",228,11/27/2015,72,62,Neutral,"Corpus Christi, TX",-,176
2016,Abilene Christian,2,"%
                  Oakland",514,11/28/2015,57,85,Neutral,"Corpus Christi, TX",-,168
2016,Abilene Christian,2,"%
                  New Hampshire",469,12/03/2015,0,0,Home,"",-,0
2016,Abilene Christian,2,"%
                  Nebraska",463,12/05/2015,0,0,Away,"",-,0
2016,Abilene Christian,2,"%
                  Schreiner",1355,12/12/2015,0,0,Home,"",-,0
2016,Abilene Christian,2,"%
                  UC Riverside",111,12/18/2015,0,0,Home,"",-,0
2016,Abilene Christian,2,"%
                  TCU",698,12/20/2015,0,0,Away,"",-,0
2016,Abilene Christian,2,"%
                  Drake",189,12/22/2015,0,0,Away,"",-,0
2016,Abilene Christian,2,"%
                  Hillsdale Baptist",,12/30/2015,0,0,Home,"",-,0
2016,Abilene Christian,2,"%
                  Central Ark.",1004,01/02/2016,0,0,Away,"",-,0
2016,Abilene Christian,2,"%
                  Nicholls St.",483,01/09/2016,0,0,Away,"",-,0
2016,Abilene Christian,2,"%
                  Northwestern St.",508,01/12/2016,0,0,Home,"",-,0
2016,Abilene Christian,2,"%
                  Stephen F. Austin",676,01/16/2016,0,0,Away,"",-,0
2016,Abilene Christian,2,"%
                  McNeese St.",402,01/19/2016,0,0,Home,"",-,0
2016,Abilene Christian,2,"%
                  Incarnate Word",2743,01/23/2016,0,0,Away,"",-,0
2016,Abilene Christian,2,"%
                  Sam Houston St.",624,01/25/2016,0,0,Away,"",-,0
2016,Abilene Christian,2,"%
                  Lamar",346,01/30/2016,0,0,Home,"",-,0
2016,Abilene Christian,2,"%
                  Houston Baptist",287,02/02/2016,0,0,Home,"",-,0
2016,Abilene Christian,2,"%
                  Southeastern La.",655,02/06/2016,0,0,Away,"",-,0
2016,Abilene Christian,2,"%
                  Lamar",346,02/08/2016,0,0,Away,"",-,0
2016,Abilene Christian,2,"%
                  Sam Houston St.",624,02/15/2016,0,0,Home,"",-,0
2016,Abilene Christian,2,"%
                  Houston Baptist",287,02/18/2016,0,0,Away,"",-,0
2016,Abilene Christian,2,"%
                  Southeastern La.",655,02/21/2016,0,0,Home,"",-,0
2016,Abilene Christian,2,"%
                  A&M-Corpus Christi",26172,02/23/2016,0,0,Away,"",-,0
2016,Abilene Christian,2,"%
                  New Orleans",474,02/27/2016,0,0,Home,"",-,0
2016,Abilene Christian,2,"%
                  Incarnate Word",2743,03/03/2016,0,0,Home,"",-,0
2016,Abilene Christian,2,"%
                  A&M-Corpus Christi",26172,03/05/2016,0,0,Home,"",-,0
