year	school_id	school_name	wins	losses	ties	total_games
2014	11276	S.C. Aiken	33	4	0	37
2014	119	Carnegie Mellon	11	14	0	25
2014	794	Green Bay	24	7	0	31
2014	755	Washington-St. Louis	24	3	0	27
2014	1240	Minn. St. Moorhead	21	8	0	29
2014	279	Lehman	14	13	0	27
2014	1050	Defiance	20	6	0	26
2014	2713	Oglethorpe	21	7	0	28
2014	684	Suffolk	9	17	0	26
2014	19	Allegheny	6	19	0	25
2014	10411	USC Upstate	19	15	0	34
2014	120	Carroll (WI)	15	9	0	24
2014	757	Wayne St. (MI)	12	13	0	25
2014	11062	Green Mountain	4	18	0	22
2014	27854	Minn.-Crookston	4	23	0	27
2014	180	Delaware	25	10	0	35
2014	350	LeMoyne-Owen	10	17	0	27
2014	1390	Sul Ross St.	11	15	0	26
2014	519	Ohio	25	12	0	37
2014	102	Sacramento St.	14	16	0	30
2014	21	Alma	7	18	0	25
2014	263	Greensboro	12	15	0	27
2014	1000	Carson-Newman	19	9	0	28
2014	1433	Wayne St. (NE)	9	19	0	28
2014	1226	Minn.-Morris	16	10	0	26
2014	178	Delaware St.	9	21	0	30
2014	1170	Lenoir-Rhyne	16	11	0	27
2014	517	Ohio Northern	16	10	0	26
2014	1111	Greenville	15	10	0	25
2014	938	Alvernia	20	8	0	28
2014	168	SUNY Cortland	14	12	0	26
2014	590	Sacred Heart	5	26	0	31
2014	1434	Waynesburg	15	13	0	28
2014	121	Carthage	16	10	0	26
2014	179	Delaware Valley	12	13	0	25
2014	24317	Lesley	7	17	0	24
2014	428	Minnesota	25	13	0	38
2014	518	Ohio St.	25	10	0	35
2014	247	SUNY Geneseo	21	7	0	28
2014	264	Grinnell	19	6	0	25
2014	11036	Sage Colleges	15	11	0	26
2014	122	Case	14	11	0	25
2014	758	Weber St.	19	12	0	31
2014	8490	LeTourneau	5	20	0	25
2014	181	Delta St.	26	7	0	33
2014	15207	Ohio Valley	4	23	0	27
2014	16142	Misericordia	16	11	0	27
2014	478	SUNY Maritime	3	22	0	25
2014	265	Grove City	11	15	0	26
2014	591	Saginaw Valley	9	17	0	26
2014	123	Castleton	19	9	0	28
2014	759	Webster	20	8	0	28
2014	23	American	20	13	0	33
2014	354	Lewis	21	6	0	27
2014	182	Denison	12	14	0	26
2014	520	Ohio Wesleyan	20	8	0	28
2014	552	SUNY Potsdam	5	20	0	25
2014	433	Ole Miss	19	14	0	33
2014	1112	Guilford	17	9	0	26
2014	1001	Catawba	7	19	0	26
2014	22235	Lewis & Clark	17	9	0	26
2014	183	Denver	16	15	0	31
2014	24342	Okla. Panhandle	2	26	0	28
2014	9500	SUNYIT	17	7	0	24
2014	266	Gust. Adolphus	17	10	0	27
2014	19117	Salem Int'l	14	14	0	28
2014	429	Mississippi Col.	11	14	0	25
2014	124	Catholic	14	12	0	26
2014	355	Liberty	11	21	0	32
2014	22	American Int'l	9	19	0	28
2014	761	Wells	7	17	0	24
2014	176	DePaul	12	21	0	33
2014	522	Oklahoma	23	10	0	33
2014	685	Susquehanna	16	10	0	26
2014	621	Salem St.	17	9	0	26
2014	12399	Gwynedd Mercy	20	7	0	27
2014	430	Mississippi St.	14	19	0	33
2014	23624	Cazenovia	7	18	0	25
2014	1174	Limestone	21	9	0	30
2014	24	Amherst	27	4	0	31
2014	177	DePauw	19	8	0	27
2014	762	Wentworth	12	15	0	27
2014	521	Oklahoma St.	21	13	0	34
2014	686	Swarthmore	8	17	0	25
2014	622	Salisbury	14	12	0	26
2014	267	Hamilton	14	11	0	25
2014	480	CCNY	7	19	0	26
2014	356	Lincoln (MO)	3	24	0	27
2014	432	Mississippi Val.	9	23	0	32
2014	939	Anderson (IN)	6	19	0	25
2014	20	DeSales	19	10	0	29
2014	763	Wesley	23	4	0	27
2014	523	Old Dominion	18	18	0	36
2014	623	Salve Regina	17	11	0	28
2014	268	Hamline	9	16	0	25
2014	434	Missouri	23	12	0	35
2014	764	Wesleyan (CT)	11	13	0	24
2014	13028	Anderson (SC)	22	10	0	32
2014	524	Old Westbury	15	13	0	28
2014	624	Sam Houston St.	24	11	0	35
2014	357	Lincoln (PA)	20	9	0	29
2014	184	Detroit	13	19	0	32
2014	269	Hampden-Sydney	16	13	0	29
2014	688	Syracuse	28	6	0	34
2014	435	Missouri S&T	12	15	0	27
2014	525	Olivet	5	20	0	25
2014	25	Angelo St.	19	9	0	28
2014	625	Samford	13	20	0	33
2014	185	Dickinson	24	7	0	31
2014	125	Centenary (LA)	18	10	0	28
2014	270	Hampton	18	13	0	31
2014	689	Tampa	20	11	0	31
2014	669	Missouri St.	20	13	0	33
2014	526	SUNY Oneonta	12	14	0	26
2014	26	Anna Maria	9	17	0	26
2014	627	San Diego	18	17	0	35
2014	186	Dist. Columbia	3	23	0	26
2014	12884	Centenary (NJ)	7	18	0	25
2014	1115	Hanover	19	9	0	28
2014	358	West Ala.	18	11	0	29
2014	1395	Tarleton St.	28	3	0	31
2014	398	MIT	20	9	0	29
2014	27	Appalachian St.	9	21	0	30
2014	527	Oral Roberts	17	16	0	33
2014	1176	Lincoln Memorial	28	3	0	31
2014	626	San Diego St.	31	5	0	36
2014	126	Central (IA)	21	8	0	29
2014	30095	Dixie St.	21	7	0	28
2014	271	Hardin-Simmons	19	9	0	28
2014	765	West Chester	20	10	0	30
2014	712	TCNJ	8	17	0	25
2014	30042	Mitchell	19	8	0	27
2014	966	Arcadia	9	16	0	25
2014	529	Oregon	24	10	0	34
2014	1179	Linfield	5	20	0	25
2014	628	San Fran. St.	14	12	0	26
2014	1004	Central Ark.	8	21	0	29
2014	11740	West Florida	7	20	0	27
2014	30118	Dominican (CA)	22	8	0	30
2014	1116	Harding	15	15	0	30
2014	698	TCU	9	22	0	31
2014	29	Arizona	33	5	0	38
2014	9012	Mo. Southern St.	25	6	0	31
2014	528	Oregon St.	16	16	0	32
2014	28600	Lipscomb	15	15	0	30
2014	629	San Francisco	21	12	0	33
2014	127	Central Conn. St.	11	19	0	30
2014	272	Hartford	17	16	0	33
2014	1332	Dominican (IL)	4	21	0	25
2014	766	West Ga.	18	12	0	30
2014	690	Temple	9	22	0	31
2014	9013	Mo. Western St.	10	18	0	28
2014	530	Oswego St.	17	10	0	27
2014	359	Livingstone	21	8	0	29
2014	28	Arizona St.	21	12	0	33
2014	129	Central Mich.	10	21	0	31
2014	630	San Jose St.	7	24	0	31
2014	273	Hartwick	18	10	0	28
2014	8956	Dominican (NY)	18	10	0	28
2014	1438	West Liberty	31	4	0	35
2014	436	Mo.-St. Louis	16	12	0	28
2014	360	Lock Haven	17	10	0	27
2014	694	Tennessee	24	13	0	37
2014	531	Otterbein	4	22	0	26
2014	30105	Ark.-Fort Smith	21	7	0	28
2014	631	Santa Clara	14	19	0	33
2014	130	Central Mo.	30	5	0	35
2014	275	Harvard	27	5	0	32
2014	2692	Dowling	22	7	0	29
2014	767	West Tex. A&M	10	17	0	27
2014	1289	Ouachita Baptist	9	17	0	26
2014	437	Molloy	17	13	0	30
2014	99	Long Beach St.	15	17	0	32
2014	8411	Ark.-Monticello	19	10	0	29
2014	691	Tennessee St.	5	25	0	30
2014	276	Haverford	8	16	0	24
2014	632	Savannah St.	13	19	0	32
2014	1009	Central Okla.	20	10	0	30
2014	189	Drake	15	16	0	31
2014	361	LIU Brooklyn	9	20	0	29
2014	23008	Ozarks (AR)	8	18	0	26
2014	439	Monmouth	11	21	0	32
2014	2678	Ark.-Pine Bluff	13	18	0	31
2014	692	Tennessee Tech	17	16	0	33
2014	277	Hawaii	20	11	0	31
2014	190	Drew	11	14	0	25
2014	363	Longwood	8	24	0	32
2014	438	Monmouth (IL)	6	17	0	23
2014	2682	P.R.-Bayamon	1	11	0	12
2014	31	Arkansas	22	12	0	34
2014	30090	Tex. A&M Int'l	22	9	0	31
2014	9630	West Va. Wesleyan	20	12	0	32
2014	191	Drexel	16	14	0	30
2014	30049	Central St. (OH)	18	11	0	29
2014	1355	Schreiner	15	12	0	27
2014	364	Loras	15	11	0	26
2014	205	Mont. St. Billings	12	15	0	27
2014	199	Tex. A&M-Commerce	19	9	0	28
2014	30	Arkansas St.	19	13	0	32
2014	1057	Drury	28	4	0	32
2014	1010	Central Wash.	12	14	0	26
2014	768	West Virginia	17	16	0	33
2014	1182	Louisiana Col.	12	15	0	27
2014	441	Montana	17	13	0	30
2014	633	Scranton	24	4	0	28
2014	947	Arkansas Tech	20	10	0	30
2014	696	Tex. A&M-Kingsville	8	19	0	27
2014	192	Dubuque	21	5	0	26
2014	1439	West Virginia St.	13	14	0	27
2014	366	Louisiana Tech	29	8	0	37
2014	132	Centre	24	5	0	29
2014	1356	Seattle	13	17	0	30
2014	440	Montana St.	14	17	0	31
2014	33	Armstrong	8	18	0	26
2014	24361	P.R.-Mayaguez	0	8	0	8
2014	30088	Tex. Permian Basin	16	11	0	27
2014	193	Duke	26	9	0	35
2014	1012	Chadron St.	11	15	0	26
2014	367	Louisville	31	6	0	37
2014	769	Western Caro.	19	15	0	34
2014	634	Seattle Pacific	26	6	0	32
2014	2716	P.R.-Rio Piedras	2	10	0	12
2014	442	Montclair St.	11	14	0	25
2014	725	Army	15	16	0	31
2014	536	Tex.-Pan American	9	23	0	32
2014	194	Duquesne	13	17	0	30
2014	133	Chaminade	19	13	0	32
2014	371	Loyola Chicago	10	22	0	32
2014	770	Western Conn. St.	17	9	0	26
2014	533	Pace	7	19	0	26
2014	1238	Montevallo	26	6	0	32
2014	635	Seton Hall	17	17	0	34
2014	35	Ashland	11	15	0	26
2014	703	Texas	24	11	0	35
2014	195	Earlham	5	20	0	25
2014	369	Loyola Maryland	11	19	0	30
2014	134	Chapman	18	10	0	28
2014	771	Western Ill.	10	20	0	30
2014	534	Pacific	18	16	0	34
2014	443	Moravian	11	13	0	24
2014	36	Assumption	7	19	0	26
2014	196	East Carolina	17	17	0	34
2014	370	Loyola Marymount	13	19	0	32
2014	697	Texas A&M	18	16	0	34
2014	1013	Charleston (WV)	21	9	0	30
2014	772	Western Ky.	20	12	0	32
2014	444	Morehead St.	20	14	0	34
2014	2751	Pacific (OR)	16	9	0	25
2014	30063	Seton Hill	15	12	0	27
2014	2697	Hawaii Hilo	7	20	0	27
2014	1400	Texas Lutheran	9	17	0	26
2014	365	LSU	20	14	0	34
2014	8965	East Central	15	12	0	27
2014	37	Auburn	14	16	0	30
2014	774	Western Mich.	23	10	0	33
2014	445	Morehouse	7	20	0	27
2014	48	Charleston So.	13	18	0	31
2014	1297	Pacific Lutheran	8	17	0	25
2014	652	Sewanee	13	13	0	26
2014	2696	Hawaii Pacific	15	13	0	28
2014	699	Texas Southern	19	15	0	34
2014	1445	Western N.M.	2	23	0	25
2014	372	Luther	17	11	0	28
2014	38	Augsburg	18	8	0	26
2014	446	Morgan St.	15	16	0	31
2014	197	East Stroudsburg	30	2	0	32
2014	458	Charlotte	17	14	0	31
2014	636	Shaw	10	17	0	27
2014	278	Heidelberg	7	18	0	25
2014	535	Paine	17	13	0	30
2014	670	Texas St.	8	23	0	31
2014	373	Lycoming	13	11	0	24
2014	775	Western New Eng.	7	18	0	25
2014	39	GRU	24	8	0	32
2014	198	East Tenn. St.	19	16	0	35
2014	637	Shenandoah	12	14	0	26
2014	1123	Henderson St.	14	17	0	31
2014	700	Texas Tech	14	18	0	32
2014	30045	Palm Beach Atl.	8	18	0	26
2014	374	Lynchburg	17	9	0	26
2014	40	Augustana (IL)	20	8	0	28
2014	10870	Shepherd	20	10	0	30
2014	1062	East Tex. Baptist	11	15	0	26
2014	1124	Hendrix	10	16	0	26
2014	693	Chattanooga	18	15	0	33
2014	30065	Lyndon St.	13	14	0	27
2014	41	Augustana (SD)	16	14	0	30
2014	203	East. Mennonite	17	11	0	28
2014	19651	High Point	16	15	0	31
2014	21323	Chestnut Hill	10	17	0	27
2014	638	Shippensburg	3	23	0	26
2014	30067	Morrisville St.	22	9	0	31
2014	17094	William Peace	9	16	0	25
2014	20794	Lynn	9	18	0	27
2014	1446	Western Ore.	18	12	0	30
2014	42	Aurora	18	9	0	27
2014	8398	Hilbert	21	7	0	28
2014	8968	Eastern	11	14	0	25
2014	135	Cheyney	3	23	0	26
2014	639	Siena	20	18	0	38
2014	376	Macalester	4	21	0	25
2014	540	Penn	8	20	0	28
2014	953	Austin	9	16	0	25
2014	2759	Western St.	3	24	0	27
2014	280	Hillsdale	18	9	0	27
2014	200	Eastern Conn. St.	23	7	0	30
2014	702	Texas-Arlington	15	17	0	32
2014	377	MacMurray	19	7	0	26
2014	137	Chicago	15	10	0	25
2014	539	Penn St.	16	18	0	34
2014	43	Austin Peay	12	18	0	30
2014	27901	Mount Ida	5	20	0	25
2014	281	Hiram	6	19	0	25
2014	1448	Western Wash.	20	8	0	28
2014	201	Eastern Ill.	11	19	0	30
2014	23121	Texas-Dallas	27	4	0	31
2014	380	Maine	6	23	0	29
2014	136	Chicago St.	13	19	0	32
2014	44	Averett	12	14	0	26
2014	1245	Mount Olive	19	9	0	28
2014	30114	Penn St.-Abington	14	13	0	27
2014	641	Simpson	4	21	0	25
2014	777	Westfield St.	15	11	0	26
2014	282	Hobart	22	7	0	29
2014	202	Eastern Ky.	24	10	0	34
2014	378	Maine Maritime	2	23	0	25
2014	8875	Chowan	12	15	0	27
2014	45	Babson	20	7	0	27
2014	452	Mount Union	20	6	0	26
2014	25719	Penn St.-Altoona	5	20	0	25
2014	660	SIU Edwardsville	11	20	0	31
2014	1450	Westminster (MO)	14	12	0	26
2014	283	Hofstra	10	23	0	33
2014	204	Eastern Mich.	22	15	0	37
2014	1192	Manchester	5	20	0	25
2014	30028	Texas-Tyler	15	12	0	27
2014	46	Baldwin Wallace	14	13	0	27
2014	538	Penn St.-Behrend	24	5	0	29
2014	642	Skidmore	16	10	0	26
2014	139	Chris. Newport	19	9	0	28
2014	30036	Mt. Aloysius	12	12	0	24
2014	1451	Westminster (PA)	3	23	0	26
2014	381	Manhattan	25	8	0	33
2014	707	Thiel	10	13	0	23
2014	47	Ball St.	5	25	0	30
2014	206	Eastern N.M.	14	13	0	27
2014	30044	Penn St.-Berks	8	18	0	26
2014	643	Slippery Rock	20	11	0	31
2014	778	Wheaton (IL)	21	9	0	30
2014	285	Holy Cross	20	14	0	34
2014	1015	Christian Bros.	18	11	0	29
2014	382	Manhattanville	11	15	0	26
2014	2758	Thomas (ME)	11	15	0	26
2014	958	Baptist Bible (PA)	9	16	0	25
2014	1064	Eastern Nazarene	19	6	0	25
2014	30081	Penn St. Harrisburg	8	17	0	25
2014	779	Wheaton (MA)	9	15	0	24
2014	1126	Holy Family	21	10	0	31
2014	140	Cincinnati	27	7	0	34
2014	1402	Thomas More	15	13	0	28
2014	384	Mansfield	8	18	0	26
2014	541	Pepperdine	15	16	0	31
2014	12799	Wheeling Jesuit	15	13	0	28
2014	8404	Hood	18	11	0	29
2014	663	SMU	27	10	0	37
2014	1194	Maranatha Baptist	11	15	0	26
2014	1403	Tiffin	11	16	0	27
2014	542	Pfeiffer	6	21	0	27
2014	8896	Wheelock	3	22	0	25
2014	962	Bard	5	20	0	25
2014	286	Hope	20	8	0	28
2014	207	Eastern Wash.	15	16	0	31
2014	645	Sonoma St.	7	19	0	26
2014	141	Citadel	7	26	0	33
2014	1196	Marian (WI)	22	7	0	29
2014	709	Toledo	27	7	0	34
2014	780	Whitman	16	10	0	26
2014	49	Barry	19	9	0	28
2014	288	Houston	17	16	0	33
2014	1305	Cairn	2	23	0	25
2014	208	Eckerd	17	14	0	31
2014	385	Marietta	19	7	0	26
2014	646	South Ala.	11	20	0	31
2014	711	Towson	25	11	0	36
2014	15646	Barton	17	11	0	28
2014	781	Whittier	11	14	0	25
2014	287	Houston Baptist	6	25	0	31
2014	543	Philadelphia U.	25	7	0	32
2014	1066	Edgewood	13	15	0	28
2014	386	Marist	12	19	0	31
2014	648	South Carolina	14	20	0	34
2014	28749	Transylvania	9	17	0	26
2014	58	Baruch	14	12	0	26
2014	1454	Whitworth	23	6	0	29
2014	209	Edinboro	10	16	0	26
2014	21830	Piedmont	9	16	0	25
2014	290	Howard	8	25	0	33
2014	647	South Carolina St.	9	21	0	30
2014	387	Marquette	17	15	0	32
2014	50	Bates	11	13	0	24
2014	782	Wichita St.	35	1	0	36
2014	30058	Claflin	10	19	0	29
2014	210	Elizabeth City St.	14	13	0	27
2014	2741	Howard Payne	5	20	0	25
2014	8567	Mt. St. Joseph	17	9	0	26
2014	650	South Dakota	12	18	0	30
2014	1199	Mars Hill	7	20	0	27
2014	30037	Trine	15	11	0	26
2014	783	Widener	13	12	0	25
2014	211	Elizabethtown	8	17	0	25
2014	1315	Pitt.-Bradford	16	11	0	27
2014	291	Humboldt St.	11	17	0	28
2014	142	Claremont-M-S	20	6	0	26
2014	649	South Dakota St.	19	13	0	32
2014	1468	Mt. St. Mary (NY)	21	7	0	28
2014	388	Marshall	11	22	0	33
2014	784	Wilkes	8	16	0	24
2014	212	Elmhurst	14	11	0	25
2014	51	Baylor	26	12	0	38
2014	713	Trinity (CT)	15	11	0	26
2014	11839	Pitt.-Greensburg	12	14	0	26
2014	143	Clarion	5	20	0	25
2014	450	Mt. St. Mary's	16	17	0	33
2014	8597	Martin Luther	6	19	0	25
2014	651	South Fla.	12	20	0	32
2014	213	Elmira	10	15	0	25
2014	292	Hunter	12	14	0	26
2014	785	Willamette	3	22	0	25
2014	546	Pitt.-Johnstown	13	13	0	26
2014	26107	Becker	15	12	0	27
2014	145	Clark (MA)	12	13	0	25
2014	30075	Mary	7	21	0	28
2014	451	Mt. St. Vincent	8	17	0	25
2014	532	Elms	15	13	0	28
2014	1130	Huntingdon	12	15	0	27
2014	52	Bellarmine	23	8	0	31
2014	1314	Pittsburg St.	8	18	0	26
2014	715	Trinity (TX)	19	10	0	29
2014	144	Clark Atlanta	15	12	0	27
2014	453	Muhlenberg	16	10	0	26
2014	1068	Elon	18	14	0	32
2014	1133	Husson	26	3	0	29
2014	654	Southeast Mo. St.	18	14	0	32
2014	14927	Belmont	26	10	0	36
2014	545	Pittsburgh	26	10	0	36
2014	716	Troy	11	20	0	31
2014	214	Emerson	13	13	0	26
2014	454	Murray St.	23	11	0	34
2014	1203	Mary Hardin-Baylor	17	9	0	26
2014	295	Idaho	16	18	0	34
2014	655	Southeastern La.	12	18	0	30
2014	2683	Belmont Abbey	11	16	0	27
2014	215	Emmanuel (MA)	6	19	0	25
2014	499	Truman	20	7	0	27
2014	547	Plattsburgh St.	24	6	0	30
2014	390	Mary Washington	25	6	0	31
2014	455	Muskingum	8	17	0	25
2014	146	Clarkson	16	10	0	26
2014	294	Idaho St.	11	18	0	29
2014	1371	Southeastern Okla.	9	18	0	27
2014	53	Beloit	9	14	0	23
2014	217	Emory	19	9	0	28
