year,team_name,team_id,opponent_name,opponent_id,game_date,team_score,opponent_score,location,neutral_site_location,game_length,attendance
2012,A&M-Corpus Christi,26172,Missouri,434,11/12/2011,58,75,Home,"",-,508
2012,A&M-Corpus Christi,26172,Colorado,157,11/16/2011,58,71,Home,"",-,931
2012,A&M-Corpus Christi,26172,Arkansas St.,30,11/20/2011,71,84,Away,"",-,"1,397"
2012,A&M-Corpus Christi,26172,Iona,310,11/22/2011,77,68,Home,"",-,"1,382"
2012,A&M-Corpus Christi,26172,Texas Southern,699,11/25/2011,54,63,Neutral,"Houston, TX",-,378
2012,A&M-Corpus Christi,26172,Houston Baptist,287,11/26/2011,65,45,Away,"",-,289
2012,A&M-Corpus Christi,26172,Tex.-Pan American,536,11/29/2011,56,58,Home,"",-,884
2012,A&M-Corpus Christi,26172,Rice,574,12/02/2011,64,61,Away,"",-,403
2012,A&M-Corpus Christi,26172,North Texas,497,12/03/2011,58,72,Neutral,"Houston, TX",-,307
2012,A&M-Corpus Christi,26172,Tex.-Pan American,536,12/07/2011,52,69,Away,"",-,160
2012,A&M-Corpus Christi,26172,Jackson St.,314,12/16/2011,64,61,Home,"",-,344
2012,A&M-Corpus Christi,26172,SMU,663,12/18/2011,64,73,Away,"",-,435
2012,A&M-Corpus Christi,26172,Indiana,306,12/27/2011,58,80,Away,"",-,"1,436"
2012,A&M-Corpus Christi,26172,McNeese St.,402,01/07/2012,51,66,Away,"",-,768
2012,A&M-Corpus Christi,26172,UTSA,706,01/11/2012,38,58,Home,"",-,894
2012,A&M-Corpus Christi,26172,Southeastern La.,655,01/14/2012,78,73,Home,"",-,813
2012,A&M-Corpus Christi,26172,Texas-Arlington,702,01/18/2012,61,51,Away,"",-,342
2012,A&M-Corpus Christi,26172,Sam Houston St.,624,01/21/2012,56,65,Home,"",-,497
2012,A&M-Corpus Christi,26172,Texas St.,670,01/25/2012,67,73,Away,"",-,925
2012,A&M-Corpus Christi,26172,Stephen F. Austin,676,01/28/2012,57,69,Away,"",-,"1,312"
2012,A&M-Corpus Christi,26172,Nicholls St.,483,02/01/2012,70,63,Home,"",-,745
2012,A&M-Corpus Christi,26172,Northwestern St.,508,02/04/2012,88,86,Home,"",-,"1,025"
2012,A&M-Corpus Christi,26172,Sam Houston St.,624,02/11/2012,54,75,Away,"",-,376
2012,A&M-Corpus Christi,26172,Texas St.,670,02/15/2012,61,74,Home,"",-,896
2012,A&M-Corpus Christi,26172,Lamar,346,02/18/2012,49,63,Away,"",-,736
2012,A&M-Corpus Christi,26172,UTSA,706,02/22/2012,58,72,Away,"",-,"1,296"
2012,A&M-Corpus Christi,26172,Stephen F. Austin,676,02/25/2012,60,72,Home,"",-,603
2012,A&M-Corpus Christi,26172,Texas-Arlington,702,02/29/2012,74,54,Home,"",-,886
2012,A&M-Corpus Christi,26172,Central Ark.,1004,03/03/2012,45,66,Away,"",-,"2,317"
2012,Abilene Christian,2,Tex. A&M Int'l,30090,11/17/2011,96,87,Away,"",-,150
2012,Abilene Christian,2,Tex. Permian Basin,30088,11/22/2011,67,77,Away,"",-,350
2012,Abilene Christian,2,St. Mary's (TX),1346,12/01/2011,64,58,Home,"",-,350
2012,Abilene Christian,2,Texas Woman's,701,12/03/2011,68,74,Away,"",-,427
2012,Abilene Christian,2,St. Edward's,1334,12/06/2011,78,66,Home,"",-,200
2012,Abilene Christian,2,Cameron,996,12/10/2011,55,59,Home,"",-,"1,854"
2012,Abilene Christian,2,West Tex. A&M,767,12/13/2011,61,80,Home,"",-,300
2012,Abilene Christian,2,Eastern N.M.,206,12/17/2011,92,85,Away,"",2 OT,236
2012,Abilene Christian,2,Midwestern St.,1222,12/19/2011,57,64,Away,"",-,"1,621"
2012,Abilene Christian,2,Shaw,636,12/29/2011,70,66,Home,"",-,195
2012,Abilene Christian,2,Southwestern Okla.,8744,12/30/2011,64,57,Neutral,"Canyon, TX",-,188
2012,Abilene Christian,2,Incarnate Word,2743,01/03/2012,58,68,Home,"",-,254
2012,Abilene Christian,2,Tex. A&M-Kingsville,696,01/07/2012,72,78,Away,"",-,225
2012,Abilene Christian,2,Tex. A&M-Commerce,199,01/11/2012,77,65,Away,"",-,272
2012,Abilene Christian,2,Tarleton St.,1395,01/14/2012,74,90,Home,"",-,417
