year,team_id,team_name,wins,losses,ties,total_games
2005,26172,A&M-Corpus Chris,23,7,0,30
2005,2,Abilene Christian,20,10,0,30
2005,929,Adams St.,10,17,0,27
2005,3,Adelphi,15,13,0,28
2005,4,Adrian,9,17,0,26
2005,721,Air Force,7,21,0,28
2005,5,Akron,3,25,0,28
2005,10,Ala.-Huntsville,8,20,0,28
2005,8,Alabama,14,15,0,29
2005,6,Alabama A&M,16,12,0,28
2005,7,Alabama St.,15,14,0,29
2005,11,Alas. Anchorage,9,18,0,27
2005,12,Alas. Fairbanks,13,14,0,27
2005,14,Albany (NY),14,14,0,28
2005,13,Albany St. (GA),14,15,0,29
2005,2798,Albertus Magnus,11,14,0,25
2005,15,Albion,25,5,0,30
2005,16,Albright,5,20,0,25
2005,17,Alcorn,21,9,0,30
2005,934,Alderson-Broaddus,10,19,0,29
2005,18,Alfred,6,19,0,25
2005,19,Allegheny,18,8,0,26
2005,21,Alma,13,11,0,24
2005,938,Alvernia,24,6,0,30
2005,28746,Alverno,6,19,0,25
2005,23,American,12,16,0,28
2005,22,American Int'l,23,9,0,32
2005,24,Amherst,15,11,0,26
2005,939,Anderson (IN),5,21,0,26
2005,13028,Anderson (SC),33,3,0,36
2005,25,Angelo St.,28,4,0,32
2005,26,Anna Maria,6,19,0,25
2005,27,Appalachian St.,11,17,0,28
2005,966,Arcadia,6,18,0,24
2005,29,Arizona,20,12,0,32
2005,28,Arizona St.,24,10,0,34
2005,8411,Ark.-Monticello,15,14,0,29
2005,2678,Ark.-Pine Bluff,6,21,0,27
2005,31,Arkansas,17,14,0,31
2005,30,Arkansas St.,21,11,0,32
2005,947,Arkansas Tech,10,19,0,29
2005,33,Armstrong,17,13,0,30
2005,725,Army,15,13,0,28
2005,35,Ashland,20,9,0,29
2005,36,Assumption,13,15,0,28
2005,37,Auburn,16,13,0,29
2005,38,Augsburg,4,19,0,23
2005,39,Augusta St.,13,15,0,28
2005,40,Augustana (IL),6,18,0,24
2005,41,Augustana (SD),22,9,0,31
2005,42,Aurora,7,20,0,27
2005,953,Austin,18,8,0,26
2005,43,Austin Peay,8,19,0,27
2005,44,Averett,10,14,0,24
2005,45,Babson,17,11,0,28
2005,46,Baldwin Wallace,23,6,0,29
2005,47,Ball St.,16,13,0,29
2005,958,Baptist Bible (PA),18,8,0,26
2005,962,Bard,7,14,0,21
2005,49,Barry,15,13,0,28
2005,15646,Barton,15,12,0,27
2005,58,Baruch,21,7,0,28
2005,50,Bates,25,3,0,28
2005,26520,Bay Path,2,20,0,22
2005,51,Baylor,33,3,0,36
2005,26107,Becker,11,15,0,26
2005,52,Bellarmine,21,9,0,30
2005,14927,Belmont,17,11,0,28
2005,2683,Belmont Abbey,22,8,0,30
2005,53,Beloit,8,14,0,22
2005,54,Bemidji St.,5,23,0,28
2005,55,Benedict,20,9,0,29
2005,296,Benedictine (IL),12,14,0,26
2005,56,Bentley,28,8,0,36
2005,59,Bethany (WV),9,16,0,25
2005,60,Bethel (MN),8,16,0,24
2005,61,Bethune-Cookman,5,20,0,25
2005,62,Binghamton,10,18,0,28
2005,28593,Birmingham-So.,13,15,0,28
2005,64,Blackburn,7,17,0,24
2005,984,Bloomfield,21,9,0,30
2005,65,Bloomsburg,12,13,0,25
2005,985,Bluefield St.,2,26,0,28
2005,987,Bluffton,4,22,0,26
2005,66,Boise St.,10,19,0,29
2005,67,Boston College,20,10,0,30
2005,68,Boston U.,15,16,0,31
2005,69,Bowdoin,26,3,0,29
2005,70,Bowie St.,16,12,0,28
2005,71,Bowling Green,23,8,0,31
2005,72,Bradley,15,13,0,28
2005,73,Brandeis,23,4,0,27
2005,74,Bridgeport,22,9,0,31
2005,75,Bridgewater (VA),22,6,0,28
2005,76,Bridgewater St.,16,10,0,26
2005,78,Brockport,18,10,0,28
2005,79,Brooklyn,11,15,0,26
2005,80,Brown,18,9,0,27
2005,81,Bryant,18,12,0,30
2005,82,Bryn Mawr,3,22,0,25
2005,83,Bucknell,10,18,0,28
2005,84,Buena Vista,25,3,0,28
2005,86,Buffalo,4,24,0,28
2005,85,Buffalo St.,9,17,0,26
2005,87,Butler,14,14,0,28
2005,77,BYU,19,11,0,30
2005,362,LIU Post,7,20,0,27
2005,88,Cabrini,14,9,0,23
2005,105,Cal Lutheran,18,8,0,26
2005,90,Cal Poly,11,16,0,27
2005,91,Cal Poly Pomona,20,8,0,28
2005,94,CSU Bakersfield,20,8,0,28
2005,95,Cal St. Chico,24,6,0,30
2005,92,Cal St. Dom. Hills,17,10,0,27
2005,97,Cal St. Fullerton,8,20,0,28
2005,100,Cal St. L.A.,5,22,0,27
2005,101,Cal St. Northridge,18,11,0,29
2005,93,Cal St. San B'dino,19,8,0,27
2005,103,Cal St. Stanislaus,6,21,0,27
2005,995,Caldwell,9,18,0,27
2005,107,California,11,18,0,29
2005,106,California (PA),26,6,0,32
2005,89,Caltech,2,23,0,25
2005,114,Calvin,25,5,0,30
2005,996,Cameron,11,16,0,27
2005,115,Campbell,9,18,0,27
2005,116,Canisius,21,10,0,31
2005,117,Capital,20,6,0,26
2005,118,Carleton,19,6,0,25
2005,119,Carnegie Mellon,4,21,0,25
2005,120,Carroll (WI),8,15,0,23
2005,1000,Carson-Newman,25,8,0,33
2005,121,Carthage,13,12,0,25
2005,122,Case,11,13,0,24
2005,123,Castleton,20,7,0,27
2005,1001,Catawba,17,11,0,28
2005,124,Catholic,20,7,0,27
2005,23624,Cazenovia,10,15,0,25
2005,480,CCNY,4,22,0,26
2005,14795,Cedar Crest,3,19,0,22
2005,125,Centenary (LA),1,25,0,26
2005,12884,Centenary (NJ),8,17,0,25
2005,126,Central (IA),7,19,0,26
2005,1004,Central Ark.,28,7,0,35
2005,127,Central Conn. St.,9,19,0,28
2005,129,Central Mich.,10,18,0,28
2005,130,Central Mo.,23,8,0,31
2005,1009,Central Okla.,17,10,0,27
2005,1010,Central Wash.,17,10,0,27
2005,132,Centre,5,20,0,25
2005,1012,Chadron St.,7,20,0,27
2005,1013,Charleston (WV),29,5,0,34
2005,48,Charleston So.,13,15,0,28
2005,458,Charlotte,22,9,0,31
2005,10972,Chatham,1,20,0,21
2005,693,Chattanooga,25,5,0,30
2005,21323,Chestnut Hill,19,10,0,29
2005,135,Cheyney,4,23,0,27
2005,137,Chicago,16,9,0,25
2005,136,Chicago St.,13,15,0,28
2005,8875,Chowan,19,10,0,29
2005,139,Chris. Newport,10,16,0,26
2005,1015,Christian Bros.,13,13,0,26
2005,140,Cincinnati,9,19,0,28
2005,8580,City Tech,12,12,0,24
2005,142,Claremont-M-S,20,5,0,25
2005,143,Clarion,23,7,0,30
2005,145,Clark (MA),15,12,0,27
2005,144,Clark Atlanta,13,14,0,27
2005,1020,Clarke,7,19,0,26
2005,146,Clarkson,4,21,0,25
