2012,BER,away,Montepaschi Siena,/main/results/showgame?clubcode=BER&gamecode=5&seasoncode=E2012#!boxscore,5,82 - 92,82,92,October 12 20:45 CET,2012-10-12
2012,BER,home,Elan Chalon-Sur-Saone,/main/results/showgame?clubcode=BER&gamecode=17&seasoncode=E2012#!boxscore,17,74 - 71,74,71,October 18 20:45 CET,2012-10-18
2012,BER,away,Asseco Prokom Gdynia,/main/results/showgame?clubcode=BER&gamecode=30&seasoncode=E2012#!boxscore,30,77 - 66,77,66,October 25 21:00 CET,2012-10-25
2012,BER,away,Unicaja Malaga,/main/results/showgame?clubcode=BER&gamecode=40&seasoncode=E2012#!boxscore,40,67 - 62,67,62,November 1 20:45 CET,2012-11-01
2012,BER,home,Maccabi Electra Tel Aviv,/main/results/showgame?clubcode=BER&gamecode=54&seasoncode=E2012#!boxscore,54,76 - 78,76,78,November 8 20:45 CET,2012-11-08
2012,BER,home,Montepaschi Siena,/main/results/showgame?clubcode=BER&gamecode=65&seasoncode=E2012#!boxscore,65,73 - 75,73,75,November 15 20:45 CET,2012-11-15
2012,BER,away,Elan Chalon-Sur-Saone,/main/results/showgame?clubcode=BER&gamecode=77&seasoncode=E2012#!boxscore,77,82 - 87,82,87,November 22 20:00 CET,2012-11-22
2012,BER,home,Asseco Prokom Gdynia,/main/results/showgame?clubcode=BER&gamecode=90&seasoncode=E2012#!boxscore,90,67 - 64,67,64,November 29 19:00 CET,2012-11-29
2012,BER,home,Unicaja Malaga,/main/results/showgame?clubcode=BER&gamecode=100&seasoncode=E2012#!boxscore,100,63 - 74,63,74,December 6 20:00 CET,2012-12-06
2012,BER,away,Maccabi Electra Tel Aviv,/main/results/showgame?clubcode=BER&gamecode=114&seasoncode=E2012#!boxscore,114,78 - 62,78,62,December 13 20:00 CET,2012-12-13
2012,BER,home,Real Madrid,/main/results/showgame?clubcode=BER&gamecode=123&seasoncode=E2012#!boxscore,123,63 - 77,63,77,December 27 19:00 CET,2012-12-27
