2013,IST,home,EA7 Emporio Armani Milan,/main/results/showgame?clubcode=IST&gamecode=5&seasoncode=E2013#!boxscore,5,87 - 67,87,67,October 17 20:00 CET,2013-10-17
2013,IST,away,Strasbourg,/main/results/showgame?clubcode=IST&gamecode=18&seasoncode=E2013#!boxscore,18,66 - 76,66,76,October 25 20:45 CET,2013-10-25
2013,IST,away,Brose Baskets Bamberg,/main/results/showgame?clubcode=IST&gamecode=28&seasoncode=E2013#!boxscore,28,88 - 86,88,86,November 1 20:00 CET,2013-11-01
2013,IST,home,Zalgiris Kaunas,/main/results/showgame?clubcode=IST&gamecode=42&seasoncode=E2013#!boxscore,42,72 - 61,72,61,November 7 19:45 CET,2013-11-07
2013,IST,away,Real Madrid,/main/results/showgame?clubcode=IST&gamecode=53&seasoncode=E2013#!boxscore,53,103 - 57,103,57,November 13 20:45 CET,2013-11-13
2013,IST,away,EA7 Emporio Armani Milan,/main/results/showgame?clubcode=IST&gamecode=65&seasoncode=E2013#!boxscore,65,77 - 73,77,73,November 22 20:45 CET,2013-11-22
2013,IST,home,Strasbourg,/main/results/showgame?clubcode=IST&gamecode=78&seasoncode=E2013#!boxscore,78,88 - 65,88,65,November 29 19:15 CET,2013-11-29
2013,IST,home,Brose Baskets Bamberg,/main/results/showgame?clubcode=IST&gamecode=88&seasoncode=E2013#!boxscore,88,78 - 89,78,89,December 6 19:45 CET,2013-12-06
2013,IST,away,Zalgiris Kaunas,/main/results/showgame?clubcode=IST&gamecode=102&seasoncode=E2013#!boxscore,102,65 - 63,65,63,December 12 18:00 CET,2013-12-12
2013,IST,home,Real Madrid,/main/results/showgame?clubcode=IST&gamecode=113&seasoncode=E2013#!boxscore,113,61 - 86,61,86,December 19 19:00 CET,2013-12-19
2013,IST,away,FC Barcelona,/main/results/showgame?clubcode=IST&gamecode=122&seasoncode=E2013#!boxscore,122,84 - 65,84,65,January 2 20:45 CET,2014-01-02
2013,IST,home,Unicaja Malaga,/main/results/showgame?clubcode=IST&gamecode=131&seasoncode=E2013#!boxscore,131,72 - 74,72,74,January 10 19:00 CET,2014-01-10
2013,IST,away,Panathinaikos Athens,/main/results/showgame?clubcode=IST&gamecode=139&seasoncode=E2013#!boxscore,139,78 - 64,78,64,January 17 20:45 CET,2014-01-17
