10,11,71633
10,12,13316
10,13,8276
10,1,4083
10,14,5058
10,15,14008
10,16,1122
10,17,616
10,18,34
10,19,108
10,20,93
10,21,106
10,2,118
10,22,30
10,23,319
10,24,107
10,25,78
10,26,122
10,27,343
10,28,53
10,29,69
10,30,243
10,31,495
10,32,62
10,3,264
10,33,151
10,34,11
10,35,18
10,36,40
10,37,28
10,38,19
10,39,79
10,40,8
10,41,10
10,42,19
10,43,95
10,44,14
10,4,480
10,45,85
10,46,28
10,47,148
10,48,6
10,49,418
10,50,6
10,51,16
10,52,27
10,53,29
10,54,43
10,5,532
10,55,42
10,56,11
10,57,69
10,58,52
10,59,157
10,60,8
10,61,15
10,62,27
10,63,134
10,6,400
10,64,13
10,7,641
10,8,214
10,9,464594
1,10,18797
11,10,369469
11,12,976093
11,13,167315
1,11,417291
11,14,29858
11,15,323651
11,16,2409
11,17,15321
11,1,75668
11,18,40
11,19,632
11,20,200
1,12,1002
11,21,1264
11,2,137
11,22,85
11,23,6904
11,24,166
11,25,720
11,26,246
11,27,3793
11,28,106
11,29,584
11,30,918
11,31,13418
11,32,42
11,33,3389
11,34,15
11,35,156
11,36,114
1,13,73631
11,37,385
11,38,22
11,39,1418
11,3,965
11,40,12
1,14,10098
11,41,113
11,4,1259
11,42,23
11,43,639
11,44,17
11,45,1026
11,46,43
11,47,3589
11,48,7
11,49,7912
11,50,10
11,51,43
1,15,242564
11,52,50
11,53,216
11,5,4278
11,54,37
11,55,459
11,56,29
11,57,194
11,58,94
11,59,2725
11,60,14
1,16,1436
11,61,95
11,62,71
11,63,3185
11,64,12
11,6,962
11,7,10776
1,17,251687
1,18,258
11,8,533
1,19,2787
11,9,424451
1,20,940
1,2,1005928
12,10,10176
12,11,44237
12,1,247
12,13,668
12,14,751
12,15,876
12,16,1014
1,21,6473
12,17,52
12,18,29
12,19,28
12,20,25
12,21,19
12,2,130
12,22,23
1,22,301
12,23,34
12,24,61
12,25,25
12,26,20
12,27,26
12,28,30
12,29,23
12,30,35
12,31,44
12,32,32
12,33,16
12,34,10
12,35,5
1,23,56118
12,36,12
12,37,4
12,3,79
12,38,8
12,39,11
12,40,2
12,4,106
12,41,10
12,42,4
12,43,5
12,44,16
1,24,486
12,45,9
12,46,8
12,47,11
12,48,7
12,49,36
12,50,2
12,51,2
12,5,123
12,52,8
12,53,4
1,25,4259
12,54,8
12,55,4
12,56,10
12,57,8
12,58,3
12,59,9
12,60,8
12,6,114
12,61,6
12,62,2
12,63,12
12,64,8
1,26,998
12,7,162
1,27,30348
12,8,168
1,28,340
1,29,3379
12,9,4651
1,30,5394
13,10,14756
13,11,56830
13,12,1665
1,31,238268
13,14,705145
13,15,265389
13,16,14189
13,17,1520
13,18,45
13,1,8805
13,19,174
13,20,124
13,21,216
13,22,47
1,32,354
13,23,671
13,24,59
13,25,203
13,26,116
13,27,541
13,28,37
13,29,325
13,2,99
13,30,235
13,31,1231
13,32,40
13,33,292
13,3,384
13,34,7
13,35,41
13,36,26
13,37,198
1,33,75756
13,38,11
13,39,204
13,40,12
13,41,34
13,42,19
13,43,123
13,44,12
13,4,452
13,45,166
13,46,11
1,3,467330
13,47,293
13,48,6
1,34,87
13,49,601
13,50,5
13,5,1055
13,51,29
13,52,33
13,53,53
13,54,25
13,55,77
13,56,12
13,57,64
13,58,28
1,35,929
13,59,332
13,60,6
13,61,21
13,62,36
13,63,384
13,6,367
13,64,8
1,36,692
13,7,1772
1,37,2882
13,8,372
1,38,87
13,9,18461
1,39,21654
1,40,58
